position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Real Betis Balompié,42,25,9,8,73:40,33,84,https://www.transfermarkt.com.br/real-betis-sevilla/spielplan/verein/150/saison_id/2014
2,Real Sporting de Gijón,42,21,19,2,57:27,30,82,https://www.transfermarkt.com.br/sporting-gijon/spielplan/verein/2448/saison_id/2014
3,Girona FC,42,24,10,8,63:35,28,82,https://www.transfermarkt.com.br/fc-girona/spielplan/verein/12321/saison_id/2014
4,UD Las Palmas,42,22,12,8,73:47,26,78,https://www.transfermarkt.com.br/ud-las-palmas/spielplan/verein/472/saison_id/2014
5,Real Valladolid CF,42,21,9,12,65:40,25,72,https://www.transfermarkt.com.br/real-valladolid/spielplan/verein/366/saison_id/2014
6,Real Zaragoza,42,15,16,11,61:58,3,61,https://www.transfermarkt.com.br/real-saragossa/spielplan/verein/142/saison_id/2014
7,SD Ponferradina,42,16,12,14,55:51,4,60,https://www.transfermarkt.com.br/sd-ponferradina/spielplan/verein/4032/saison_id/2014
8,CD Mirandés,42,16,11,15,42:44,-2,59,https://www.transfermarkt.com.br/cd-mirandes/spielplan/verein/13222/saison_id/2014
9,UE Llagostera,42,15,12,15,41:41,0,57,https://www.transfermarkt.com.br/ue-llagostera/spielplan/verein/26132/saison_id/2014
10,CD Leganés,42,15,11,16,48:42,6,56,https://www.transfermarkt.com.br/cd-leganes/spielplan/verein/1244/saison_id/2014
11,AD Alcorcón,42,12,18,12,44:49,-5,54,https://www.transfermarkt.com.br/ad-alcorcon/spielplan/verein/11596/saison_id/2014
12,CD Numância,42,12,17,13,54:55,-1,53,https://www.transfermarkt.com.br/cd-numancia/spielplan/verein/2296/saison_id/2014
13,Deportivo Alavés,42,14,11,17,49:53,-4,53,https://www.transfermarkt.com.br/deportivo-alaves/spielplan/verein/1108/saison_id/2014
14,Albacete Balompié,42,14,9,19,55:65,-10,51,https://www.transfermarkt.com.br/albacete-balompie/spielplan/verein/1532/saison_id/2014
15,CD Lugo,42,11,16,15,48:56,-8,49,https://www.transfermarkt.com.br/cd-lugo/spielplan/verein/11000/saison_id/2014
16,RCD Mallorca,42,13,9,20,51:64,-13,48,https://www.transfermarkt.com.br/rcd-mallorca/spielplan/verein/237/saison_id/2014
17,CD Tenerife,42,11,15,16,41:48,-7,48,https://www.transfermarkt.com.br/cd-teneriffa/spielplan/verein/648/saison_id/2014
18,CA Osasuna,42,11,12,19,41:60,-19,45,https://www.transfermarkt.com.br/ca-osasuna/spielplan/verein/331/saison_id/2014
19,Racing Santander,42,12,8,22,42:53,-11,44,https://www.transfermarkt.com.br/racing-santander/spielplan/verein/630/saison_id/2014
20,Recreativo de Huelva,42,10,11,21,37:59,-22,41,https://www.transfermarkt.com.br/recreativo-huelva/spielplan/verein/2867/saison_id/2014
21,CE Sabadell FC,42,8,14,20,41:66,-25,38,https://www.transfermarkt.com.br/ce-sabadell/spielplan/verein/11422/saison_id/2014
22,FC Barcelona B,42,9,9,24,55:83,-28,36,https://www.transfermarkt.com.br/fc-barcelona-b/spielplan/verein/2464/saison_id/2014
