position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Schalke 04,34,20,5,9,72:44,28,65,https://www.transfermarkt.com.br/fc-schalke-04/spielplan/verein/33/saison_id/2021
2,Werder Bremen,34,18,9,7,65:43,22,63,https://www.transfermarkt.com.br/sv-werder-bremen/spielplan/verein/86/saison_id/2021
3,Hamburger SV,34,16,12,6,67:35,32,60,https://www.transfermarkt.com.br/hamburger-sv/spielplan/verein/41/saison_id/2021
4,SV Darmstadt 98,34,18,6,10,71:46,25,60,https://www.transfermarkt.com.br/sv-darmstadt-98/spielplan/verein/105/saison_id/2021
5,FC St. Pauli,34,16,9,9,61:46,15,57,https://www.transfermarkt.com.br/fc-st-pauli/spielplan/verein/35/saison_id/2021
6,1.FC Heidenheim 1846,34,15,7,12,43:45,-2,52,https://www.transfermarkt.com.br/1-fc-heidenheim-1846/spielplan/verein/2036/saison_id/2021
7,SC Paderborn 07,34,13,12,9,56:44,12,51,https://www.transfermarkt.com.br/sc-paderborn-07/spielplan/verein/127/saison_id/2021
8,1.FC Nuremberg,34,14,9,11,49:49,0,51,https://www.transfermarkt.com.br/1-fc-nurnberg/spielplan/verein/4/saison_id/2021
9,Holstein Kiel,34,12,9,13,46:54,-8,45,https://www.transfermarkt.com.br/holstein-kiel/spielplan/verein/269/saison_id/2021
10,Fortuna Düsseldorf 95,34,11,11,12,45:42,3,44,https://www.transfermarkt.com.br/fortuna-dusseldorf/spielplan/verein/38/saison_id/2021
11,Hannover 96,34,11,9,14,35:49,-14,42,https://www.transfermarkt.com.br/hannover-96/spielplan/verein/42/saison_id/2021
12,Karlsruher SC,34,9,14,11,54:55,-1,41,https://www.transfermarkt.com.br/karlsruher-sc/spielplan/verein/48/saison_id/2021
13,FC Hansa Rostock,34,10,11,13,41:52,-11,41,https://www.transfermarkt.com.br/fc-hansa-rostock/spielplan/verein/30/saison_id/2021
14,SV Sandhausen,34,10,11,13,42:54,-12,41,https://www.transfermarkt.com.br/sv-sandhausen/spielplan/verein/254/saison_id/2021
15,Jahn Regensburg,34,10,10,14,50:51,-1,40,https://www.transfermarkt.com.br/ssv-jahn-regensburg/spielplan/verein/109/saison_id/2021
16,SG Dynamo Dresden,34,7,11,16,33:46,-13,32,https://www.transfermarkt.com.br/sg-dynamo-dresden/spielplan/verein/129/saison_id/2021
17,FC Erzgebirge Aue,34,6,8,20,32:72,-40,26,https://www.transfermarkt.com.br/fc-erzgebirge-aue/spielplan/verein/94/saison_id/2021
18,FC Ingolstadt 04,34,4,9,21,30:65,-35,21,https://www.transfermarkt.com.br/fc-ingolstadt-04/spielplan/verein/4795/saison_id/2021
