round,g_type,n_samples,mean_occupancy,std_occupancy,ci_lower,ci_upper
1,balanced,2298,0.6813911142308167,0.25930495350116206,0.6707890148133367,0.6919932136482966
1,unbalanced_weak,466,0.6568288267287732,0.2616556577985282,0.6330717367274669,0.6805859167300795
1,unbalanced_strong,478,0.6917454589004117,0.24568356182763096,0.6697203419686053,0.7137705758322181
2,balanced,2291,0.6665361757787812,0.25798010097877755,0.6559721431197163,0.6771002084378461
2,unbalanced_weak,484,0.6354583743906416,0.2537392251240294,0.612852516152319,0.6580642326289642
2,unbalanced_strong,470,0.6666208372296512,0.25768602997730333,0.6433239435859925,0.6899177308733098
3,balanced,2334,0.6479891389137696,0.2541314251126492,0.6376790118556837,0.6582992659718556
3,unbalanced_weak,455,0.622127713000256,0.25973552101001995,0.5982615984855654,0.6459938275149467
3,unbalanced_strong,454,0.654026194449876,0.24709784128029572,0.6312963168939026,0.6767560720058493
4,balanced,2279,0.6482311428208553,0.2593122161877897,0.6375846421545092,0.6588776434872013
4,unbalanced_weak,483,0.624076245569305,0.2553060156399992,0.6013072667049875,0.6468452244336225
4,unbalanced_strong,481,0.651474422771138,0.2554087073835104,0.6286489788696821,0.6742998666725939
5,balanced,2297,0.6383808545292378,0.2586689401269516,0.6278024576364892,0.6489592514219863
5,unbalanced_weak,476,0.6146957992945049,0.2636162720378246,0.591013448538318,0.6383781500506918
5,unbalanced_strong,470,0.6252738999423704,0.25741771876498476,0.6020012637944608,0.6485465360902799
6,balanced,2321,0.6393790123812505,0.2609897950010723,0.6287610293393587,0.6499969954231423
6,unbalanced_weak,461,0.6359396289595618,0.2480164025548023,0.6132991290238815,0.6585801288952421
6,unbalanced_strong,462,0.649702800074131,0.25962122625459133,0.6260286018061407,0.6733769983421212
7,balanced,2274,0.6420824497372158,0.2616617977636851,0.6313276788696615,0.6528372206047702
7,unbalanced_weak,504,0.6090090676567705,0.26635738575674545,0.5857546457915384,0.6322634895220027
7,unbalanced_strong,465,0.6073649062630255,0.26770833641743036,0.5830321396730874,0.6316976728529636
8,balanced,2306,0.6393488772421476,0.262911769991905,0.6286179698024148,0.6500797846818804
8,unbalanced_weak,450,0.6373094979168742,0.25716280558231125,0.6135488669272361,0.6610701289065123
8,unbalanced_strong,489,0.6403161287592989,0.2571679282734663,0.6175222387631295,0.6631100187554683
9,balanced,2267,0.6508409534823715,0.26102890892960673,0.6400956442232222,0.6615862627415208
9,unbalanced_weak,517,0.6304132974035201,0.2684287602590097,0.607274549983014,0.6535520448240263
9,unbalanced_strong,458,0.6328659298803789,0.2628859096610611,0.6087895802464698,0.6569422795142881
10,balanced,2339,0.648240115988438,0.25951940790591016,0.6377226576072045,0.6587575743696715
10,unbalanced_weak,412,0.6540246990459179,0.2459022074291268,0.6302798238804934,0.6777695742113423
10,unbalanced_strong,497,0.6240437360478456,0.25786756946066336,0.6013725310565732,0.646714941039118
11,balanced,2280,0.6500027330003466,0.2620304731602307,0.6392469891984275,0.6607584768022657
11,unbalanced_weak,514,0.6384024497660252,0.2655348586439134,0.6154464583364229,0.6613584411956276
11,unbalanced_strong,444,0.6331200943012074,0.2644024933586222,0.6085260397157205,0.6577141488866943
12,balanced,2308,0.6444897610104542,0.26436100890374,0.6337043780651561,0.6552751439557523
12,unbalanced_weak,436,0.6600053423384756,0.2546862763676355,0.6360987117594536,0.6839119729174976
12,unbalanced_strong,500,0.635204080272394,0.25944909840699115,0.6124623640994226,0.6579457964453653
13,balanced,2297,0.6562959252673125,0.26352402167127637,0.6455189773637726,0.6670728731708524
13,unbalanced_weak,498,0.6350701644691574,0.26090638278322287,0.6121548351073428,0.657985493830972
13,unbalanced_strong,449,0.6248135406942119,0.2576911537331145,0.6009775937105771,0.6486494876778467
14,balanced,2305,0.6318370386984018,0.2617987110675718,0.6211492438114583,0.6425248335853453
14,unbalanced_weak,442,0.6640526511675846,0.2601683494824127,0.639797756191633,0.6883075461435362
14,unbalanced_strong,496,0.6328644494223397,0.259545296680075,0.6100227508364113,0.655706148008268
15,balanced,2297,0.645886674681236,0.25982411923697335,0.6352610361556033,0.6565123132068686
15,unbalanced_weak,494,0.6380888760103167,0.2754855986501412,0.6137952972137333,0.6623824548069002
15,unbalanced_strong,453,0.6018690431943897,0.2581109700612214,0.5780999051242869,0.6256381812644926
16,balanced,2301,0.6329517671466123,0.26567529352392416,0.6220962896574872,0.6438072446357374
16,unbalanced_weak,465,0.6560132398813092,0.2605440201329046,0.632331658227413,0.6796948215352054
16,unbalanced_strong,476,0.6116724819456562,0.2554864431148499,0.5887204861810384,0.6346244777102739
17,balanced,2295,0.6386255907252373,0.2607566065059601,0.6279571721496463,0.6492940093008283
17,unbalanced_weak,475,0.6245020042599209,0.27507389210956573,0.5997643429597573,0.6492396655600844
17,unbalanced_strong,475,0.6047143116768657,0.26012533410019884,0.5813209886638643,0.6281076346898672
18,balanced,2278,0.6321637539398384,0.26493140074816945,0.6212841609836546,0.6430433468960222
18,unbalanced_weak,494,0.6302462965541142,0.2606629749577023,0.6072598444400464,0.653232748668182
18,unbalanced_strong,470,0.6271892631782264,0.26351053574434496,0.6033657872771067,0.6510127390793462
19,balanced,2307,0.6416245519510024,0.2616220548547571,0.6309485996065167,0.6523005042954881
19,unbalanced_weak,454,0.6294674186032813,0.27473367288117534,0.6041953939156665,0.6547394432908961
19,unbalanced_strong,484,0.6296280049948194,0.25060009960733753,0.6073018143025294,0.6519541956871094
20,balanced,2305,0.6324635232149922,0.262199471230445,0.621759367504872,0.6431676789251124
20,unbalanced_weak,469,0.6236527536897378,0.2609507129446228,0.6000355683540848,0.6472699390253909
20,unbalanced_strong,469,0.620791772223738,0.2683485322986518,0.5965050517532994,0.6450784926941767
21,balanced,2285,0.6340820749866277,0.2618239167783147,0.6233465747808605,0.6448175751923949
21,unbalanced_weak,479,0.6271552679025963,0.2597090072524271,0.6038971093515461,0.6504134264536466
21,unbalanced_strong,480,0.644982388644703,0.2648555584331623,0.6212880525517395,0.6686767247376666
22,balanced,2310,0.6339982223595897,0.26174022167819083,0.6233243858291517,0.6446720588900277
22,unbalanced_weak,469,0.6346642763437599,0.2619250445010453,0.610958909724037,0.6583696429634828
22,unbalanced_strong,465,0.6474167968302652,0.26599142852018726,0.6232400848469154,0.671593508813615
