position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Real Madrid CF,38,26,9,3,70:25,45,87,https://www.transfermarkt.com.br/real-madrid/spielplan/verein/418/saison_id/2019
2,FC Barcelona,38,25,7,6,86:38,48,82,https://www.transfermarkt.com.br/fc-barcelona/spielplan/verein/131/saison_id/2019
3,Atlético de Madrid,38,18,16,4,51:27,24,70,https://www.transfermarkt.com.br/atletico-madrid/spielplan/verein/13/saison_id/2019
4,Sevilla FC,38,19,13,6,54:34,20,70,https://www.transfermarkt.com.br/fc-sevilla/spielplan/verein/368/saison_id/2019
5,FC Villarreal,38,18,6,14,63:49,14,60,https://www.transfermarkt.com.br/fc-villarreal/spielplan/verein/1050/saison_id/2019
6,Real Sociedad,38,16,8,14,56:48,8,56,https://www.transfermarkt.com.br/real-sociedad-san-sebastian/spielplan/verein/681/saison_id/2019
7,Granada CF,38,16,8,14,52:45,7,56,https://www.transfermarkt.com.br/fc-granada/spielplan/verein/16795/saison_id/2019
8,Getafe CF,38,14,12,12,43:37,6,54,https://www.transfermarkt.com.br/fc-getafe/spielplan/verein/3709/saison_id/2019
9,Valencia CF,38,14,11,13,46:53,-7,53,https://www.transfermarkt.com.br/fc-valencia/spielplan/verein/1049/saison_id/2019
10,CA Osasuna,38,13,13,12,46:54,-8,52,https://www.transfermarkt.com.br/ca-osasuna/spielplan/verein/331/saison_id/2019
11,Athletic Bilbao,38,13,12,13,41:38,3,51,https://www.transfermarkt.com.br/athletic-bilbao/spielplan/verein/621/saison_id/2019
12,Levante UD,38,14,7,17,47:53,-6,49,https://www.transfermarkt.com.br/ud-levante/spielplan/verein/3368/saison_id/2019
13,Real Valladolid CF,38,9,15,14,32:43,-11,42,https://www.transfermarkt.com.br/real-valladolid/spielplan/verein/366/saison_id/2019
14,SD Eibar,38,11,9,18,39:56,-17,42,https://www.transfermarkt.com.br/sd-eibar/spielplan/verein/1533/saison_id/2019
15,Real Betis Balompié,38,10,11,17,48:60,-12,41,https://www.transfermarkt.com.br/real-betis-sevilla/spielplan/verein/150/saison_id/2019
16,Deportivo Alavés,38,10,9,19,34:59,-25,39,https://www.transfermarkt.com.br/deportivo-alaves/spielplan/verein/1108/saison_id/2019
17,Celta de Vigo,38,7,16,15,37:49,-12,37,https://www.transfermarkt.com.br/celta-vigo/spielplan/verein/940/saison_id/2019
18,CD Leganés,38,8,12,18,30:51,-21,36,https://www.transfermarkt.com.br/cd-leganes/spielplan/verein/1244/saison_id/2019
19,RCD Mallorca,38,9,6,23,40:65,-25,33,https://www.transfermarkt.com.br/rcd-mallorca/spielplan/verein/237/saison_id/2019
20,RCD Espanyol,38,5,10,23,27:58,-31,25,https://www.transfermarkt.com.br/espanyol-barcelona/spielplan/verein/714/saison_id/2019
