position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FC Barcelona,38,25,9,4,73:29,44,84,https://www.transfermarkt.com.br/fc-barcelona/spielplan/verein/131/saison_id/2004
2,Real Madrid CF,38,25,5,8,71:32,39,80,https://www.transfermarkt.com.br/real-madrid/spielplan/verein/418/saison_id/2004
3,FC Villarreal,38,18,11,9,69:37,32,65,https://www.transfermarkt.com.br/fc-villarreal/spielplan/verein/1050/saison_id/2004
4,Real Betis Balompié,38,16,14,8,62:50,12,62,https://www.transfermarkt.com.br/real-betis-sevilla/spielplan/verein/150/saison_id/2004
5,RCD Espanyol,38,17,10,11,54:46,8,61,https://www.transfermarkt.com.br/espanyol-barcelona/spielplan/verein/714/saison_id/2004
6,Sevilla FC,38,17,9,12,44:41,3,60,https://www.transfermarkt.com.br/fc-sevilla/spielplan/verein/368/saison_id/2004
7,Valencia CF,38,14,16,8,54:39,15,58,https://www.transfermarkt.com.br/fc-valencia/spielplan/verein/1049/saison_id/2004
8,RC Deportivo de Corunha,38,12,15,11,46:50,-4,51,https://www.transfermarkt.com.br/deportivo-la-coruna/spielplan/verein/897/saison_id/2004
9,Athletic Bilbao,38,14,9,15,59:54,5,51,https://www.transfermarkt.com.br/athletic-bilbao/spielplan/verein/621/saison_id/2004
10,Málaga CF,38,15,6,17,40:48,-8,51,https://www.transfermarkt.com.br/fc-malaga/spielplan/verein/1084/saison_id/2004
11,Atlético de Madrid,38,13,11,14,40:34,6,50,https://www.transfermarkt.com.br/atletico-madrid/spielplan/verein/13/saison_id/2004
12,Real Zaragoza,38,14,8,16,52:57,-5,50,https://www.transfermarkt.com.br/real-saragossa/spielplan/verein/142/saison_id/2004
13,Getafe CF,38,12,11,15,38:46,-8,47,https://www.transfermarkt.com.br/fc-getafe/spielplan/verein/3709/saison_id/2004
14,Real Sociedad,38,13,8,17,47:56,-9,47,https://www.transfermarkt.com.br/real-sociedad-san-sebastian/spielplan/verein/681/saison_id/2004
15,CA Osasuna,38,12,10,16,46:65,-19,46,https://www.transfermarkt.com.br/ca-osasuna/spielplan/verein/331/saison_id/2004
16,Racing Santander,38,12,8,18,41:58,-17,44,https://www.transfermarkt.com.br/racing-santander/spielplan/verein/630/saison_id/2004
17,RCD Mallorca,38,10,9,19,42:63,-21,39,https://www.transfermarkt.com.br/rcd-mallorca/spielplan/verein/237/saison_id/2004
18,Levante UD,38,9,10,19,39:58,-19,37,https://www.transfermarkt.com.br/ud-levante/spielplan/verein/3368/saison_id/2004
19,CD Numância,38,6,11,21,30:61,-31,29,https://www.transfermarkt.com.br/cd-numancia/spielplan/verein/2296/saison_id/2004
20,Albacete Balompié,38,6,10,22,33:56,-23,28,https://www.transfermarkt.com.br/albacete-balompie/spielplan/verein/1532/saison_id/2004
