round,g_type,n_samples,mean_occupancy,std_occupancy,ci_lower,ci_upper
1,balanced,2985,0.6798488372607281,0.25705202716787273,0.6706272657851836,0.6890704087362726
1,unbalanced_weak,127,0.6526159579826737,0.28358052208408424,0.6032951016285469,0.7019368143368004
1,unbalanced_strong,130,0.694941055579607,0.248549768280451,0.6522145123560213,0.7376675988031925
2,balanced,2940,0.6615617945425563,0.25721072076671353,0.6522641813879317,0.6708594076971808
2,unbalanced_weak,161,0.6315636938974447,0.2633265741216623,0.5908877328897482,0.6722396549051413
2,unbalanced_strong,144,0.703018019024933,0.25258169431313937,0.6617630089537869,0.7442730290960791
3,balanced,2989,0.6474322211682368,0.25253887038584294,0.638378620240962,0.6564858220955117
3,unbalanced_weak,123,0.5955316879246811,0.28289626172397186,0.5455362100090236,0.6455271658403386
3,unbalanced_strong,131,0.6410484368969694,0.25731930782709683,0.5969835359682435,0.6851133378256954
4,balanced,2954,0.6465173884999114,0.25760705854837707,0.6372275410040156,0.6558072359958071
4,unbalanced_weak,147,0.6130523275309989,0.27730180048606967,0.5682242521669268,0.657880402895071
4,unbalanced_strong,142,0.6491249343368001,0.2500029378224222,0.6080045645685634,0.6902453041050367
5,balanced,2972,0.6341832709825344,0.25877856319035414,0.6248794795504222,0.6434870624146465
5,unbalanced_weak,142,0.5973390290424591,0.2729693347294023,0.5524411567325126,0.6422369013524055
5,unbalanced_strong,129,0.6451157581909791,0.2546260310106004,0.6011753571146127,0.6890561592673455
6,balanced,2977,0.6401746933985336,0.25859036205452424,0.6308854789662904,0.6494639078307768
6,unbalanced_weak,130,0.6270507667047946,0.27842932335056725,0.579187827217245,0.6749137061923443
6,unbalanced_strong,137,0.6570283824994969,0.2482980677811297,0.6154498528009006,0.6986069121980932
7,balanced,2946,0.6360563434113532,0.2623132151576949,0.626583946866892,0.6455287399558144
7,unbalanced_weak,163,0.589810809758603,0.2796350597325903,0.5468815015457656,0.6327401179714404
7,unbalanced_strong,134,0.5932805412929059,0.2672248075571237,0.5480345148318976,0.6385265677539141
8,balanced,2982,0.6399693020449652,0.2606210899279328,0.6306149909627727,0.6493236131271576
8,unbalanced_weak,122,0.6108309686488773,0.2788305054237073,0.5613524781060996,0.6603094591916551
8,unbalanced_strong,141,0.6477484756952719,0.25774300160110636,0.6052049579630667,0.6902919934274772
9,balanced,2945,0.6477170528887944,0.26113263156272254,0.6382856875738729,0.657148418203716
9,unbalanced_weak,168,0.6141713718827054,0.2777701383539301,0.5721677262726091,0.6561750174928017
9,unbalanced_strong,129,0.6242263639812055,0.2729979428624617,0.5771155518824216,0.6713371760799893
10,balanced,2991,0.6464175342967848,0.25695717043360844,0.6372086162916416,0.6556264523019281
10,unbalanced_weak,114,0.646800966378781,0.26913221096927614,0.5973961459730277,0.6962057867845344
10,unbalanced_strong,143,0.6200796424530753,0.2637071050783612,0.5768571423707148,0.6633021425354358
11,balanced,2953,0.6479461001015339,0.2624603256837659,0.6384796312271764,0.6574125689758913
11,unbalanced_weak,161,0.6261690111781335,0.26910708374044406,0.5846001369327873,0.6677378854234797
11,unbalanced_strong,124,0.6213900636351171,0.265497170480975,0.5746590581334572,0.6681210691367769
12,balanced,2972,0.6472969837870046,0.26184674742670094,0.6378828828073846,0.6567110847666247
12,unbalanced_weak,125,0.6213746302173605,0.27813356428112507,0.5726156665832993,0.6701335938514217
12,unbalanced_strong,147,0.6218249878622654,0.2580452211692788,0.5801098940488151,0.6635400816757157
13,balanced,2972,0.6516168215481478,0.26271759828551405,0.6421714111174706,0.6610622319788251
13,unbalanced_weak,148,0.622111599055736,0.26704121518856644,0.5790883198168595,0.6651348782946125
13,unbalanced_strong,124,0.6100020299597892,0.24938260626966893,0.5661074004068868,0.6538966595126917
14,balanced,2969,0.6363701106150316,0.2601705683333641,0.6270115482629219,0.6457286729671412
14,unbalanced_weak,129,0.6566011936717672,0.2858256398914139,0.6072767267078418,0.7059256606356925
14,unbalanced_strong,145,0.6187034519288412,0.2641153139697224,0.5757136292775812,0.6616932745801013
15,balanced,2957,0.6407853761539544,0.26002181533739616,0.6314132053447911,0.6501575469631177
15,unbalanced_weak,150,0.6190352495339074,0.2965975796492974,0.5715697512336697,0.6665007478341451
15,unbalanced_strong,137,0.6117272141724441,0.27283256556510177,0.5660402822060934,0.6574141461387949
16,balanced,2986,0.633260565880095,0.26347869500694276,0.6238100248186894,0.6427111069415007
16,unbalanced_weak,135,0.6602296281507579,0.2766357663185215,0.613563956968597,0.7068952993329188
16,unbalanced_strong,121,0.599811773859338,0.25161402619152207,0.554978729192485,0.644644818526191
17,balanced,2942,0.6354806278159769,0.2600362698722964,0.6260840727152803,0.6448771829166735
17,unbalanced_weak,154,0.609425668971105,0.30227052928422293,0.5616846683374197,0.6571666696047902
17,unbalanced_strong,149,0.5777712800552957,0.2726196141259795,0.5339968968051848,0.6215456633054065
18,balanced,2959,0.6326053657228928,0.26235620264029974,0.6231522510755682,0.6420584803702175
18,unbalanced_weak,152,0.5971879571175615,0.2878334543757763,0.5514290601401028,0.6429468540950201
18,unbalanced_strong,131,0.6376931985537522,0.27166546490891313,0.5911715756796099,0.6842148214278945
19,balanced,2972,0.6400813805313238,0.26086559956245564,0.6307025544793503,0.6494602065832973
19,unbalanced_weak,129,0.6184684930391166,0.28379154950867197,0.5694950457525138,0.6674419403257194
19,unbalanced_strong,144,0.6155673977305874,0.2622643996890833,0.5727308791147039,0.658403916346471
20,balanced,2966,0.6304816067906827,0.26091847776903754,0.6210913961565969,0.6398718174247684
20,unbalanced_weak,143,0.6253316986099714,0.2739133653729424,0.5804363574174253,0.6702270398025175
20,unbalanced_strong,134,0.6122539180715417,0.29387711037718994,0.562495171366977,0.6620126647761064
21,balanced,2964,0.6354231138301117,0.2603266214367839,0.6260510431809434,0.6447951844792801
21,unbalanced_weak,139,0.6068084073953618,0.28835979168530457,0.5588700251131914,0.6547467896775322
21,unbalanced_strong,141,0.6463544907719054,0.26841674324011483,0.6020491462825535,0.6906598352612574
22,balanced,2967,0.6369432596015925,0.2598431464952521,0.6275933251817656,0.6462931940214194
22,unbalanced_weak,155,0.6119118006474699,0.27890611133147486,0.5680033358516572,0.6558202654432825
