position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,US Palermo,42,25,11,6,62:28,34,86,https://www.transfermarkt.com.br/palermo-fc/spielplan/verein/458/saison_id/2013
2,FC Empoli,42,20,12,10,59:35,24,72,https://www.transfermarkt.com.br/fc-empoli/spielplan/verein/749/saison_id/2013
3,US Latina Calcio,42,18,14,10,44:36,8,68,https://www.transfermarkt.com.br/latina-calcio-1932/spielplan/verein/22045/saison_id/2013
4,AC Cesena,42,17,15,10,45:35,10,66,https://www.transfermarkt.com.br/cesena-fc/spielplan/verein/1429/saison_id/2013
5,Modena FC,42,16,16,10,65:43,22,64,https://www.transfermarkt.com.br/modena-fc-2018/spielplan/verein/1385/saison_id/2013
6,FC Crotone,42,17,12,13,56:52,4,63,https://www.transfermarkt.com.br/fc-crotone/spielplan/verein/4083/saison_id/2013
7,AS Bari,42,19,10,13,52:43,9,63,https://www.transfermarkt.com.br/ssc-bari/spielplan/verein/332/saison_id/2013
8,Spezia Calcio,42,16,14,12,46:48,-2,62,https://www.transfermarkt.com.br/spezia-calcio/spielplan/verein/3522/saison_id/2013
9,AC Siena,42,18,15,9,57:41,16,61,https://www.transfermarkt.com.br/acn-siena-1904/spielplan/verein/1387/saison_id/2013
10,S.S. Virtus Lanciano 1924,42,15,15,12,44:45,-1,60,https://www.transfermarkt.com.br/ss-virtus-lanciano/spielplan/verein/4718/saison_id/2013
11,AS Avellino 1912,42,15,14,13,48:45,3,59,https://www.transfermarkt.com.br/us-avellino-1912/spielplan/verein/2331/saison_id/2013
12,Carpi FC 1909,42,16,11,15,50:49,1,59,https://www.transfermarkt.com.br/carpi-fc-1909/spielplan/verein/4102/saison_id/2013
13,Brescia Calcio,42,15,14,13,56:53,3,59,https://www.transfermarkt.com.br/brescia-calcio/spielplan/verein/19/saison_id/2013
14,Trapani Calcio,42,14,15,13,58:54,4,57,https://www.transfermarkt.com.br/trapani-calcio/spielplan/verein/4331/saison_id/2013
15,Delfino Pescara 1936,42,13,13,16,50:53,-3,52,https://www.transfermarkt.com.br/delfino-pescara-1936/spielplan/verein/2921/saison_id/2013
16,Ternana Calcio,42,12,15,15,54:56,-2,51,https://www.transfermarkt.com.br/ternana-calcio/spielplan/verein/1103/saison_id/2013
17,AS Cittadella,42,11,14,17,42:49,-7,47,https://www.transfermarkt.com.br/as-cittadella/spielplan/verein/4084/saison_id/2013
18,Varese 1910,42,12,11,19,51:63,-12,47,https://www.transfermarkt.com.br/varese-calcio/spielplan/verein/4361/saison_id/2013
19,Novara Calcio 1908,42,10,14,18,40:58,-18,44,https://www.transfermarkt.com.br/novara-calcio/spielplan/verein/6692/saison_id/2013
20,Calcio Padova,42,10,11,21,45:63,-18,41,https://www.transfermarkt.com.br/calcio-padova/spielplan/verein/3037/saison_id/2013
21,Reggina Calcio,42,6,11,25,38:70,-32,28,https://www.transfermarkt.com.br/reggina-1914/spielplan/verein/1386/saison_id/2013
22,SS Juve Stabia,42,2,13,27,37:80,-43,19,https://www.transfermarkt.com.br/ss-juve-stabia/spielplan/verein/5587/saison_id/2013
