position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Inter de Milão,38,29,7,2,89:22,67,94,https://www.transfermarkt.com.br/inter-mailand/spielplan/verein/46/saison_id/2023
2,AC Milan,38,22,9,7,76:49,27,75,https://www.transfermarkt.com.br/ac-mailand/spielplan/verein/5/saison_id/2023
3,Juventus FC,38,19,14,5,54:31,23,71,https://www.transfermarkt.com.br/juventus-turin/spielplan/verein/506/saison_id/2023
4,Atalanta BC,38,21,6,11,72:42,30,69,https://www.transfermarkt.com.br/atalanta-bergamo/spielplan/verein/800/saison_id/2023
5,Bologna,38,18,14,6,54:32,22,68,https://www.transfermarkt.com.br/fc-bologna/spielplan/verein/1025/saison_id/2023
6,AS Roma,38,18,9,11,65:46,19,63,https://www.transfermarkt.com.br/as-rom/spielplan/verein/12/saison_id/2023
7,SS Lazio,38,18,7,13,49:39,10,61,https://www.transfermarkt.com.br/lazio-rom/spielplan/verein/398/saison_id/2023
8,ACF Fiorentina,38,17,9,12,61:46,15,60,https://www.transfermarkt.com.br/ac-florenz/spielplan/verein/430/saison_id/2023
9,Torino FC,38,13,14,11,36:36,0,53,https://www.transfermarkt.com.br/fc-turin/spielplan/verein/416/saison_id/2023
10,SSC Napoli,38,13,14,11,55:48,7,53,https://www.transfermarkt.com.br/ssc-neapel/spielplan/verein/6195/saison_id/2023
11,Genoa,38,12,13,13,45:45,0,49,https://www.transfermarkt.com.br/genua-cfc/spielplan/verein/252/saison_id/2023
12,AC Monza,38,11,12,15,39:51,-12,45,https://www.transfermarkt.com.br/ac-monza/spielplan/verein/2919/saison_id/2023
13,Hellas Verona,38,9,11,18,38:51,-13,38,https://www.transfermarkt.com.br/hellas-verona/spielplan/verein/276/saison_id/2023
14,US Lecce,38,8,14,16,32:54,-22,38,https://www.transfermarkt.com.br/us-lecce/spielplan/verein/1005/saison_id/2023
15,Udinese Calcio,38,6,19,13,37:53,-16,37,https://www.transfermarkt.com.br/udinese-calcio/spielplan/verein/410/saison_id/2023
16,Cagliari Calcio,38,8,12,18,42:68,-26,36,https://www.transfermarkt.com.br/cagliari-calcio/spielplan/verein/1390/saison_id/2023
17,FC Empoli,38,9,9,20,29:54,-25,36,https://www.transfermarkt.com.br/fc-empoli/spielplan/verein/749/saison_id/2023
18,Frosinone Calcio,38,8,11,19,44:69,-25,35,https://www.transfermarkt.com.br/frosinone-calcio/spielplan/verein/8970/saison_id/2023
19,US Sassuolo,38,7,9,22,43:75,-32,30,https://www.transfermarkt.com.br/us-sassuolo/spielplan/verein/6574/saison_id/2023
20,Salernitana Calcio 1919,38,2,11,25,32:81,-49,17,https://www.transfermarkt.com.br/us-salernitana-1919/spielplan/verein/380/saison_id/2023
