position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FC Metz,38,22,10,6,55:28,27,76,https://www.transfermarkt.com.br/fc-metz/spielplan/verein/347/saison_id/2013
2,RC Lens,38,17,14,7,58:40,18,65,https://www.transfermarkt.com.br/rc-lens/spielplan/verein/826/saison_id/2013
3,SM Caen,38,18,10,10,65:44,21,64,https://www.transfermarkt.com.br/sm-caen/spielplan/verein/1162/saison_id/2013
4,AS Nancy-Lorraine,38,16,13,9,47:37,10,61,https://www.transfermarkt.com.br/as-nancy-lorraine/spielplan/verein/1159/saison_id/2013
5,Chamois Niortais FC,38,15,13,10,51:47,4,58,https://www.transfermarkt.com.br/chamois-niortais-fc/spielplan/verein/1161/saison_id/2013
6,Dijon FCO,38,14,15,9,53:42,11,57,https://www.transfermarkt.com.br/dijon-fco/spielplan/verein/2969/saison_id/2013
7,Stade Brestois 29,38,15,11,12,38:32,6,56,https://www.transfermarkt.com.br/stade-brest-29/spielplan/verein/3911/saison_id/2013
8,Tours FC,38,15,10,13,63:56,7,55,https://www.transfermarkt.com.br/fc-tours/spielplan/verein/3161/saison_id/2013
9,Angers SCO,38,14,13,11,46:45,1,55,https://www.transfermarkt.com.br/sco-angers/spielplan/verein/1420/saison_id/2013
10,ESTAC Troyes,38,15,7,16,56:44,12,52,https://www.transfermarkt.com.br/es-troyes-ac/spielplan/verein/1095/saison_id/2013
11,US Créteil-Lusitanos,38,12,14,12,57:58,-1,50,https://www.transfermarkt.com.br/us-creteil-lusitanos/spielplan/verein/2067/saison_id/2013
12,Le Havre AC,38,11,15,12,43:43,0,48,https://www.transfermarkt.com.br/ac-le-havre/spielplan/verein/738/saison_id/2013
13,AC Arles-Avignon,38,10,16,12,36:38,-2,46,https://www.transfermarkt.com.br/athletic-club-arlesien/spielplan/verein/11300/saison_id/2013
14,Clermont Foot 63,38,10,15,13,31:38,-7,45,https://www.transfermarkt.com.br/clermont-foot-63/spielplan/verein/3524/saison_id/2013
15,Nîmes Olympique,38,10,14,14,49:54,-5,44,https://www.transfermarkt.com.br/nimes-olympique/spielplan/verein/1160/saison_id/2013
16,AJ Auxerre,38,10,13,15,35:45,-10,43,https://www.transfermarkt.com.br/aj-auxerre/spielplan/verein/290/saison_id/2013
17,Stade Lavallois,38,10,12,16,44:52,-8,42,https://www.transfermarkt.com.br/stade-laval/spielplan/verein/1080/saison_id/2013
18,LB Châteauroux,38,10,10,18,43:59,-16,40,https://www.transfermarkt.com.br/lb-chateauroux/spielplan/verein/1175/saison_id/2013
19,FC Istres Ouest Provence,38,9,9,20,48:74,-26,36,https://www.transfermarkt.com.br/istres-football-club/spielplan/verein/2580/saison_id/2013
20,CA Bastia (- 2017),38,4,12,22,21:63,-42,24,https://www.transfermarkt.com.br/ca-bastia/spielplan/verein/28559/saison_id/2013
