position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Galatasaray,36,28,4,4,83:27,56,88,https://www.transfermarkt.com.br/galatasaray-istanbul/spielplan/verein/141/saison_id/2022
2,Fenerbahce,36,25,5,6,87:42,45,80,https://www.transfermarkt.com.br/fenerbahce-istanbul/spielplan/verein/36/saison_id/2022
3,Besiktas JK,36,23,9,4,78:36,42,78,https://www.transfermarkt.com.br/besiktas-istanbul/spielplan/verein/114/saison_id/2022
4,Adana Demirspor,36,20,9,7,76:45,31,69,https://www.transfermarkt.com.br/adana-demirspor/spielplan/verein/3840/saison_id/2022
5,Basaksehir FK,36,18,8,10,54:37,17,62,https://www.transfermarkt.com.br/istanbul-basaksehir-fk/spielplan/verein/6890/saison_id/2022
6,Trabzonspor,36,17,6,13,64:54,10,57,https://www.transfermarkt.com.br/trabzonspor/spielplan/verein/449/saison_id/2022
7,Fatih Karagümrük,36,13,12,11,75:63,12,51,https://www.transfermarkt.com.br/fatih-karagumruk/spielplan/verein/6646/saison_id/2022
8,Konyaspor,36,12,15,9,49:41,8,51,https://www.transfermarkt.com.br/konyaspor/spielplan/verein/2293/saison_id/2022
9,Kayserispor,36,15,5,16,55:61,-6,47,https://www.transfermarkt.com.br/kayserispor/spielplan/verein/3205/saison_id/2022
10,Kasimpasa,36,12,7,17,45:61,-16,43,https://www.transfermarkt.com.br/kasimpasa/spielplan/verein/10484/saison_id/2022
11,MKE Ankaragücü,36,12,6,18,43:53,-10,42,https://www.transfermarkt.com.br/mke-ankaragucu/spielplan/verein/868/saison_id/2022
12,Istanbulspor,36,12,5,19,47:63,-16,41,https://www.transfermarkt.com.br/istanbulspor/spielplan/verein/924/saison_id/2022
13,Antalyaspor,36,11,8,17,46:55,-9,41,https://www.transfermarkt.com.br/antalyaspor/spielplan/verein/589/saison_id/2022
14,Sivasspor,36,11,8,17,46:54,-8,41,https://www.transfermarkt.com.br/sivasspor/spielplan/verein/2381/saison_id/2022
15,Alanyaspor,36,11,8,17,54:70,-16,41,https://www.transfermarkt.com.br/alanyaspor/spielplan/verein/11282/saison_id/2022
16,Giresunspor,36,10,10,16,42:60,-18,40,https://www.transfermarkt.com.br/giresunspor/spielplan/verein/11688/saison_id/2022
17,Ümraniyespor,36,7,9,20,47:64,-17,30,https://www.transfermarkt.com.br/umraniyespor/spielplan/verein/24245/saison_id/2022
18,Gaziantep FK,36,6,7,23,31:72,-41,25,https://www.transfermarkt.com.br/gaziantep-fk/spielplan/verein/2832/saison_id/2022
19,Hatayspor,36,6,5,25,19:83,-64,23,https://www.transfermarkt.com.br/hatayspor/spielplan/verein/7775/saison_id/2022
