position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,São Paulo FC,38,21,12,5,66:36,30,75,https://www.transfermarkt.com.br/fc-sao-paulo/spielplan/verein/585/saison_id/2007
2,Grêmio FBPA,38,21,9,8,59:35,24,72,https://www.transfermarkt.com.br/gremio-porto-alegre/spielplan/verein/210/saison_id/2007
3,Cruzeiro EC,38,21,4,13,59:44,15,67,https://www.transfermarkt.com.br/ec-cruzeiro-belo-horizonte/spielplan/verein/609/saison_id/2007
4,SE Palmeiras,38,19,8,11,55:45,10,65,https://www.transfermarkt.com.br/se-palmeiras-sao-paulo/spielplan/verein/1023/saison_id/2007
5,CR Flamengo,38,18,10,10,67:48,19,64,https://www.transfermarkt.com.br/flamengo-rio-de-janeiro/spielplan/verein/614/saison_id/2007
6,SC Internacional,38,15,9,14,48:47,1,54,https://www.transfermarkt.com.br/sc-internacional-porto-alegre/spielplan/verein/6600/saison_id/2007
7,Botafogo FR,38,15,8,15,51:44,7,53,https://www.transfermarkt.com.br/botafogo-rio-de-janeiro/spielplan/verein/537/saison_id/2007
8,Goiás EC,38,14,11,13,57:47,10,53,https://www.transfermarkt.com.br/goias-ec/spielplan/verein/3197/saison_id/2007
9,Coritiba FC,38,14,11,13,55:48,7,53,https://www.transfermarkt.com.br/coritiba-fc/spielplan/verein/776/saison_id/2007
10,EC Vitória,38,15,7,16,48:44,4,52,https://www.transfermarkt.com.br/esporte-clube-vitoria/spielplan/verein/2125/saison_id/2007
11,Sport Recife,38,14,10,14,48:45,3,52,https://www.transfermarkt.com.br/sport-club-do-recife/spielplan/verein/8718/saison_id/2007
12,Atlético Mineiro,38,12,12,14,50:61,-11,48,https://www.transfermarkt.com.br/clube-atletico-mineiro/spielplan/verein/330/saison_id/2007
13,Clube Atlético Paranaense,38,12,9,17,45:54,-9,45,https://www.transfermarkt.com.br/club-athletico-paranaense/spielplan/verein/679/saison_id/2007
14,Fluminense FC,38,11,12,15,49:48,1,45,https://www.transfermarkt.com.br/fluminense-rio-de-janeiro/spielplan/verein/2462/saison_id/2007
15,Santos FC,38,11,12,15,44:53,-9,45,https://www.transfermarkt.com.br/fc-santos/spielplan/verein/221/saison_id/2007
16,Náutico,38,11,11,16,44:54,-10,44,https://www.transfermarkt.com.br/clube-nautico-capibaribe/spielplan/verein/2646/saison_id/2007
17,Figueirense FC,38,11,11,16,49:73,-24,44,https://www.transfermarkt.com.br/figueirense-fc/spielplan/verein/4064/saison_id/2007
18,CR Vasco da Gama,38,11,7,20,56:72,-16,40,https://www.transfermarkt.com.br/vasco-da-gama-rio-de-janeiro/spielplan/verein/978/saison_id/2007
19,Portuguesa,38,9,11,18,48:70,-22,38,https://www.transfermarkt.com.br/portuguesa-sao-paulo/spielplan/verein/10247/saison_id/2007
20,Ipatinga FC,38,9,8,21,37:67,-30,35,https://www.transfermarkt.com.br/ipatinga-futebol-clube-mg-/spielplan/verein/3270/saison_id/2007
