position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FC Porto,34,28,4,2,82:18,64,88,https://www.transfermarkt.com.br/fc-porto/spielplan/verein/720/saison_id/2017
2,SL Benfica,34,25,6,3,80:22,58,81,https://www.transfermarkt.com.br/benfica-lissabon/spielplan/verein/294/saison_id/2017
3,Sporting CP,34,24,6,4,63:24,39,78,https://www.transfermarkt.com.br/sporting-lissabon/spielplan/verein/336/saison_id/2017
4,SC Braga,34,24,3,7,74:29,45,75,https://www.transfermarkt.com.br/sc-braga/spielplan/verein/1075/saison_id/2017
5,Rio Ave Futebol Clube,34,15,6,13,40:42,-2,51,https://www.transfermarkt.com.br/rio-ave-fc/spielplan/verein/2425/saison_id/2017
6,GD Chaves,34,13,8,13,47:55,-8,47,https://www.transfermarkt.com.br/gd-chaves/spielplan/verein/3325/saison_id/2017
7,Club Sport Marítimo,34,13,8,13,36:49,-13,47,https://www.transfermarkt.com.br/cs-maritimo/spielplan/verein/1301/saison_id/2017
8,Boavista FC,34,13,6,15,35:44,-9,45,https://www.transfermarkt.com.br/boavista-porto-fc/spielplan/verein/2503/saison_id/2017
9,Vitória Sport Clube,34,13,4,17,45:56,-11,43,https://www.transfermarkt.com.br/vitoria-guimaraes-sc/spielplan/verein/2420/saison_id/2017
10,Portimonense SAD,34,10,8,16,52:60,-8,38,https://www.transfermarkt.com.br/portimonense-sc/spielplan/verein/7378/saison_id/2017
11,Clube Desportivo Tondela,34,10,8,16,41:50,-9,38,https://www.transfermarkt.com.br/cd-tondela/spielplan/verein/7179/saison_id/2017
12,CF Os Belenenses,34,9,10,15,33:46,-13,37,https://www.transfermarkt.com.br/cf-os-belenenses/spielplan/verein/68608/saison_id/2017
13,Clube Desportivo das Aves (- 2020),34,9,7,18,36:51,-15,34,https://www.transfermarkt.com.br/desportivo-aves/spielplan/verein/3336/saison_id/2017
14,Moreirense Futebol Clube,34,8,8,18,29:50,-21,32,https://www.transfermarkt.com.br/moreirense-fc/spielplan/verein/979/saison_id/2017
15,Vitória Futebol Clube,34,7,11,16,39:62,-23,32,https://www.transfermarkt.com.br/vitoria-setubal-fc/spielplan/verein/1085/saison_id/2017
16,CD Feirense,34,9,4,21,32:48,-16,31,https://www.transfermarkt.com.br/cd-feirense/spielplan/verein/3349/saison_id/2017
17,FC Paços de Ferreira,34,7,9,18,33:59,-26,30,https://www.transfermarkt.com.br/fc-pacos-de-ferreira/spielplan/verein/2995/saison_id/2017
18,GD Estoril Praia,34,8,6,20,29:61,-32,30,https://www.transfermarkt.com.br/gd-estoril-praia/spielplan/verein/1465/saison_id/2017
