position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,AS Bari,42,22,14,6,65:35,30,80,https://www.transfermarkt.com.br/ssc-bari/spielplan/verein/332/saison_id/2008
2,Parma FC,42,19,19,4,65:34,31,76,https://www.transfermarkt.com.br/parma-calcio-1913/spielplan/verein/130/saison_id/2008
3,AS Livorno,42,16,20,6,64:40,24,68,https://www.transfermarkt.com.br/as-livorno/spielplan/verein/1210/saison_id/2008
4,Brescia Calcio,42,18,13,11,54:40,14,67,https://www.transfermarkt.com.br/brescia-calcio/spielplan/verein/19/saison_id/2008
5,FC Empoli,42,18,13,11,53:44,9,67,https://www.transfermarkt.com.br/fc-empoli/spielplan/verein/749/saison_id/2008
6,US Grosseto FC,42,18,10,14,64:66,-2,64,https://www.transfermarkt.com.br/us-grosseto-1912/spielplan/verein/4333/saison_id/2008
7,US Sassuolo,42,15,15,12,57:50,7,60,https://www.transfermarkt.com.br/us-sassuolo/spielplan/verein/6574/saison_id/2008
8,US Triestina,42,16,11,15,52:47,5,59,https://www.transfermarkt.com.br/us-triestina/spielplan/verein/4271/saison_id/2008
9,UC AlbinoLeffe,42,15,13,14,49:49,0,58,https://www.transfermarkt.com.br/uc-albinoleffe/spielplan/verein/4541/saison_id/2008
10,Piacenza FC,42,14,13,15,48:48,0,55,https://www.transfermarkt.com.br/piacenza-calcio-1919/spielplan/verein/1408/saison_id/2008
11,Frosinone Calcio,42,13,14,15,48:53,-5,53,https://www.transfermarkt.com.br/frosinone-calcio/spielplan/verein/8970/saison_id/2008
12,Vicenza Calcio,42,13,13,16,44:41,3,52,https://www.transfermarkt.com.br/lr-vicenza-virtus/spielplan/verein/2655/saison_id/2008
13,AC Mantova 1911,42,12,16,14,41:46,-5,52,https://www.transfermarkt.com.br/mantova-1911/spielplan/verein/2581/saison_id/2008
14,Salernitana Calcio 1919,42,14,9,19,46:56,-10,51,https://www.transfermarkt.com.br/us-salernitana-1919/spielplan/verein/380/saison_id/2008
15,Modena FC,42,13,12,17,54:63,-9,51,https://www.transfermarkt.com.br/modena-fc-2018/spielplan/verein/1385/saison_id/2008
16,Ascoli Calcio 1898,42,14,10,18,37:48,-11,51,https://www.transfermarkt.com.br/ascoli-calcio/spielplan/verein/408/saison_id/2008
17,AS Cittadella,42,11,17,14,42:43,-1,50,https://www.transfermarkt.com.br/as-cittadella/spielplan/verein/4084/saison_id/2008
18,Rimini FC,42,13,11,18,43:56,-13,50,https://www.transfermarkt.com.br/rimini-fc/spielplan/verein/4111/saison_id/2008
19,AC Ancona,42,14,7,21,54:66,-12,49,https://www.transfermarkt.com.br/us-anconitana/spielplan/verein/1388/saison_id/2008
20,AC Pisa 1909,42,12,12,18,45:55,-10,48,https://www.transfermarkt.com.br/ac-pisa-1909/spielplan/verein/4172/saison_id/2008
21,US Avellino,42,9,15,18,41:61,-20,40,https://www.transfermarkt.com.br/us-avellino-1912/spielplan/verein/2331/saison_id/2008
22,Treviso FBC 1993,42,7,15,20,37:62,-25,35,https://www.transfermarkt.com.br/acd-treviso/spielplan/verein/2251/saison_id/2008
