position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FCV Dender EH,34,25,2,7,73:28,45,77,https://www.transfermarkt.com.br/fcv-dender-eh/spielplan/verein/9010/saison_id/2006
2,KV Mechelen,34,21,7,6,64:36,28,70,https://www.transfermarkt.com.br/kv-mechelen/spielplan/verein/354/saison_id/2006
3,KV Kortrijk,34,19,10,5,69:36,33,67,https://www.transfermarkt.com.br/kv-kortrijk/spielplan/verein/601/saison_id/2006
4,Royal Antuérpia FC,34,17,9,8,63:37,26,60,https://www.transfermarkt.com.br/royal-antwerpen-fc/spielplan/verein/1096/saison_id/2006
5,Oud-Heverlee Leuven,34,16,8,10,55:49,6,56,https://www.transfermarkt.com.br/oud-heverlee-leuven/spielplan/verein/2727/saison_id/2006
6,KMSK Deinze (-2024),34,15,5,14,50:54,-4,50,https://www.transfermarkt.com.br/kmsk-deinze/spielplan/verein/2321/saison_id/2006
7,KAS Eupen,34,12,12,10,50:47,3,48,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2006
8,Union Saint-Gilloise,34,13,7,14,48:44,4,46,https://www.transfermarkt.com.br/royale-union-saint-gilloise/spielplan/verein/3948/saison_id/2006
9,AFC Tubize,34,13,7,14,36:34,2,46,https://www.transfermarkt.com.br/afc-tubize/spielplan/verein/3772/saison_id/2006
10,KVK Tienen,34,12,9,13,50:57,-7,45,https://www.transfermarkt.com.br/kvk-tienen/spielplan/verein/3315/saison_id/2006
11,Royal Excelsior Virton,34,11,8,15,38:55,-17,41,https://www.transfermarkt.com.br/royal-excelsior-virton/spielplan/verein/1199/saison_id/2006
12,KFC VW Hamme,34,9,12,13,38:43,-5,39,https://www.transfermarkt.com.br/kfc-vw-hamme/spielplan/verein/3134/saison_id/2006
13,KV Oostende (-2024),34,9,12,13,51:60,-9,39,https://www.transfermarkt.com.br/kv-oostende/spielplan/verein/2861/saison_id/2006
14,KV Red Star Waasland,34,9,12,13,43:56,-13,39,https://www.transfermarkt.com.br/waasland-beveren/spielplan/verein/28643/saison_id/2006
15,K. Overpelt-Lommel United,34,9,9,16,39:50,-11,36,https://www.transfermarkt.com.br/lommel-sk/spielplan/verein/5026/saison_id/2006
16,KFC Dessel Sport,34,10,4,20,45:58,-13,34,https://www.transfermarkt.com.br/kfc-dessel-sport/spielplan/verein/1910/saison_id/2006
17,KRC Waregem,34,7,8,19,34:58,-24,29,https://www.transfermarkt.com.br/krc-waregem/spielplan/verein/8429/saison_id/2006
18,KSK Ronse (-2022),34,4,9,21,28:72,-44,21,https://www.transfermarkt.com.br/ksk-ronse/spielplan/verein/3736/saison_id/2006
