position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Portuguesa,38,23,12,3,82:38,44,81,https://www.transfermarkt.com.br/portuguesa-sao-paulo/spielplan/verein/10247/saison_id/2010
2,Náutico,38,17,13,8,51:41,10,64,https://www.transfermarkt.com.br/clube-nautico-capibaribe/spielplan/verein/2646/saison_id/2010
3,AA Ponte Preta,38,17,12,9,63:45,18,63,https://www.transfermarkt.com.br/aa-ponte-preta/spielplan/verein/1134/saison_id/2010
4,Sport Recife,38,17,10,11,62:44,18,61,https://www.transfermarkt.com.br/sport-club-do-recife/spielplan/verein/8718/saison_id/2010
5,EC Vitória,38,17,9,12,61:48,13,60,https://www.transfermarkt.com.br/esporte-clube-vitoria/spielplan/verein/2125/saison_id/2010
6,CA Bragantino,38,16,10,12,65:53,12,58,https://www.transfermarkt.com.br/red-bull-bragantino/spielplan/verein/8793/saison_id/2010
7,Boa EC,38,16,9,13,44:40,4,57,https://www.transfermarkt.com.br/boa-esporte-clube-mg-/spielplan/verein/17561/saison_id/2010
8,Americana,38,15,11,12,40:45,-5,56,https://www.transfermarkt.com.br/guaratingueta-futebol-ltda-sp-/spielplan/verein/15064/saison_id/2010
9,Grêmio Barueri Futebol Ltda.,38,15,8,15,48:53,-5,53,https://www.transfermarkt.com.br/gremio-barueri-futebol-ltda-/spielplan/verein/8698/saison_id/2010
10,ABC FC,38,13,14,11,52:53,-1,53,https://www.transfermarkt.com.br/abc-futebol-clube-rn-/spielplan/verein/7209/saison_id/2010
11,Goiás EC,38,16,4,18,51:57,-6,52,https://www.transfermarkt.com.br/goias-ec/spielplan/verein/3197/saison_id/2010
12,Guarani FC,38,15,7,16,51:48,3,52,https://www.transfermarkt.com.br/guarani-fc-sp-/spielplan/verein/1755/saison_id/2010
13,Paraná Clube,38,14,10,14,48:44,4,52,https://www.transfermarkt.com.br/parana-clube/spielplan/verein/309/saison_id/2010
14,Criciúma EC,38,13,12,13,43:43,0,51,https://www.transfermarkt.com.br/criciuma-esporte-clube/spielplan/verein/7178/saison_id/2010
15,AD São Caetano,38,12,15,11,57:51,6,51,https://www.transfermarkt.com.br/ad-sao-caetano-sp-/spielplan/verein/291/saison_id/2010
16,ASA de Arapiraca,38,13,9,16,44:54,-10,48,https://www.transfermarkt.com.br/asa-de-arapiraca/spielplan/verein/20092/saison_id/2010
17,ADRC Icasa,38,11,14,13,52:55,-3,47,https://www.transfermarkt.com.br/ad-recreativa-cultural-icasa-ce-/spielplan/verein/16441/saison_id/2010
18,Vila Nova FC,38,7,11,20,34:53,-19,32,https://www.transfermarkt.com.br/vila-nova-futebol-clube-go-/spielplan/verein/5677/saison_id/2010
19,Salgueiro AC,38,8,5,25,32:63,-31,29,https://www.transfermarkt.com.br/salgueiro-atletico-clube-pe-/spielplan/verein/22952/saison_id/2010
20,Duque de Caxias FC,38,2,11,25,32:84,-52,17,https://www.transfermarkt.com.br/duque-de-caxias-futebol-clube-rj-/spielplan/verein/15656/saison_id/2010
