g_type,g_type_display,threshold_label,n_teams,mean_normalized_rank,median_normalized_rank,std_normalized_rank,min_normalized_rank,max_normalized_rank,n_top_half,pct_top_half,n_bottom_half,pct_bottom_half
balanced,G0 (Balanced),G: 0.400,6929,0.5011991396134773,0.5217391304347826,0.30401880115457375,0.0,1.0,3448,49.76187039976909,3481,50.23812960023091
unbalanced_weak,G- (Unbalanced Weak),G: 0.400,320,0.4622474065770607,0.47058823529411764,0.30297502864326314,0.0,1.0,179,55.9375,141,44.0625
unbalanced_strong,G+ (Unbalanced Strong),G: 0.400,316,0.5110451195171729,0.5294117647058824,0.3009329853541439,0.0,1.0,152,48.10126582278481,164,51.89873417721519
