position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Brescia Calcio (- 2025),36,18,13,5,69:42,27,67,https://www.transfermarkt.com.br/brescia-calcio/spielplan/verein/19/saison_id/2018
2,US Lecce,36,19,9,8,66:45,21,66,https://www.transfermarkt.com.br/us-lecce/spielplan/verein/1005/saison_id/2018
3,Benevento Calcio,36,17,9,10,61:45,16,60,https://www.transfermarkt.com.br/benevento-calcio/spielplan/verein/4171/saison_id/2018
4,Delfino Pescara 1936,36,14,13,9,50:46,4,55,https://www.transfermarkt.com.br/delfino-pescara-1936/spielplan/verein/2921/saison_id/2018
5,Hellas Verona,36,13,13,10,49:46,3,52,https://www.transfermarkt.com.br/hellas-verona/spielplan/verein/276/saison_id/2018
6,Spezia Calcio,36,14,9,13,53:46,7,51,https://www.transfermarkt.com.br/spezia-calcio/spielplan/verein/3522/saison_id/2018
7,AS Cittadella,36,12,15,9,49:38,11,51,https://www.transfermarkt.com.br/as-cittadella/spielplan/verein/4084/saison_id/2018
8,AC Perugia Calcio,36,14,8,14,49:49,0,50,https://www.transfermarkt.com.br/ac-perugia-calcio/spielplan/verein/839/saison_id/2018
9,US Cremonese,36,12,13,11,37:33,4,49,https://www.transfermarkt.com.br/us-cremonese/spielplan/verein/2239/saison_id/2018
10,Cosenza Calcio,36,11,13,12,34:42,-8,46,https://www.transfermarkt.com.br/cosenza-calcio/spielplan/verein/4031/saison_id/2018
11,US Palermo,36,16,15,5,57:38,19,43,https://www.transfermarkt.com.br/palermo-fc/spielplan/verein/458/saison_id/2018
12,FC Crotone,36,11,10,15,40:42,-2,43,https://www.transfermarkt.com.br/fc-crotone/spielplan/verein/4083/saison_id/2018
13,Ascoli Calcio,36,10,13,13,40:56,-16,43,https://www.transfermarkt.com.br/ascoli-calcio/spielplan/verein/408/saison_id/2018
14,AS Livorno,36,9,12,15,38:51,-13,39,https://www.transfermarkt.com.br/as-livorno/spielplan/verein/1210/saison_id/2018
15,Venezia FC,36,8,14,14,35:46,-11,38,https://www.transfermarkt.com.br/venezia-fc/spielplan/verein/607/saison_id/2018
16,US Salernitana 1919,36,10,8,18,41:57,-16,38,https://www.transfermarkt.com.br/us-salernitana-1919/spielplan/verein/380/saison_id/2018
17,Foggia Calcio,36,10,13,13,44:49,-5,37,https://www.transfermarkt.com.br/calcio-foggia-1920/spielplan/verein/704/saison_id/2018
18,Calcio Padova,36,5,16,15,36:49,-13,31,https://www.transfermarkt.com.br/calcio-padova/spielplan/verein/3037/saison_id/2018
19,Carpi FC 1909,36,7,8,21,39:67,-28,29,https://www.transfermarkt.com.br/carpi-fc-1909/spielplan/verein/4102/saison_id/2018
