position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,AFC Bournemouth,46,26,12,8,98:45,53,90,https://www.transfermarkt.com.br/afc-bournemouth/spielplan/verein/989/saison_id/2014
2,FC Watford,46,27,8,11,91:50,41,89,https://www.transfermarkt.com.br/fc-watford/spielplan/verein/1010/saison_id/2014
3,Norwich City,46,25,11,10,88:48,40,86,https://www.transfermarkt.com.br/norwich-city/spielplan/verein/1123/saison_id/2014
4,FC Middlesbrough,46,25,10,11,68:37,31,85,https://www.transfermarkt.com.br/fc-middlesbrough/spielplan/verein/641/saison_id/2014
5,Brentford FC,46,23,9,14,78:59,19,78,https://www.transfermarkt.com.br/fc-brentford/spielplan/verein/1148/saison_id/2014
6,Ipswich Town FC,46,22,12,12,72:54,18,78,https://www.transfermarkt.com.br/ipswich-town/spielplan/verein/677/saison_id/2014
7,Wolverhampton Wanderers,46,22,12,12,70:56,14,78,https://www.transfermarkt.com.br/wolverhampton-wanderers/spielplan/verein/543/saison_id/2014
8,Derby County,46,21,14,11,85:56,29,77,https://www.transfermarkt.com.br/derby-county/spielplan/verein/22/saison_id/2014
9,Blackburn Rovers,46,17,16,13,66:59,7,67,https://www.transfermarkt.com.br/blackburn-rovers/spielplan/verein/164/saison_id/2014
10,Birmingham City,46,16,15,15,54:64,-10,63,https://www.transfermarkt.com.br/birmingham-city/spielplan/verein/337/saison_id/2014
11,Cardiff City,46,16,14,16,57:61,-4,62,https://www.transfermarkt.com.br/cardiff-city/spielplan/verein/603/saison_id/2014
12,Charlton Athletic,46,14,18,14,54:60,-6,60,https://www.transfermarkt.com.br/charlton-athletic/spielplan/verein/358/saison_id/2014
13,Sheffield Wednesday,46,14,18,14,43:49,-6,60,https://www.transfermarkt.com.br/sheffield-wednesday/spielplan/verein/1035/saison_id/2014
14,Nottingham Forest,46,15,14,17,71:69,2,59,https://www.transfermarkt.com.br/nottingham-forest/spielplan/verein/703/saison_id/2014
15,Leeds United FC,46,15,11,20,50:61,-11,56,https://www.transfermarkt.com.br/leeds-united/spielplan/verein/399/saison_id/2014
16,Huddersfield Town,46,13,16,17,58:75,-17,55,https://www.transfermarkt.com.br/huddersfield-town/spielplan/verein/1110/saison_id/2014
17,FC Fulham,46,14,10,22,62:83,-21,52,https://www.transfermarkt.com.br/fc-fulham/spielplan/verein/931/saison_id/2014
18,Bolton Wanderers,46,13,12,21,54:67,-13,51,https://www.transfermarkt.com.br/bolton-wanderers/spielplan/verein/355/saison_id/2014
19,FC Reading,46,13,11,22,48:69,-21,50,https://www.transfermarkt.com.br/fc-reading/spielplan/verein/1032/saison_id/2014
20,Brighton & Hove Albion,46,10,17,19,44:54,-10,47,https://www.transfermarkt.com.br/brighton-amp-hove-albion/spielplan/verein/1237/saison_id/2014
21,Rotherham United,46,11,16,19,46:67,-21,46,https://www.transfermarkt.com.br/rotherham-united/spielplan/verein/1194/saison_id/2014
22,Millwall FC,46,9,14,23,42:76,-34,41,https://www.transfermarkt.com.br/fc-millwall/spielplan/verein/1028/saison_id/2014
23,Wigan Athletic,46,9,12,25,39:64,-25,39,https://www.transfermarkt.com.br/wigan-athletic/spielplan/verein/1071/saison_id/2014
24,Blackpool FC,46,4,14,28,36:91,-55,26,https://www.transfermarkt.com.br/fc-blackpool/spielplan/verein/1181/saison_id/2014
