position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Basaksehir FK,34,20,9,5,65:34,31,69,https://www.transfermarkt.com.br/istanbul-basaksehir-fk/spielplan/verein/6890/saison_id/2019
2,Trabzonspor,34,18,11,5,76:42,34,65,https://www.transfermarkt.com.br/trabzonspor/spielplan/verein/449/saison_id/2019
3,Besiktas JK,34,19,5,10,59:40,19,62,https://www.transfermarkt.com.br/besiktas-istanbul/spielplan/verein/114/saison_id/2019
4,Sivasspor,34,17,9,8,55:38,17,60,https://www.transfermarkt.com.br/sivasspor/spielplan/verein/2381/saison_id/2019
5,Alanyaspor,34,16,9,9,61:37,24,57,https://www.transfermarkt.com.br/alanyaspor/spielplan/verein/11282/saison_id/2019
6,Galatasaray,34,15,11,8,55:37,18,56,https://www.transfermarkt.com.br/galatasaray-istanbul/spielplan/verein/141/saison_id/2019
7,Fenerbahce,34,15,8,11,58:46,12,53,https://www.transfermarkt.com.br/fenerbahce-istanbul/spielplan/verein/36/saison_id/2019
8,Gaziantep FK,34,11,13,10,49:50,-1,46,https://www.transfermarkt.com.br/gaziantep-fk/spielplan/verein/2832/saison_id/2019
9,Antalyaspor,34,11,12,11,41:52,-11,45,https://www.transfermarkt.com.br/antalyaspor/spielplan/verein/589/saison_id/2019
10,Kasimpasa,34,12,7,15,53:58,-5,43,https://www.transfermarkt.com.br/kasimpasa/spielplan/verein/10484/saison_id/2019
11,Göztepe,34,11,9,14,44:49,-5,42,https://www.transfermarkt.com.br/goztepe/spielplan/verein/1467/saison_id/2019
12,Genclerbirligi Ankara,34,9,9,16,39:56,-17,36,https://www.transfermarkt.com.br/genclerbirligi-ankara/spielplan/verein/820/saison_id/2019
13,Konyaspor,34,8,12,14,36:52,-16,36,https://www.transfermarkt.com.br/konyaspor/spielplan/verein/2293/saison_id/2019
14,Denizlispor,34,9,8,17,31:48,-17,35,https://www.transfermarkt.com.br/denizlispor/spielplan/verein/833/saison_id/2019
15,Caykur Rizespor,34,10,5,19,38:57,-19,35,https://www.transfermarkt.com.br/caykur-rizespor/spielplan/verein/126/saison_id/2019
16,Yeni Malatyaspor,34,8,8,18,44:51,-7,32,https://www.transfermarkt.com.br/yeni-malatyaspor/spielplan/verein/19789/saison_id/2019
17,MKE Ankaragücü,34,7,11,16,31:56,-25,32,https://www.transfermarkt.com.br/mke-ankaragucu/spielplan/verein/868/saison_id/2019
18,Kayserispor,34,8,8,18,40:72,-32,32,https://www.transfermarkt.com.br/kayserispor/spielplan/verein/3205/saison_id/2019
