position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,AFC Sunderland,46,27,7,12,76:47,29,88,https://www.transfermarkt.com.br/afc-sunderland/spielplan/verein/289/saison_id/2006
2,Birmingham City,46,26,8,12,67:42,25,86,https://www.transfermarkt.com.br/birmingham-city/spielplan/verein/337/saison_id/2006
3,Derby County,46,25,9,12,62:46,16,84,https://www.transfermarkt.com.br/derby-county/spielplan/verein/22/saison_id/2006
4,West Bromwich Albion,46,22,10,14,81:55,26,76,https://www.transfermarkt.com.br/west-bromwich-albion/spielplan/verein/984/saison_id/2006
5,Wolverhampton Wanderers,46,22,10,14,59:56,3,76,https://www.transfermarkt.com.br/wolverhampton-wanderers/spielplan/verein/543/saison_id/2006
6,FC Southampton,46,21,12,13,77:53,24,75,https://www.transfermarkt.com.br/fc-southampton/spielplan/verein/180/saison_id/2006
7,Preston North End,46,22,8,16,64:53,11,74,https://www.transfermarkt.com.br/preston-north-end/spielplan/verein/466/saison_id/2006
8,Stoke City,46,19,16,11,62:41,21,73,https://www.transfermarkt.com.br/stoke-city/spielplan/verein/512/saison_id/2006
9,Sheffield Wednesday,46,20,11,15,70:66,4,71,https://www.transfermarkt.com.br/sheffield-wednesday/spielplan/verein/1035/saison_id/2006
10,Colchester United,46,20,9,17,70:56,14,69,https://www.transfermarkt.com.br/colchester-united/spielplan/verein/1060/saison_id/2006
11,Plymouth Argyle,46,17,16,13,63:62,1,67,https://www.transfermarkt.com.br/plymouth-argyle/spielplan/verein/2262/saison_id/2006
12,Crystal Palace FC,46,18,11,17,59:51,8,65,https://www.transfermarkt.com.br/crystal-palace/spielplan/verein/873/saison_id/2006
13,Cardiff City,46,17,13,16,57:53,4,64,https://www.transfermarkt.com.br/cardiff-city/spielplan/verein/603/saison_id/2006
14,Ipswich Town FC,46,18,8,20,64:59,5,62,https://www.transfermarkt.com.br/ipswich-town/spielplan/verein/677/saison_id/2006
15,FC Burnley,46,15,12,19,52:49,3,57,https://www.transfermarkt.com.br/fc-burnley/spielplan/verein/1132/saison_id/2006
16,Norwich City,46,16,9,21,56:71,-15,57,https://www.transfermarkt.com.br/norwich-city/spielplan/verein/1123/saison_id/2006
17,Coventry City,46,16,8,22,47:62,-15,56,https://www.transfermarkt.com.br/coventry-city/spielplan/verein/990/saison_id/2006
18,Queens Park Rangers,46,14,11,21,54:68,-14,53,https://www.transfermarkt.com.br/queens-park-rangers/spielplan/verein/1039/saison_id/2006
19,Leicester City FC,46,13,14,19,49:64,-15,53,https://www.transfermarkt.com.br/leicester-city/spielplan/verein/1003/saison_id/2006
20,Barnsley FC,46,15,5,26,53:85,-32,50,https://www.transfermarkt.com.br/fc-barnsley/spielplan/verein/349/saison_id/2006
21,Hull City,46,13,10,23,51:67,-16,49,https://www.transfermarkt.com.br/hull-city/spielplan/verein/3008/saison_id/2006
22,Leeds United FC,46,13,7,26,46:72,-26,46,https://www.transfermarkt.com.br/leeds-united/spielplan/verein/399/saison_id/2006
23,Southend United FC,46,10,12,24,47:80,-33,42,https://www.transfermarkt.com.br/southend-united/spielplan/verein/2793/saison_id/2006
24,Luton Town,46,10,10,26,53:81,-28,40,https://www.transfermarkt.com.br/luton-town/spielplan/verein/1031/saison_id/2006
