position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Kashiwa Reysol,36,23,11,2,71:24,47,80,https://www.transfermarkt.com.br/kashiwa-reysol/spielplan/verein/6632/saison_id/2009
2,Ventforet Kofu,36,19,13,4,71:40,31,70,https://www.transfermarkt.com.br/ventforet-kofu/spielplan/verein/10999/saison_id/2009
3,Avispa Fukuoka,36,21,6,9,63:34,29,69,https://www.transfermarkt.com.br/avispa-fukuoka/spielplan/verein/9597/saison_id/2009
4,JEF United Chiba,36,18,7,11,58:37,21,61,https://www.transfermarkt.com.br/jef-united-chiba/spielplan/verein/672/saison_id/2009
5,Tokyo Verdy,36,17,7,12,47:34,13,58,https://www.transfermarkt.com.br/tokyo-verdy/spielplan/verein/3734/saison_id/2009
6,Yokohama FC,36,16,6,14,54:47,7,54,https://www.transfermarkt.com.br/yokohama-fc/spielplan/verein/943/saison_id/2009
7,Roasso Kumamoto,36,14,12,10,39:43,-4,54,https://www.transfermarkt.com.br/roasso-kumamoto/spielplan/verein/22175/saison_id/2009
8,Tokushima Vortis,36,15,6,15,51:47,4,51,https://www.transfermarkt.com.br/tokushima-vortis/spielplan/verein/17832/saison_id/2009
9,Sagan Tosu,36,13,12,11,42:41,1,51,https://www.transfermarkt.com.br/sagan-tosu/spielplan/verein/22177/saison_id/2009
10,Tochigi SC,36,14,8,14,46:42,4,50,https://www.transfermarkt.com.br/tochigi-sc/spielplan/verein/22179/saison_id/2009
11,Ehime FC,36,12,12,12,34:34,0,48,https://www.transfermarkt.com.br/ehime-fc/spielplan/verein/20682/saison_id/2009
12,Thespa Kusatsu,36,14,6,16,36:48,-12,48,https://www.transfermarkt.com.br/thespakusatsu-gunma/spielplan/verein/22178/saison_id/2009
13,Consadole Sapporo,36,11,13,12,37:38,-1,46,https://www.transfermarkt.com.br/hokkaido-consadole-sapporo/spielplan/verein/16032/saison_id/2009
14,FC Gifu,36,13,6,17,32:45,-13,45,https://www.transfermarkt.com.br/fc-gifu/spielplan/verein/13600/saison_id/2009
15,Oita Trinita,36,10,11,15,39:49,-10,41,https://www.transfermarkt.com.br/oita-trinita/spielplan/verein/3935/saison_id/2009
16,Mito HollyHock,36,8,14,14,29:45,-16,38,https://www.transfermarkt.com.br/mito-hollyhock/spielplan/verein/21975/saison_id/2009
17,Fagiano Okayama,36,8,8,20,27:51,-24,32,https://www.transfermarkt.com.br/fagiano-okayama/spielplan/verein/22171/saison_id/2009
18,Kataller Toyama,36,8,4,24,39:71,-32,28,https://www.transfermarkt.com.br/kataller-toyama/spielplan/verein/22173/saison_id/2009
19,Giravanz Kitakyushu,36,1,12,23,20:65,-45,15,https://www.transfermarkt.com.br/giravanz-kitakyushu/spielplan/verein/23575/saison_id/2009
