position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Wolverhampton Wanderers,46,27,9,10,80:52,28,90,https://www.transfermarkt.com.br/wolverhampton-wanderers/spielplan/verein/543/saison_id/2008
2,Birmingham City,46,23,14,9,54:37,17,83,https://www.transfermarkt.com.br/birmingham-city/spielplan/verein/337/saison_id/2008
3,Sheffield United,46,22,14,10,64:39,25,80,https://www.transfermarkt.com.br/sheffield-united/spielplan/verein/350/saison_id/2008
4,FC Reading,46,21,14,11,72:40,32,77,https://www.transfermarkt.com.br/fc-reading/spielplan/verein/1032/saison_id/2008
5,FC Burnley,46,21,13,12,72:60,12,76,https://www.transfermarkt.com.br/fc-burnley/spielplan/verein/1132/saison_id/2008
6,Preston North End,46,21,11,14,66:54,12,74,https://www.transfermarkt.com.br/preston-north-end/spielplan/verein/466/saison_id/2008
7,Cardiff City,46,19,17,10,65:53,12,74,https://www.transfermarkt.com.br/cardiff-city/spielplan/verein/603/saison_id/2008
8,Swansea City AFC,46,16,20,10,63:50,13,68,https://www.transfermarkt.com.br/swansea-city/spielplan/verein/2288/saison_id/2008
9,Ipswich Town FC,46,17,15,14,62:53,9,66,https://www.transfermarkt.com.br/ipswich-town/spielplan/verein/677/saison_id/2008
10,Bristol City,46,15,16,15,54:54,0,61,https://www.transfermarkt.com.br/bristol-city/spielplan/verein/698/saison_id/2008
11,Queens Park Rangers,46,15,16,15,42:44,-2,61,https://www.transfermarkt.com.br/queens-park-rangers/spielplan/verein/1039/saison_id/2008
12,Sheffield Wednesday,46,16,13,17,51:58,-7,61,https://www.transfermarkt.com.br/sheffield-wednesday/spielplan/verein/1035/saison_id/2008
13,FC Watford,46,16,10,20,68:72,-4,58,https://www.transfermarkt.com.br/fc-watford/spielplan/verein/1010/saison_id/2008
14,Doncaster Rovers,46,17,7,22,42:53,-11,58,https://www.transfermarkt.com.br/doncaster-rovers/spielplan/verein/2454/saison_id/2008
15,Crystal Palace FC,46,15,12,19,52:55,-3,57,https://www.transfermarkt.com.br/crystal-palace/spielplan/verein/873/saison_id/2008
16,Blackpool FC,46,13,17,16,47:58,-11,56,https://www.transfermarkt.com.br/fc-blackpool/spielplan/verein/1181/saison_id/2008
17,Coventry City,46,13,15,18,47:58,-11,54,https://www.transfermarkt.com.br/coventry-city/spielplan/verein/990/saison_id/2008
18,Derby County,46,14,12,20,55:67,-12,54,https://www.transfermarkt.com.br/derby-county/spielplan/verein/22/saison_id/2008
19,Nottingham Forest,46,13,14,19,50:65,-15,53,https://www.transfermarkt.com.br/nottingham-forest/spielplan/verein/703/saison_id/2008
20,Barnsley FC,46,13,13,20,45:58,-13,52,https://www.transfermarkt.com.br/fc-barnsley/spielplan/verein/349/saison_id/2008
21,Plymouth Argyle,46,13,12,21,44:57,-13,51,https://www.transfermarkt.com.br/plymouth-argyle/spielplan/verein/2262/saison_id/2008
22,Norwich City,46,12,10,24,57:70,-13,46,https://www.transfermarkt.com.br/norwich-city/spielplan/verein/1123/saison_id/2008
23,FC Southampton,46,10,15,21,46:69,-23,45,https://www.transfermarkt.com.br/fc-southampton/spielplan/verein/180/saison_id/2008
24,Charlton Athletic,46,8,15,23,52:74,-22,39,https://www.transfermarkt.com.br/charlton-athletic/spielplan/verein/358/saison_id/2008
