position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,RSC Anderlecht,28,22,3,3,62:20,42,69,https://www.transfermarkt.com.br/rsc-anderlecht/spielplan/verein/58/saison_id/2009
2,Club Brugge,28,17,6,5,52:33,19,57,https://www.transfermarkt.com.br/fc-brugge/spielplan/verein/2282/saison_id/2009
3,KAA Gent,28,14,7,7,49:30,19,49,https://www.transfermarkt.com.br/kaa-gent/spielplan/verein/157/saison_id/2009
4,KV Kortrijk,28,12,9,7,39:30,9,45,https://www.transfermarkt.com.br/kv-kortrijk/spielplan/verein/601/saison_id/2009
5,VV St.Truiden,28,12,6,10,35:35,0,42,https://www.transfermarkt.com.br/vv-st-truiden/spielplan/verein/475/saison_id/2009
6,Zulte Waregem,28,10,11,7,39:32,7,41,https://www.transfermarkt.com.br/sv-zulte-waregem/spielplan/verein/3508/saison_id/2009
7,Standard de Liège,28,10,9,9,38:34,4,39,https://www.transfermarkt.com.br/standard-luttich/spielplan/verein/3057/saison_id/2009
8,KV Mechelen,28,12,3,13,36:46,-10,39,https://www.transfermarkt.com.br/kv-mechelen/spielplan/verein/354/saison_id/2009
9,Cercle Brügge,28,11,5,12,45:40,5,38,https://www.transfermarkt.com.br/cercle-brugge/spielplan/verein/520/saison_id/2009
10,Germinal Beerschot Antwerpen,28,9,8,11,30:43,-13,35,https://www.transfermarkt.com.br/beerschot-ac/spielplan/verein/566/saison_id/2009
11,KRC Genk,28,8,10,10,33:31,2,34,https://www.transfermarkt.com.br/krc-genk/spielplan/verein/1184/saison_id/2009
12,KVC Westerlo,28,8,8,12,28:34,-6,32,https://www.transfermarkt.com.br/kvc-westerlo/spielplan/verein/968/saison_id/2009
13,R Charleroi SC,28,5,8,15,28:45,-17,23,https://www.transfermarkt.com.br/rsc-charleroi/spielplan/verein/172/saison_id/2009
14,KSV Roeselare (-2020),28,4,6,18,29:58,-29,18,https://www.transfermarkt.com.br/ksv-roeselare/spielplan/verein/2977/saison_id/2009
15,KSC Lokeren (-2020),28,5,3,20,22:54,-32,18,https://www.transfermarkt.com.br/ksc-lokeren/spielplan/verein/498/saison_id/2009
16,Excelsior Mouscron (-2009),0,0,0,0,0:0,0,0,https://www.transfermarkt.com.br/excelsior-mouscron/spielplan/verein/1433/saison_id/2009
