position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FC Bayern Munique,34,20,11,3,68:34,34,71,https://www.transfermarkt.com.br/fc-bayern-munchen/spielplan/verein/27/saison_id/1996
2,Bayer 04 Leverkusen,34,21,6,7,69:41,28,69,https://www.transfermarkt.com.br/bayer-04-leverkusen/spielplan/verein/15/saison_id/1996
3,Borussia Dortmund,34,19,6,9,63:41,22,63,https://www.transfermarkt.com.br/borussia-dortmund/spielplan/verein/16/saison_id/1996
4,VfB Stuttgart,34,18,7,9,78:40,38,61,https://www.transfermarkt.com.br/vfb-stuttgart/spielplan/verein/79/saison_id/1996
5,VfL Bochum,34,14,11,9,54:51,3,53,https://www.transfermarkt.com.br/vfl-bochum/spielplan/verein/80/saison_id/1996
6,Karlsruher SC,34,13,10,11,55:44,11,49,https://www.transfermarkt.com.br/karlsruher-sc/spielplan/verein/48/saison_id/1996
7,TSV 1860 Munique,34,13,10,11,56:56,0,49,https://www.transfermarkt.com.br/tsv-1860-munchen/spielplan/verein/72/saison_id/1996
8,Werder Bremen,34,14,6,14,53:52,1,48,https://www.transfermarkt.com.br/sv-werder-bremen/spielplan/verein/86/saison_id/1996
9,MSV Duisburg,34,12,9,13,44:49,-5,45,https://www.transfermarkt.com.br/msv-duisburg/spielplan/verein/52/saison_id/1996
10,1.FC Colônia,34,13,5,16,62:62,0,44,https://www.transfermarkt.com.br/1-fc-koln/spielplan/verein/3/saison_id/1996
11,Borussia Mönchengladbach,34,12,7,15,46:48,-2,43,https://www.transfermarkt.com.br/borussia-monchengladbach/spielplan/verein/18/saison_id/1996
12,Schalke 04,34,11,10,13,35:40,-5,43,https://www.transfermarkt.com.br/fc-schalke-04/spielplan/verein/33/saison_id/1996
13,Hamburger SV,34,10,11,13,46:60,-14,41,https://www.transfermarkt.com.br/hamburger-sv/spielplan/verein/41/saison_id/1996
14,Arminia Bielefeld,34,11,7,16,46:54,-8,40,https://www.transfermarkt.com.br/arminia-bielefeld/spielplan/verein/10/saison_id/1996
15,FC Hansa Rostock,34,11,7,16,35:46,-11,40,https://www.transfermarkt.com.br/fc-hansa-rostock/spielplan/verein/30/saison_id/1996
16,Fortuna Düsseldorf 95,34,9,6,19,26:57,-31,33,https://www.transfermarkt.com.br/fortuna-dusseldorf/spielplan/verein/38/saison_id/1996
17,SC Freiburg,34,8,5,21,43:67,-24,29,https://www.transfermarkt.com.br/sc-freiburg/spielplan/verein/60/saison_id/1996
18,FC St. Pauli,34,7,6,21,32:69,-37,27,https://www.transfermarkt.com.br/fc-st-pauli/spielplan/verein/35/saison_id/1996
