position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Botafogo FR,38,20,10,8,56:31,25,70,https://www.transfermarkt.com.br/botafogo-rio-de-janeiro/spielplan/verein/537/saison_id/2020
2,Goiás EC,38,17,14,7,48:31,17,65,https://www.transfermarkt.com.br/goias-ec/spielplan/verein/3197/saison_id/2020
3,Coritiba FC,38,18,10,10,49:35,14,64,https://www.transfermarkt.com.br/coritiba-fc/spielplan/verein/776/saison_id/2020
4,Avaí FC,38,18,10,10,44:35,9,64,https://www.transfermarkt.com.br/avai-fc-sc-/spielplan/verein/2035/saison_id/2020
5,CSA,38,18,8,12,48:33,15,62,https://www.transfermarkt.com.br/centro-sportivo-alagoano-al-/spielplan/verein/18545/saison_id/2020
6,Guarani FC,38,16,12,10,54:41,13,60,https://www.transfermarkt.com.br/guarani-fc-sp-/spielplan/verein/1755/saison_id/2020
7,CRB,38,16,12,10,47:39,8,60,https://www.transfermarkt.com.br/clube-de-regatas-brasil-al-/spielplan/verein/11449/saison_id/2020
8,Náutico,38,14,11,13,50:50,0,53,https://www.transfermarkt.com.br/clube-nautico-capibaribe/spielplan/verein/2646/saison_id/2020
9,Vila Nova FC,38,12,15,11,35:36,-1,51,https://www.transfermarkt.com.br/vila-nova-futebol-clube-go-/spielplan/verein/5677/saison_id/2020
10,CR Vasco da Gama,38,13,10,15,43:52,-9,49,https://www.transfermarkt.com.br/vasco-da-gama-rio-de-janeiro/spielplan/verein/978/saison_id/2020
11,AA Ponte Preta,38,12,13,13,39:40,-1,49,https://www.transfermarkt.com.br/aa-ponte-preta/spielplan/verein/1134/saison_id/2020
12,Operário FEC,38,13,9,16,35:46,-11,48,https://www.transfermarkt.com.br/operario-ferroviario-ec-pr-/spielplan/verein/27214/saison_id/2020
13,Brusque FC,38,13,9,16,44:56,-12,48,https://www.transfermarkt.com.br/brusque-futebol-clube-sc-/spielplan/verein/14390/saison_id/2020
14,Cruzeiro EC,38,10,18,10,42:44,-2,48,https://www.transfermarkt.com.br/ec-cruzeiro-belo-horizonte/spielplan/verein/609/saison_id/2020
15,Sampaio Corrêa FC,38,12,11,15,41:42,-1,47,https://www.transfermarkt.com.br/sampaio-correa-fc-ma-/spielplan/verein/3319/saison_id/2020
16,Londrina EC,38,11,11,16,31:41,-10,44,https://www.transfermarkt.com.br/londrina-esporte-clube-pr-/spielplan/verein/1693/saison_id/2020
17,Clube do Remo,38,11,10,17,31:42,-11,43,https://www.transfermarkt.com.br/clube-do-remo-pa-/spielplan/verein/10997/saison_id/2020
18,EC Vitória,38,8,16,14,31:32,-1,40,https://www.transfermarkt.com.br/esporte-clube-vitoria/spielplan/verein/2125/saison_id/2020
19,AD Confiança,38,9,10,19,35:48,-13,37,https://www.transfermarkt.com.br/associacao-desportiva-confianca-se-/spielplan/verein/3280/saison_id/2020
20,GE Brasil,38,4,11,23,23:52,-29,23,https://www.transfermarkt.com.br/gremio-esportivo-brasil-rs-/spielplan/verein/10560/saison_id/2020
