position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Boavista FC,34,23,8,3,63:22,41,77,https://www.transfermarkt.com.br/boavista-porto-fc/spielplan/verein/2503/saison_id/2000
2,FC Porto,34,24,4,6,73:27,46,76,https://www.transfermarkt.com.br/fc-porto/spielplan/verein/720/saison_id/2000
3,Sporting CP,34,19,5,10,56:37,19,62,https://www.transfermarkt.com.br/sporting-lissabon/spielplan/verein/336/saison_id/2000
4,SC Braga,34,16,9,9,58:48,10,57,https://www.transfermarkt.com.br/sc-braga/spielplan/verein/1075/saison_id/2000
5,UD Leiria,34,15,11,8,46:41,5,56,https://www.transfermarkt.com.br/uniao-leiria/spielplan/verein/2639/saison_id/2000
6,SL Benfica,34,15,9,10,54:44,10,54,https://www.transfermarkt.com.br/benfica-lissabon/spielplan/verein/294/saison_id/2000
7,CF Os Belenenses,34,14,10,10,43:36,7,52,https://www.transfermarkt.com.br/cf-os-belenenses/spielplan/verein/68608/saison_id/2000
8,SC Beira-Mar,34,14,7,13,45:49,-4,49,https://www.transfermarkt.com.br/sc-beira-mar/spielplan/verein/1436/saison_id/2000
9,FC Paços de Ferreira,34,12,12,10,47:39,8,48,https://www.transfermarkt.com.br/fc-pacos-de-ferreira/spielplan/verein/2995/saison_id/2000
10,Club Sport Marítimo,34,12,7,15,34:37,-3,43,https://www.transfermarkt.com.br/cs-maritimo/spielplan/verein/1301/saison_id/2000
11,FC Alverca,34,12,7,15,45:52,-7,43,https://www.transfermarkt.com.br/fc-alverca/spielplan/verein/2521/saison_id/2000
12,SC Salgueiros,34,13,4,17,41:55,-14,43,https://www.transfermarkt.com.br/sc-salgueiros/spielplan/verein/2434/saison_id/2000
13,SC Farense,34,10,9,15,37:47,-10,39,https://www.transfermarkt.com.br/sc-farense/spielplan/verein/4294/saison_id/2000
14,Gil Vicente Futebol Clube,34,10,7,17,34:41,-7,37,https://www.transfermarkt.com.br/gil-vicente-fc/spielplan/verein/2424/saison_id/2000
15,Vitória Sport Clube,34,9,9,16,41:49,-8,36,https://www.transfermarkt.com.br/vitoria-guimaraes-sc/spielplan/verein/2420/saison_id/2000
16,SC Campomaiorense (-2013),34,7,11,16,29:58,-29,32,https://www.transfermarkt.com.br/sc-campomaiorense/spielplan/verein/59/saison_id/2000
17,Clube Desportivo das Aves (- 2020),34,4,10,20,31:68,-37,22,https://www.transfermarkt.com.br/desportivo-aves/spielplan/verein/3336/saison_id/2000
18,Clube Futebol Estrela da Amadora,34,4,7,23,30:57,-27,19,https://www.transfermarkt.com.br/cf-estrela-amadora-sad/spielplan/verein/2431/saison_id/2000
