position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,CA Osasuna,42,26,9,7,59:35,24,87,https://www.transfermarkt.com.br/ca-osasuna/spielplan/verein/331/saison_id/2018
2,Granada CF,42,22,13,7,52:28,24,79,https://www.transfermarkt.com.br/fc-granada/spielplan/verein/16795/saison_id/2018
3,Málaga CF,42,21,11,10,51:31,20,74,https://www.transfermarkt.com.br/fc-malaga/spielplan/verein/1084/saison_id/2018
4,Albacete Balompié,42,19,14,9,54:38,16,71,https://www.transfermarkt.com.br/albacete-balompie/spielplan/verein/1532/saison_id/2018
5,RCD Mallorca,42,19,12,11,53:37,16,69,https://www.transfermarkt.com.br/rcd-mallorca/spielplan/verein/237/saison_id/2018
6,RC Deportivo de Corunha,42,17,17,8,50:32,18,68,https://www.transfermarkt.com.br/deportivo-la-coruna/spielplan/verein/897/saison_id/2018
7,Cádiz CF,42,16,16,10,53:36,17,64,https://www.transfermarkt.com.br/fc-cadiz/spielplan/verein/2687/saison_id/2018
8,Real Oviedo,42,17,12,13,48:48,0,63,https://www.transfermarkt.com.br/real-oviedo/spielplan/verein/2497/saison_id/2018
9,Real Sporting de Gijón,42,16,13,13,43:38,5,61,https://www.transfermarkt.com.br/sporting-gijon/spielplan/verein/2448/saison_id/2018
10,UD Almería,42,15,15,12,51:39,12,60,https://www.transfermarkt.com.br/ud-almeria/spielplan/verein/3302/saison_id/2018
11,Elche CF,42,13,16,13,49:52,-3,55,https://www.transfermarkt.com.br/fc-elche/spielplan/verein/1531/saison_id/2018
12,UD Las Palmas,42,12,18,12,48:50,-2,54,https://www.transfermarkt.com.br/ud-las-palmas/spielplan/verein/472/saison_id/2018
13,Extremadura UD,42,14,11,17,43:47,-4,53,https://www.transfermarkt.com.br/extremadura-ud/spielplan/verein/29095/saison_id/2018
14,AD Alcorcón,42,14,10,18,36:42,-6,52,https://www.transfermarkt.com.br/ad-alcorcon/spielplan/verein/11596/saison_id/2018
15,Real Zaragoza,42,13,12,17,49:51,-2,51,https://www.transfermarkt.com.br/real-saragossa/spielplan/verein/142/saison_id/2018
16,CD Tenerife,42,11,17,14,40:50,-10,50,https://www.transfermarkt.com.br/cd-teneriffa/spielplan/verein/648/saison_id/2018
17,CD Numância,42,11,16,15,44:50,-6,49,https://www.transfermarkt.com.br/cd-numancia/spielplan/verein/2296/saison_id/2018
18,CD Lugo,42,10,17,15,43:51,-8,47,https://www.transfermarkt.com.br/cd-lugo/spielplan/verein/11000/saison_id/2018
19,CF Rayo Majadahonda,42,12,9,21,46:61,-15,45,https://www.transfermarkt.com.br/cf-rayo-majadahonda/spielplan/verein/13702/saison_id/2018
20,Gimnàstic de Tarragona,42,9,9,24,30:63,-33,36,https://www.transfermarkt.com.br/gimnastic-de-tarragona/spielplan/verein/5648/saison_id/2018
21,Córdoba CF,42,7,13,22,48:79,-31,34,https://www.transfermarkt.com.br/fc-cordoba/spielplan/verein/993/saison_id/2018
22,CF Reus Deportiu,42,5,6,31,16:48,-32,21,https://www.transfermarkt.com.br/fc-reus-deportiu-aufgel-/spielplan/verein/13225/saison_id/2018
