position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Olympique Lyon,34,20,6,8,62:32,30,66,https://www.transfermarkt.com.br/olympique-lyon/spielplan/verein/1041/saison_id/2001
2,RC Lens,34,18,10,6,55:30,25,64,https://www.transfermarkt.com.br/rc-lens/spielplan/verein/826/saison_id/2001
3,AJ Auxerre,34,16,11,7,48:38,10,59,https://www.transfermarkt.com.br/aj-auxerre/spielplan/verein/290/saison_id/2001
4,FC Paris Saint-Germain,34,15,13,6,43:24,19,58,https://www.transfermarkt.com.br/fc-paris-saint-germain/spielplan/verein/583/saison_id/2001
5,LOSC Lille,34,15,11,8,39:32,7,56,https://www.transfermarkt.com.br/losc-lille/spielplan/verein/1082/saison_id/2001
6,FCG Bordeaux,34,14,8,12,34:31,3,50,https://www.transfermarkt.com.br/fc-girondins-bordeaux/spielplan/verein/40/saison_id/2001
7,ESTAC Troyes,34,13,8,13,40:35,5,47,https://www.transfermarkt.com.br/es-troyes-ac/spielplan/verein/1095/saison_id/2001
8,FC Sochaux-Montbéliard,34,12,10,12,41:40,1,46,https://www.transfermarkt.com.br/fc-sochaux-montbeliard/spielplan/verein/750/saison_id/2001
9,Olympique Marselha,34,11,11,12,34:39,-5,44,https://www.transfermarkt.com.br/olympique-marseille/spielplan/verein/244/saison_id/2001
10,FC Nantes,34,12,7,15,35:41,-6,43,https://www.transfermarkt.com.br/fc-nantes/spielplan/verein/995/saison_id/2001
11,SC Bastia,34,12,5,17,38:44,-6,41,https://www.transfermarkt.com.br/sc-bastia/spielplan/verein/595/saison_id/2001
12,Stade Rennais FC,34,11,8,15,40:51,-11,41,https://www.transfermarkt.com.br/fc-stade-rennes/spielplan/verein/273/saison_id/2001
13,Montpellier HSC,34,9,13,12,28:31,-3,40,https://www.transfermarkt.com.br/montpellier-hsc/spielplan/verein/969/saison_id/2001
14,CS Sedan-Ardennes,34,8,15,11,35:39,-4,39,https://www.transfermarkt.com.br/cs-sedan-ardennes/spielplan/verein/1081/saison_id/2001
15,AS Monaco,34,9,12,13,36:41,-5,39,https://www.transfermarkt.com.br/as-monaco/spielplan/verein/162/saison_id/2001
16,EA Guingamp,34,9,8,17,34:57,-23,35,https://www.transfermarkt.com.br/ea-guingamp/spielplan/verein/855/saison_id/2001
17,FC Metz,34,9,6,19,31:47,-16,33,https://www.transfermarkt.com.br/fc-metz/spielplan/verein/347/saison_id/2001
18,FC Lorient,34,7,10,17,43:64,-21,31,https://www.transfermarkt.com.br/fc-lorient/spielplan/verein/1158/saison_id/2001
