position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,VfL Wolfsburg,34,21,6,7,80:41,39,69,https://www.transfermarkt.com.br/vfl-wolfsburg/spielplan/verein/82/saison_id/2008
2,FC Bayern Munique,34,20,7,7,71:42,29,67,https://www.transfermarkt.com.br/fc-bayern-munchen/spielplan/verein/27/saison_id/2008
3,VfB Stuttgart,34,19,7,8,63:43,20,64,https://www.transfermarkt.com.br/vfb-stuttgart/spielplan/verein/79/saison_id/2008
4,Hertha Berlim,34,19,6,9,48:41,7,63,https://www.transfermarkt.com.br/hertha-bsc/spielplan/verein/44/saison_id/2008
5,Hamburger SV,34,19,4,11,49:47,2,61,https://www.transfermarkt.com.br/hamburger-sv/spielplan/verein/41/saison_id/2008
6,Borussia Dortmund,34,15,14,5,60:37,23,59,https://www.transfermarkt.com.br/borussia-dortmund/spielplan/verein/16/saison_id/2008
7,TSG 1899 Hoffenheim,34,15,10,9,63:49,14,55,https://www.transfermarkt.com.br/tsg-1899-hoffenheim/spielplan/verein/533/saison_id/2008
8,Schalke 04,34,14,8,12,47:35,12,50,https://www.transfermarkt.com.br/fc-schalke-04/spielplan/verein/33/saison_id/2008
9,Bayer 04 Leverkusen,34,14,7,13,59:46,13,49,https://www.transfermarkt.com.br/bayer-04-leverkusen/spielplan/verein/15/saison_id/2008
10,Werder Bremen,34,12,9,13,64:50,14,45,https://www.transfermarkt.com.br/sv-werder-bremen/spielplan/verein/86/saison_id/2008
11,Hannover 96,34,10,10,14,49:69,-20,40,https://www.transfermarkt.com.br/hannover-96/spielplan/verein/42/saison_id/2008
12,1.FC Colônia,34,11,6,17,35:50,-15,39,https://www.transfermarkt.com.br/1-fc-koln/spielplan/verein/3/saison_id/2008
13,SG Eintracht Frankfurt,34,8,9,17,39:60,-21,33,https://www.transfermarkt.com.br/eintracht-frankfurt/spielplan/verein/24/saison_id/2008
14,VfL Bochum,34,7,11,16,39:55,-16,32,https://www.transfermarkt.com.br/vfl-bochum/spielplan/verein/80/saison_id/2008
15,Borussia Mönchengladbach,34,8,7,19,39:62,-23,31,https://www.transfermarkt.com.br/borussia-monchengladbach/spielplan/verein/18/saison_id/2008
16,FC Energie Cottbus,34,8,6,20,30:57,-27,30,https://www.transfermarkt.com.br/fc-energie-cottbus/spielplan/verein/25/saison_id/2008
17,Karlsruher SC,34,8,5,21,30:54,-24,29,https://www.transfermarkt.com.br/karlsruher-sc/spielplan/verein/48/saison_id/2008
18,Arminia Bielefeld,34,4,16,14,29:56,-27,28,https://www.transfermarkt.com.br/arminia-bielefeld/spielplan/verein/10/saison_id/2008
