g_type,g_type_display,threshold_label,n_teams,mean_normalized_rank,median_normalized_rank,std_normalized_rank,min_normalized_rank,max_normalized_rank,n_top_half,pct_top_half,n_bottom_half,pct_bottom_half
balanced,G0 (Balanced),p<0.1,6901,0.5010743821450968,0.5217391304347826,0.30412366197359,0.0,1.0,3434,49.760904216780176,3467,50.239095783219824
unbalanced_weak,G- (Unbalanced Weak),p<0.1,332,0.47204649182440545,0.47058823529411764,0.30041855906598863,0.0,1.0,183,55.12048192771084,149,44.87951807228916
unbalanced_strong,G+ (Unbalanced Strong),p<0.1,332,0.5047726499543814,0.5263157894736842,0.3026233004649137,0.0,1.0,162,48.795180722891565,170,51.204819277108435
