position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Al-Nassr FC,26,20,4,2,62:20,42,64,https://www.transfermarkt.com.br/al-nasr-riad/spielplan/verein/18544/saison_id/2014
2,Al-Ahli SFC,26,17,9,0,59:22,37,60,https://www.transfermarkt.com.br/al-ahli-dschidda/spielplan/verein/18487/saison_id/2014
3,Al-Hilal SFC,26,16,6,4,46:17,29,54,https://www.transfermarkt.com.br/al-hilal-riad/spielplan/verein/1114/saison_id/2014
4,Al-Ittihad Club,26,16,4,6,44:33,11,52,https://www.transfermarkt.com.br/al-ittihad-dschidda/spielplan/verein/8023/saison_id/2014
5,Al-Shabab FC,26,11,7,8,37:31,6,40,https://www.transfermarkt.com.br/al-shabab-riad/spielplan/verein/9840/saison_id/2014
6,Al-Fateh SC,26,9,6,11,35:43,-8,33,https://www.transfermarkt.com.br/al-fateh/spielplan/verein/27221/saison_id/2014
7,Al-Faisaly FC,26,8,6,12,31:42,-11,30,https://www.transfermarkt.com.br/al-faisaly-harmah/spielplan/verein/28848/saison_id/2014
8,Al-Khaleej FC,26,7,8,11,35:41,-6,29,https://www.transfermarkt.com.br/al-khaleej/spielplan/verein/6070/saison_id/2014
9,Al-Taawoun FC,26,7,7,12,42:46,-4,28,https://www.transfermarkt.com.br/al-taawoun-fc/spielplan/verein/28844/saison_id/2014
10,Hajer Club,26,8,4,14,29:56,-27,28,https://www.transfermarkt.com.br/hajer-club/spielplan/verein/32343/saison_id/2014
11,Al-Raed SFC,26,7,5,14,33:45,-12,26,https://www.transfermarkt.com.br/al-raed/spielplan/verein/22381/saison_id/2014
12,Najran SC,26,7,3,16,28:41,-13,24,https://www.transfermarkt.com.br/najran-sc/spielplan/verein/26586/saison_id/2014
13,Al-Shoulla FC,26,5,6,15,26:48,-22,21,https://www.transfermarkt.com.br/al-shoalah-fc/spielplan/verein/37372/saison_id/2014
14,Al-Orobah FC,26,4,5,17,21:43,-22,17,https://www.transfermarkt.com.br/al-orubah/spielplan/verein/39536/saison_id/2014
