position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Besiktas JK,34,23,8,3,73:30,43,77,https://www.transfermarkt.com.br/besiktas-istanbul/spielplan/verein/114/saison_id/2016
2,Basaksehir FK,34,21,10,3,63:28,35,73,https://www.transfermarkt.com.br/istanbul-basaksehir-fk/spielplan/verein/6890/saison_id/2016
3,Fenerbahce,34,18,10,6,60:32,28,64,https://www.transfermarkt.com.br/fenerbahce-istanbul/spielplan/verein/36/saison_id/2016
4,Galatasaray,34,20,4,10,65:40,25,64,https://www.transfermarkt.com.br/galatasaray-istanbul/spielplan/verein/141/saison_id/2016
5,Antalyaspor,34,17,7,10,47:40,7,58,https://www.transfermarkt.com.br/antalyaspor/spielplan/verein/589/saison_id/2016
6,Trabzonspor,34,14,9,11,39:34,5,51,https://www.transfermarkt.com.br/trabzonspor/spielplan/verein/449/saison_id/2016
7,Akhisar Belediyespor,34,14,6,14,46:42,4,48,https://www.transfermarkt.com.br/akhisarspor/spielplan/verein/19771/saison_id/2016
8,Genclerbirligi Ankara,34,12,10,12,33:34,-1,46,https://www.transfermarkt.com.br/genclerbirligi-ankara/spielplan/verein/820/saison_id/2016
9,Konyaspor,34,11,10,13,40:45,-5,43,https://www.transfermarkt.com.br/konyaspor/spielplan/verein/2293/saison_id/2016
10,Kasimpasa,34,12,7,15,46:50,-4,43,https://www.transfermarkt.com.br/kasimpasa/spielplan/verein/10484/saison_id/2016
11,Kardemir Karabükspor,34,12,7,15,38:48,-10,43,https://www.transfermarkt.com.br/kardemir-karabukspor/spielplan/verein/1506/saison_id/2016
12,Alanyaspor,34,12,4,18,54:65,-11,40,https://www.transfermarkt.com.br/alanyaspor/spielplan/verein/11282/saison_id/2016
13,Osmanlispor FK,34,9,11,14,37:45,-8,38,https://www.transfermarkt.com.br/ankaraspor/spielplan/verein/2944/saison_id/2016
14,Bursaspor,34,11,5,18,34:58,-24,38,https://www.transfermarkt.com.br/bursaspor/spielplan/verein/20/saison_id/2016
15,Kayserispor,34,10,8,16,47:58,-11,38,https://www.transfermarkt.com.br/kayserispor/spielplan/verein/3205/saison_id/2016
16,Caykur Rizespor,34,10,6,18,44:53,-9,36,https://www.transfermarkt.com.br/caykur-rizespor/spielplan/verein/126/saison_id/2016
17,Gaziantepspor,34,7,5,22,30:65,-35,26,https://www.transfermarkt.com.br/gaziantepspor/spielplan/verein/524/saison_id/2016
18,Adanaspor,34,6,7,21,33:62,-29,25,https://www.transfermarkt.com.br/adanaspor/spielplan/verein/6/saison_id/2016
