position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,FC Bayern Munique,34,24,6,4,99:44,55,78,https://www.transfermarkt.com.br/fc-bayern-munchen/spielplan/verein/27/saison_id/2020
2,RB Leipzig,34,19,8,7,60:32,28,65,https://www.transfermarkt.com.br/rasenballsport-leipzig/spielplan/verein/23826/saison_id/2020
3,Borussia Dortmund,34,20,4,10,75:46,29,64,https://www.transfermarkt.com.br/borussia-dortmund/spielplan/verein/16/saison_id/2020
4,VfL Wolfsburg,34,17,10,7,61:37,24,61,https://www.transfermarkt.com.br/vfl-wolfsburg/spielplan/verein/82/saison_id/2020
5,SG Eintracht Frankfurt,34,16,12,6,69:53,16,60,https://www.transfermarkt.com.br/eintracht-frankfurt/spielplan/verein/24/saison_id/2020
6,Bayer 04 Leverkusen,34,14,10,10,53:39,14,52,https://www.transfermarkt.com.br/bayer-04-leverkusen/spielplan/verein/15/saison_id/2020
7,1.FC Union Berlim,34,12,14,8,50:43,7,50,https://www.transfermarkt.com.br/1-fc-union-berlin/spielplan/verein/89/saison_id/2020
8,Borussia Mönchengladbach,34,13,10,11,64:56,8,49,https://www.transfermarkt.com.br/borussia-monchengladbach/spielplan/verein/18/saison_id/2020
9,VfB Stuttgart,34,12,9,13,56:55,1,45,https://www.transfermarkt.com.br/vfb-stuttgart/spielplan/verein/79/saison_id/2020
10,SC Freiburg,34,12,9,13,52:52,0,45,https://www.transfermarkt.com.br/sc-freiburg/spielplan/verein/60/saison_id/2020
11,TSG 1899 Hoffenheim,34,11,10,13,52:54,-2,43,https://www.transfermarkt.com.br/tsg-1899-hoffenheim/spielplan/verein/533/saison_id/2020
12,1.FSV Mainz 05,34,10,9,15,39:56,-17,39,https://www.transfermarkt.com.br/1-fsv-mainz-05/spielplan/verein/39/saison_id/2020
13,FC Augsburg,34,10,6,18,36:54,-18,36,https://www.transfermarkt.com.br/fc-augsburg/spielplan/verein/167/saison_id/2020
14,Hertha Berlim,34,8,11,15,41:52,-11,35,https://www.transfermarkt.com.br/hertha-bsc/spielplan/verein/44/saison_id/2020
15,Arminia Bielefeld,34,9,8,17,26:52,-26,35,https://www.transfermarkt.com.br/arminia-bielefeld/spielplan/verein/10/saison_id/2020
16,1.FC Colônia,34,8,9,17,34:60,-26,33,https://www.transfermarkt.com.br/1-fc-koln/spielplan/verein/3/saison_id/2020
17,Werder Bremen,34,7,10,17,36:57,-21,31,https://www.transfermarkt.com.br/sv-werder-bremen/spielplan/verein/86/saison_id/2020
18,Schalke 04,34,3,7,24,25:86,-61,16,https://www.transfermarkt.com.br/fc-schalke-04/spielplan/verein/33/saison_id/2020
