position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,KV Kortrijk,36,23,7,6,73:35,38,76,https://www.transfermarkt.com.br/kv-kortrijk/spielplan/verein/601/saison_id/2007
2,AFC Tubize,36,19,9,8,49:29,20,66,https://www.transfermarkt.com.br/afc-tubize/spielplan/verein/3772/saison_id/2007
3,Oud-Heverlee Leuven,36,18,7,11,61:42,19,61,https://www.transfermarkt.com.br/oud-heverlee-leuven/spielplan/verein/2727/saison_id/2007
4,K. Overpelt-Lommel United,36,16,12,8,51:36,15,60,https://www.transfermarkt.com.br/lommel-sk/spielplan/verein/5026/saison_id/2007
5,Royal Antuérpia FC,36,16,11,9,64:38,26,59,https://www.transfermarkt.com.br/royal-antwerpen-fc/spielplan/verein/1096/saison_id/2007
6,Royal Excelsior Virton,36,15,11,10,56:44,12,56,https://www.transfermarkt.com.br/royal-excelsior-virton/spielplan/verein/1199/saison_id/2007
7,Lierse SK (-2018),36,15,8,13,47:36,11,53,https://www.transfermarkt.com.br/lierse-sk/spielplan/verein/204/saison_id/2007
8,KFC VW Hamme,36,14,7,15,54:45,9,49,https://www.transfermarkt.com.br/kfc-vw-hamme/spielplan/verein/3134/saison_id/2007
9,KVK Tienen,36,13,9,14,49:51,-2,48,https://www.transfermarkt.com.br/kvk-tienen/spielplan/verein/3315/saison_id/2007
10,KSK Beveren (-2010),36,14,6,16,48:56,-8,48,https://www.transfermarkt.com.br/ksk-beveren/spielplan/verein/1073/saison_id/2007
11,RFC Tournai,36,12,10,14,34:37,-3,46,https://www.transfermarkt.com.br/rfc-tournai/spielplan/verein/3751/saison_id/2007
12,ROC Charleroi-Marchienne,36,13,7,16,40:53,-13,46,https://www.transfermarkt.com.br/olympic-club-charleroi-farciennes/spielplan/verein/3146/saison_id/2007
13,KAS Eupen,36,11,12,13,45:49,-4,45,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2007
14,KV Red Star Waasland,36,10,13,13,46:47,-1,43,https://www.transfermarkt.com.br/waasland-beveren/spielplan/verein/28643/saison_id/2007
15,KMSK Deinze (-2024),36,10,13,13,44:58,-14,43,https://www.transfermarkt.com.br/kmsk-deinze/spielplan/verein/2321/saison_id/2007
16,UR Namur,36,10,12,14,51:63,-12,42,https://www.transfermarkt.com.br/union-namur-fosses-la-ville/spielplan/verein/3728/saison_id/2007
17,KV Oostende (-2024),36,11,9,16,44:59,-15,42,https://www.transfermarkt.com.br/kv-oostende/spielplan/verein/2861/saison_id/2007
18,Union Saint-Gilloise,36,11,7,18,48:61,-13,40,https://www.transfermarkt.com.br/royale-union-saint-gilloise/spielplan/verein/3948/saison_id/2007
19,KFC Verbroedering Geel (-2008),36,4,4,28,33:98,-65,16,https://www.transfermarkt.com.br/kfc-verbroedering-geel/spielplan/verein/1749/saison_id/2007
