position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,SE Palmeiras,38,23,11,4,64:26,38,80,https://www.transfermarkt.com.br/se-palmeiras-sao-paulo/spielplan/verein/1023/saison_id/2017
2,CR Flamengo,38,21,9,8,59:29,30,72,https://www.transfermarkt.com.br/flamengo-rio-de-janeiro/spielplan/verein/614/saison_id/2017
3,SC Internacional,38,19,12,7,51:29,22,69,https://www.transfermarkt.com.br/sc-internacional-porto-alegre/spielplan/verein/6600/saison_id/2017
4,Grêmio FBPA,38,18,12,8,48:27,21,66,https://www.transfermarkt.com.br/gremio-porto-alegre/spielplan/verein/210/saison_id/2017
5,São Paulo FC,38,16,15,7,46:34,12,63,https://www.transfermarkt.com.br/fc-sao-paulo/spielplan/verein/585/saison_id/2017
6,Atlético Mineiro,38,17,8,13,56:43,13,59,https://www.transfermarkt.com.br/clube-atletico-mineiro/spielplan/verein/330/saison_id/2017
7,Clube Atlético Paranaense,38,16,9,13,54:37,17,57,https://www.transfermarkt.com.br/club-athletico-paranaense/spielplan/verein/679/saison_id/2017
8,Cruzeiro EC,38,14,11,13,34:34,0,53,https://www.transfermarkt.com.br/ec-cruzeiro-belo-horizonte/spielplan/verein/609/saison_id/2017
9,Botafogo FR,38,13,12,13,38:46,-8,51,https://www.transfermarkt.com.br/botafogo-rio-de-janeiro/spielplan/verein/537/saison_id/2017
10,Santos FC,38,13,11,14,46:40,6,50,https://www.transfermarkt.com.br/fc-santos/spielplan/verein/221/saison_id/2017
11,EC Bahia,38,12,12,14,39:41,-2,48,https://www.transfermarkt.com.br/esporte-clube-bahia/spielplan/verein/10010/saison_id/2017
12,Fluminense FC,38,12,9,17,32:46,-14,45,https://www.transfermarkt.com.br/fluminense-rio-de-janeiro/spielplan/verein/2462/saison_id/2017
13,SC Corinthians,38,11,11,16,34:35,-1,44,https://www.transfermarkt.com.br/corinthians-sao-paulo/spielplan/verein/199/saison_id/2017
14,Chapecoense,38,11,11,16,34:50,-16,44,https://www.transfermarkt.com.br/chapecoense/spielplan/verein/17776/saison_id/2017
15,Ceará SC,38,10,14,14,32:38,-6,44,https://www.transfermarkt.com.br/ceara-sporting-club/spielplan/verein/2029/saison_id/2017
16,CR Vasco da Gama,38,10,13,15,41:48,-7,43,https://www.transfermarkt.com.br/vasco-da-gama-rio-de-janeiro/spielplan/verein/978/saison_id/2017
17,Sport Recife,38,11,9,18,35:57,-22,42,https://www.transfermarkt.com.br/sport-club-do-recife/spielplan/verein/8718/saison_id/2017
18,América Mineiro,38,10,10,18,30:47,-17,40,https://www.transfermarkt.com.br/america-futebol-clube-mg-/spielplan/verein/2863/saison_id/2017
19,EC Vitória,38,9,10,19,36:63,-27,37,https://www.transfermarkt.com.br/esporte-clube-vitoria/spielplan/verein/2125/saison_id/2017
20,Paraná Clube,38,4,11,23,18:57,-39,23,https://www.transfermarkt.com.br/parana-clube/spielplan/verein/309/saison_id/2017
