position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Rayo Vallecano,42,21,13,8,67:48,19,76,https://www.transfermarkt.com.br/rayo-vallecano/spielplan/verein/367/saison_id/2017
2,SD Huesca,42,21,12,9,61:40,21,75,https://www.transfermarkt.com.br/sd-huesca/spielplan/verein/5358/saison_id/2017
3,Real Zaragoza,42,20,11,11,57:44,13,71,https://www.transfermarkt.com.br/real-saragossa/spielplan/verein/142/saison_id/2017
4,Real Sporting de Gijón,42,21,8,13,60:40,20,71,https://www.transfermarkt.com.br/sporting-gijon/spielplan/verein/2448/saison_id/2017
5,Real Valladolid CF,42,19,10,13,69:55,14,67,https://www.transfermarkt.com.br/real-valladolid/spielplan/verein/366/saison_id/2017
6,CD Numância,42,18,11,13,52:41,11,65,https://www.transfermarkt.com.br/cd-numancia/spielplan/verein/2296/saison_id/2017
7,Real Oviedo,42,18,11,13,54:48,6,65,https://www.transfermarkt.com.br/real-oviedo/spielplan/verein/2497/saison_id/2017
8,CA Osasuna,42,16,16,10,44:34,10,64,https://www.transfermarkt.com.br/ca-osasuna/spielplan/verein/331/saison_id/2017
9,Cádiz CF,42,16,16,10,42:29,13,64,https://www.transfermarkt.com.br/fc-cadiz/spielplan/verein/2687/saison_id/2017
10,Granada CF,42,17,10,15,55:50,5,61,https://www.transfermarkt.com.br/fc-granada/spielplan/verein/16795/saison_id/2017
11,CD Tenerife,42,15,14,13,58:50,8,59,https://www.transfermarkt.com.br/cd-teneriffa/spielplan/verein/648/saison_id/2017
12,CD Lugo,42,15,10,17,39:48,-9,55,https://www.transfermarkt.com.br/cd-lugo/spielplan/verein/11000/saison_id/2017
13,AD Alcorcón,42,12,16,14,37:42,-5,52,https://www.transfermarkt.com.br/ad-alcorcon/spielplan/verein/11596/saison_id/2017
14,CF Reus Deportiu,42,12,16,14,31:42,-11,52,https://www.transfermarkt.com.br/fc-reus-deportiu-aufgel-/spielplan/verein/13225/saison_id/2017
15,Gimnàstic de Tarragona,42,15,7,20,44:50,-6,52,https://www.transfermarkt.com.br/gimnastic-de-tarragona/spielplan/verein/5648/saison_id/2017
16,Córdoba CF,42,15,6,21,57:65,-8,51,https://www.transfermarkt.com.br/fc-cordoba/spielplan/verein/993/saison_id/2017
17,Albacete Balompié,42,11,16,15,35:46,-11,49,https://www.transfermarkt.com.br/albacete-balompie/spielplan/verein/1532/saison_id/2017
18,UD Almería,42,12,12,18,38:45,-7,48,https://www.transfermarkt.com.br/ud-almeria/spielplan/verein/3302/saison_id/2017
19,CD Leonesa,42,11,15,16,54:67,-13,48,https://www.transfermarkt.com.br/cultural-leonesa/spielplan/verein/4542/saison_id/2017
20,FC Barcelona B,42,10,14,18,46:54,-8,44,https://www.transfermarkt.com.br/fc-barcelona-b/spielplan/verein/2464/saison_id/2017
21,Lorca FC,42,8,9,25,37:68,-31,33,https://www.transfermarkt.com.br/lorca-fc/spielplan/verein/34559/saison_id/2017
22,Sevilha Atlético,42,7,11,24,29:60,-31,32,https://www.transfermarkt.com.br/fc-sevilla-b-atletico-/spielplan/verein/8519/saison_id/2017
