position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Al-Hilal SFC,30,20,7,3,63:28,35,67,https://www.transfermarkt.com.br/al-hilal-riad/spielplan/verein/1114/saison_id/2021
2,Al-Ittihad Club,30,20,5,5,62:29,33,65,https://www.transfermarkt.com.br/al-ittihad-dschidda/spielplan/verein/8023/saison_id/2021
3,Al-Nassr FC,30,19,4,7,58:36,22,61,https://www.transfermarkt.com.br/al-nasr-riad/spielplan/verein/18544/saison_id/2021
4,Al-Shabab FC,30,15,10,5,52:36,16,55,https://www.transfermarkt.com.br/al-shabab-riad/spielplan/verein/9840/saison_id/2021
5,Damac FC,30,12,8,10,38:44,-6,44,https://www.transfermarkt.com.br/damac-fc/spielplan/verein/50532/saison_id/2021
6,Al-Tai FC,30,11,4,15,33:45,-12,37,https://www.transfermarkt.com.br/al-taee/spielplan/verein/40079/saison_id/2021
7,Al-Raed SFC,30,10,6,14,35:45,-10,36,https://www.transfermarkt.com.br/al-raed/spielplan/verein/22381/saison_id/2021
8,Al-Fateh SC,30,9,8,13,45:41,4,35,https://www.transfermarkt.com.br/al-fateh/spielplan/verein/27221/saison_id/2021
9,Abha Club,30,9,8,13,27:43,-16,35,https://www.transfermarkt.com.br/abha-club/spielplan/verein/40039/saison_id/2021
10,Al-Fayha FC,30,8,11,11,21:24,-3,35,https://www.transfermarkt.com.br/al-fayha-fc/spielplan/verein/50531/saison_id/2021
11,Al-Ettifaq FC,30,8,10,12,40:47,-7,34,https://www.transfermarkt.com.br/al-ettifaq/spielplan/verein/7732/saison_id/2021
12,Al-Taawoun FC,30,7,13,10,43:48,-5,34,https://www.transfermarkt.com.br/al-taawoun-fc/spielplan/verein/28844/saison_id/2021
13,Al-Batin FC,30,8,9,13,31:41,-10,33,https://www.transfermarkt.com.br/al-batin/spielplan/verein/28597/saison_id/2021
14,Al-Faisaly FC,30,7,12,11,28:37,-9,33,https://www.transfermarkt.com.br/al-faisaly-harmah/spielplan/verein/28848/saison_id/2021
15,Al-Ahli SFC,30,6,14,10,38:43,-5,32,https://www.transfermarkt.com.br/al-ahli-dschidda/spielplan/verein/18487/saison_id/2021
16,Al-Hazem SC,30,4,5,21,23:50,-27,17,https://www.transfermarkt.com.br/al-hazm/spielplan/verein/9131/saison_id/2021
