position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,CD Leganés,42,20,14,8,56:27,29,74,https://www.transfermarkt.com.br/cd-leganes/spielplan/verein/1244/saison_id/2023
2,Real Valladolid CF,42,21,9,12,51:36,15,72,https://www.transfermarkt.com.br/real-valladolid/spielplan/verein/366/saison_id/2023
3,SD Eibar,42,21,8,13,72:48,24,71,https://www.transfermarkt.com.br/sd-eibar/spielplan/verein/1533/saison_id/2023
4,RCD Espanyol,42,17,18,7,59:40,19,69,https://www.transfermarkt.com.br/espanyol-barcelona/spielplan/verein/714/saison_id/2023
5,Real Sporting de Gijón,42,18,11,13,51:42,9,65,https://www.transfermarkt.com.br/sporting-gijon/spielplan/verein/2448/saison_id/2023
6,Real Oviedo,42,17,13,12,55:39,16,64,https://www.transfermarkt.com.br/real-oviedo/spielplan/verein/2497/saison_id/2023
7,Racing Santander,42,18,10,14,63:55,8,64,https://www.transfermarkt.com.br/racing-santander/spielplan/verein/630/saison_id/2023
8,Levante UD,42,13,20,9,49:45,4,59,https://www.transfermarkt.com.br/ud-levante/spielplan/verein/3368/saison_id/2023
9,Burgos CF,42,16,11,15,52:54,-2,59,https://www.transfermarkt.com.br/burgos-cf/spielplan/verein/1536/saison_id/2023
10,Racing Ferrol,42,15,14,13,49:52,-3,59,https://www.transfermarkt.com.br/racing-ferrol/spielplan/verein/1176/saison_id/2023
11,Elche CF,42,16,11,15,43:46,-3,59,https://www.transfermarkt.com.br/fc-elche/spielplan/verein/1531/saison_id/2023
12,CD Tenerife,42,15,11,16,38:41,-3,56,https://www.transfermarkt.com.br/cd-teneriffa/spielplan/verein/648/saison_id/2023
13,Albacete Balompié,42,12,15,15,50:56,-6,51,https://www.transfermarkt.com.br/albacete-balompie/spielplan/verein/1532/saison_id/2023
14,FC Cartagena,42,14,9,19,37:51,-14,51,https://www.transfermarkt.com.br/fc-cartagena/spielplan/verein/7077/saison_id/2023
15,Real Zaragoza,42,12,15,15,42:42,0,51,https://www.transfermarkt.com.br/real-saragossa/spielplan/verein/142/saison_id/2023
16,CD Eldense,42,12,14,16,46:56,-10,50,https://www.transfermarkt.com.br/cd-eldense/spielplan/verein/12567/saison_id/2023
17,SD Huesca,42,11,16,15,36:33,3,49,https://www.transfermarkt.com.br/sd-huesca/spielplan/verein/5358/saison_id/2023
18,CD Mirandés,42,12,13,17,47:55,-8,49,https://www.transfermarkt.com.br/cd-mirandes/spielplan/verein/13222/saison_id/2023
19,SD Amorebieta,42,11,12,19,37:53,-16,45,https://www.transfermarkt.com.br/sd-amorebieta/spielplan/verein/16575/saison_id/2023
20,AD Alcorcón,42,10,14,18,32:53,-21,44,https://www.transfermarkt.com.br/ad-alcorcon/spielplan/verein/11596/saison_id/2023
21,FC Andorra,42,11,10,21,33:53,-20,43,https://www.transfermarkt.com.br/fc-andorra/spielplan/verein/10718/saison_id/2023
22,Villarreal CF B,42,11,10,21,41:62,-21,43,https://www.transfermarkt.com.br/fc-villarreal-b/spielplan/verein/11972/saison_id/2023
