position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,AS Roma,34,22,9,3,68:33,35,75,https://www.transfermarkt.com.br/as-rom/spielplan/verein/12/saison_id/2000
2,Juventus FC,34,21,10,3,61:27,34,73,https://www.transfermarkt.com.br/juventus-turin/spielplan/verein/506/saison_id/2000
3,SS Lazio,34,21,6,7,65:36,29,69,https://www.transfermarkt.com.br/lazio-rom/spielplan/verein/398/saison_id/2000
4,AC Parma,34,16,8,10,51:31,20,56,https://www.transfermarkt.com.br/parma-calcio-1913/spielplan/verein/130/saison_id/2000
5,Inter de Milão,34,14,9,11,47:47,0,51,https://www.transfermarkt.com.br/inter-mailand/spielplan/verein/46/saison_id/2000
6,AC Milan,34,12,13,9,56:46,10,49,https://www.transfermarkt.com.br/ac-mailand/spielplan/verein/5/saison_id/2000
7,Atalanta BC,34,10,14,10,38:34,4,44,https://www.transfermarkt.com.br/atalanta-bergamo/spielplan/verein/800/saison_id/2000
8,Brescia Calcio,34,10,14,10,44:42,2,44,https://www.transfermarkt.com.br/brescia-calcio/spielplan/verein/19/saison_id/2000
9,AC Florenz,34,10,13,11,53:52,1,43,https://www.transfermarkt.com.br/ac-florenz/spielplan/verein/430/saison_id/2000
10,Bologna,34,11,10,13,49:53,-4,43,https://www.transfermarkt.com.br/fc-bologna/spielplan/verein/1025/saison_id/2000
11,AC Perugia,34,10,12,12,49:53,-4,42,https://www.transfermarkt.com.br/ac-perugia-calcio/spielplan/verein/839/saison_id/2000
12,Udinese Calcio,34,11,5,18,49:59,-10,38,https://www.transfermarkt.com.br/udinese-calcio/spielplan/verein/410/saison_id/2000
13,US Lecce,34,8,13,13,40:54,-14,37,https://www.transfermarkt.com.br/us-lecce/spielplan/verein/1005/saison_id/2000
14,Reggina Calcio,34,10,7,17,32:49,-17,37,https://www.transfermarkt.com.br/reggina-1914/spielplan/verein/1386/saison_id/2000
15,Hellas Verona,34,10,7,17,40:59,-19,37,https://www.transfermarkt.com.br/hellas-verona/spielplan/verein/276/saison_id/2000
16,Vicenza Calcio,34,9,9,16,37:51,-14,36,https://www.transfermarkt.com.br/lr-vicenza-virtus/spielplan/verein/2655/saison_id/2000
17,SSC Napoli,34,8,12,14,35:51,-16,36,https://www.transfermarkt.com.br/ssc-neapel/spielplan/verein/6195/saison_id/2000
18,AS Bari,34,5,5,24,31:68,-37,20,https://www.transfermarkt.com.br/ssc-bari/spielplan/verein/332/saison_id/2000
