league_name,season_year,team_canonical,mean_attendance,max_attendance,average_occupancy
campeonatobrasileiroseriea,2017,atleticomineiro,15929.26,45259,0.35
campeonatobrasileiroseriea,2017,avaifc,7871.05,13446,0.59
campeonatobrasileiroseriea,2017,botafogofr,11621.63,22819,0.51
campeonatobrasileiroseriea,2017,chapecoense,10162.53,15831,0.64
campeonatobrasileiroseriea,2017,clubeatleticoparanaense,14848.11,20493,0.72
campeonatobrasileiroseriea,2017,coritibafc,15305.84,38059,0.40
campeonatobrasileiroseriea,2017,crflamengo,16569.95,50220,0.33
campeonatobrasileiroseriea,2017,cruzeiroec,16629.84,43480,0.38
campeonatobrasileiroseriea,2017,crvascodagama,15375.32,31406,0.49
campeonatobrasileiroseriea,2017,ecbahia,21657.95,35437,0.61
campeonatobrasileiroseriea,2017,ecvitoria,11381.37,30140,0.38
campeonatobrasileiroseriea,2017,fluminensefc,14950.05,27278,0.55
campeonatobrasileiroseriea,2017,gremiofbpa,21116.11,54022,0.39
campeonatobrasileiroseriea,2017,santosfc,12451.74,35769,0.35
campeonatobrasileiroseriea,2017,saopaulofc,35938.63,61142,0.59
campeonatobrasileiroseriea,2017,sccorinthians,40116.47,46493,0.86
campeonatobrasileiroseriea,2017,sepalmeiras,29880.95,39091,0.76
campeonatobrasileiroseriea,2017,sportrecife,15769.26,42025,0.38
campeonatobrasileiroseriea,2018,americamineiro,6407.47,12887,0.50
campeonatobrasileiroseriea,2018,atleticomineiro,18631.21,22654,0.82
campeonatobrasileiroseriea,2018,botafogofr,12731.95,28972,0.44
campeonatobrasileiroseriea,2018,cearasc,28581.53,57223,0.50
campeonatobrasileiroseriea,2018,chapecoense,10015.47,19992,0.50
campeonatobrasileiroseriea,2018,clubeatleticoparanaense,12179.42,22061,0.55
campeonatobrasileiroseriea,2018,crflamengo,50872.37,66046,0.77
campeonatobrasileiroseriea,2018,cruzeiroec,18714.79,30814,0.61
campeonatobrasileiroseriea,2018,crvascodagama,15383.68,54288,0.28
campeonatobrasileiroseriea,2018,ecbahia,19415.74,31626,0.61
campeonatobrasileiroseriea,2018,ecvitoria,9450.37,22332,0.42
campeonatobrasileiroseriea,2018,fluminensefc,15170.42,60000,0.25
campeonatobrasileiroseriea,2018,gremiofbpa,24000.00,51870,0.46
campeonatobrasileiroseriea,2018,paranaclube,6786.11,25076,0.27
campeonatobrasileiroseriea,2018,santosfc,11474.05,26428,0.43
campeonatobrasileiroseriea,2018,saopaulofc,34336.47,58624,0.59
campeonatobrasileiroseriea,2018,sccorinthians,31520.68,43122,0.73
campeonatobrasileiroseriea,2018,scinternacional,31818.05,45263,0.70
campeonatobrasileiroseriea,2018,sepalmeiras,32951.00,41256,0.80
campeonatobrasileiroseriea,2018,sportrecife,16717.63,28942,0.58
campeonatobrasileiroseriea,2019,athleticoparanaense,16389.79,31988,0.51
campeonatobrasileiroseriea,2019,atleticomineiro,19044.11,38937,0.49
campeonatobrasileiroseriea,2019,avaifc,8335.32,47575,0.18
campeonatobrasileiroseriea,2019,botafogofr,17608.95,33143,0.53
campeonatobrasileiroseriea,2019,cearasc,26717.32,50809,0.53
campeonatobrasileiroseriea,2019,chapecoense,6815.26,13335,0.51
campeonatobrasileiroseriea,2019,crflamengo,58992.05,69846,0.84
campeonatobrasileiroseriea,2019,cruzeiroec,27055.53,43205,0.63
campeonatobrasileiroseriea,2019,crvascodagama,21404.00,67395,0.32
campeonatobrasileiroseriea,2019,csa,12106.37,37673,0.32
campeonatobrasileiroseriea,2019,ecbahia,26509.74,43642,0.61
campeonatobrasileiroseriea,2019,fluminensefc,21493.63,42726,0.50
campeonatobrasileiroseriea,2019,fortalezaec,33686.05,52552,0.64
campeonatobrasileiroseriea,2019,goiasec,14957.11,38345,0.39
campeonatobrasileiroseriea,2019,gremiofbpa,19216.79,44376,0.43
campeonatobrasileiroseriea,2019,santosfc,10386.95,14062,0.74
campeonatobrasileiroseriea,2019,saopaulofc,29628.16,47775,0.62
campeonatobrasileiroseriea,2019,sccorinthians,33073.05,43449,0.76
campeonatobrasileiroseriea,2019,scinternacional,22506.53,40588,0.55
campeonatobrasileiroseriea,2019,sepalmeiras,28332.26,37754,0.75
campeonatobrasileiroseriea,2022,americamineiro,3828.89,9626,0.40
campeonatobrasileiroseriea,2022,athleticoparanaense,19478.89,29599,0.66
campeonatobrasileiroseriea,2022,atleticogoianiense,7143.37,12089,0.59
campeonatobrasileiroseriea,2022,atleticomineiro,31504.47,55706,0.57
campeonatobrasileiroseriea,2022,avaifc,8987.53,17557,0.51
campeonatobrasileiroseriea,2022,botafogofr,20726.68,34734,0.60
campeonatobrasileiroseriea,2022,cearasc,31636.53,52139,0.61
campeonatobrasileiroseriea,2022,coritibafc,21209.53,33304,0.64
campeonatobrasileiroseriea,2022,crflamengo,54478.84,69997,0.78
campeonatobrasileiroseriea,2022,cuiabaec,13721.63,40059,0.34
campeonatobrasileiroseriea,2022,ecjuventude,3823.37,7341,0.52
campeonatobrasileiroseriea,2022,fluminensefc,30483.79,63707,0.48
campeonatobrasileiroseriea,2022,fortalezaec,32961.42,54505,0.60
campeonatobrasileiroseriea,2022,goiasec,10410.47,13927,0.75
campeonatobrasileiroseriea,2022,rbbragantino,4768.74,9993,0.48
campeonatobrasileiroseriea,2022,santosfc,11307.00,25797,0.44
campeonatobrasileiroseriea,2022,saopaulofc,30132.47,47141,0.64
campeonatobrasileiroseriea,2022,sccorinthians,38898.42,44966,0.87
campeonatobrasileiroseriea,2022,scinternacional,22857.95,39451,0.58
campeonatobrasileiroseriea,2022,sepalmeiras,35942.63,40795,0.88
campeonatobrasileiroseriea,2023,americamineiro,6373.37,39900,0.16
campeonatobrasileiroseriea,2023,athleticoparanaense,23153.68,33118,0.70
campeonatobrasileiroseriea,2023,atleticomineiro,33067.89,53856,0.61
campeonatobrasileiroseriea,2023,botafogofr,29382.00,43071,0.68
campeonatobrasileiroseriea,2023,coritibafc,21507.00,34010,0.63
campeonatobrasileiroseriea,2023,crflamengo,57719.53,69473,0.83
campeonatobrasileiroseriea,2023,cruzeiroec,32463.84,51846,0.63
campeonatobrasileiroseriea,2023,crvascodagama,25512.89,59867,0.43
campeonatobrasileiroseriea,2023,cuiabaec,16858.79,36620,0.46
campeonatobrasileiroseriea,2023,ecbahia,36989.68,48502,0.76
campeonatobrasileiroseriea,2023,fluminensefc,32019.26,62354,0.51
campeonatobrasileiroseriea,2023,fortalezaec,33585.74,50317,0.67
campeonatobrasileiroseriea,2023,goiasec,10240.05,13799,0.74
campeonatobrasileiroseriea,2023,gremiofbpa,33486.11,51842,0.65
campeonatobrasileiroseriea,2023,rbbragantino,6055.21,10797,0.56
campeonatobrasileiroseriea,2023,santosfc,11947.32,14130,0.85
campeonatobrasileiroseriea,2023,saopaulofc,43799.79,58127,0.75
campeonatobrasileiroseriea,2023,sccorinthians,38511.37,44371,0.87
campeonatobrasileiroseriea,2023,scinternacional,26675.00,45751,0.58
campeonatobrasileiroseriea,2023,sepalmeiras,33219.68,41457,0.80
campeonatobrasileiroseriea,2024,athleticoparanaense,31963.74,42177,0.76
campeonatobrasileiroseriea,2024,atleticogoianiense,8353.16,35195,0.24
campeonatobrasileiroseriea,2024,atleticomineiro,32451.79,44048,0.74
campeonatobrasileiroseriea,2024,botafogofr,29674.47,64727,0.46
campeonatobrasileiroseriea,2024,crflamengo,54759.00,67113,0.82
campeonatobrasileiroseriea,2024,criciumaec,14650.95,19027,0.77
campeonatobrasileiroseriea,2024,cruzeiroec,35012.21,61583,0.57
campeonatobrasileiroseriea,2024,crvascodagama,19157.00,62228,0.31
campeonatobrasileiroseriea,2024,cuiabaec,7551.05,16680,0.45
campeonatobrasileiroseriea,2024,ecbahia,36401.95,48602,0.75
campeonatobrasileiroseriea,2024,ecjuventude,8670.11,26476,0.33
campeonatobrasileiroseriea,2024,ecvitoria,23402.84,30973,0.76
campeonatobrasileiroseriea,2024,fluminensefc,34790.00,59730,0.58
campeonatobrasileiroseriea,2024,fortalezaec,33335.21,57624,0.58
campeonatobrasileiroseriea,2024,gremiofbpa,23591.11,48504,0.49
campeonatobrasileiroseriea,2024,rbbragantino,6049.21,9989,0.61
campeonatobrasileiroseriea,2024,saopaulofc,38652.74,58065,0.67
campeonatobrasileiroseriea,2024,sccorinthians,43826.26,46263,0.95
campeonatobrasileiroseriea,2024,scinternacional,28957.63,48049,0.60
campeonatobrasileiroseriea,2024,sepalmeiras,32145.58,41175,0.78
campeonatobrasileiroserieb,2010,aapontepreta,4050.37,9315,0.43
campeonatobrasileiroserieb,2010,adrcicasa,2505.32,4004,0.63
campeonatobrasileiroserieb,2010,adsaocaetano,650.42,1163,0.56
campeonatobrasileiroserieb,2010,americafc,2054.42,13505,0.15
campeonatobrasileiroserieb,2010,americamineiro,3064.26,16014,0.19
campeonatobrasileiroserieb,2010,asadearapiraca,4085.74,7099,0.58
campeonatobrasileiroserieb,2010,brasiliensefc,3234.42,9064,0.36
campeonatobrasileiroserieb,2010,cabragantino,1098.00,4939,0.22
campeonatobrasileiroserieb,2010,coritibafc,8227.32,28134,0.29
campeonatobrasileiroserieb,2010,duquedecaxiasfc,400.00,900,0.44
campeonatobrasileiroserieb,2010,ecbahia,18706.58,32157,0.58
campeonatobrasileiroserieb,2010,ecsantoandre,851.53,1295,0.66
campeonatobrasileiroserieb,2010,figueirensefc,8747.58,15552,0.56
campeonatobrasileiroserieb,2010,guaratingueta,1491.32,3070,0.49
campeonatobrasileiroserieb,2010,ipatingafc,4164.16,11000,0.38
campeonatobrasileiroserieb,2010,nautico,5413.26,11772,0.46
campeonatobrasileiroserieb,2010,paranaclube,3269.58,10060,0.33
campeonatobrasileiroserieb,2010,portuguesa,1905.26,4417,0.43
campeonatobrasileiroserieb,2010,sportrecife,11562.79,24169,0.48
campeonatobrasileiroserieb,2010,vilanovafc,6065.32,21576,0.28
campeonatobrasileiroserieb,2011,aapontepreta,5579.16,17093,0.33
campeonatobrasileiroserieb,2011,abcfc,5383.42,10518,0.51
campeonatobrasileiroserieb,2011,adrcicasa,2523.16,7572,0.33
campeonatobrasileiroserieb,2011,adsaocaetano,698.05,2121,0.33
campeonatobrasileiroserieb,2011,americana,1457.95,4354,0.33
campeonatobrasileiroserieb,2011,asadearapiraca,4140.58,8505,0.49
campeonatobrasileiroserieb,2011,boaec,3028.05,5885,0.51
campeonatobrasileiroserieb,2011,cabragantino,3421.79,12965,0.26
campeonatobrasileiroserieb,2011,criciumaec,6002.00,9307,0.64
campeonatobrasileiroserieb,2011,duquedecaxiasfc,210.37,900,0.23
campeonatobrasileiroserieb,2011,ecvitoria,11850.00,34742,0.34
campeonatobrasileiroserieb,2011,goiasec,8058.84,21754,0.37
campeonatobrasileiroserieb,2011,gremiobaruerifutebolltda,8379.89,13425,0.62
campeonatobrasileiroserieb,2011,guaranifc,2685.53,9571,0.28
campeonatobrasileiroserieb,2011,nautico,9085.00,19764,0.46
campeonatobrasileiroserieb,2011,paranaclube,3780.32,9045,0.42
campeonatobrasileiroserieb,2011,portuguesa,4428.11,12829,0.35
campeonatobrasileiroserieb,2011,salgueiroac,2395.84,8399,0.29
campeonatobrasileiroserieb,2011,sportrecife,11623.89,20040,0.58
campeonatobrasileiroserieb,2011,vilanovafc,5145.95,14023,0.37
campeonatobrasileiroserieb,2012,abcfc,4254.32,6360,0.67
campeonatobrasileiroserieb,2012,adsaocaetano,997.47,5101,0.20
campeonatobrasileiroserieb,2012,americafc,1855.11,5191,0.36
campeonatobrasileiroserieb,2012,americamineiro,1949.37,4254,0.46
campeonatobrasileiroserieb,2012,asadearapiraca,4653.16,9340,0.50
campeonatobrasileiroserieb,2012,avaifc,3963.63,6432,0.62
campeonatobrasileiroserieb,2012,boaec,1821.32,3748,0.49
campeonatobrasileiroserieb,2012,cabragantino,1265.53,6773,0.19
campeonatobrasileiroserieb,2012,cearasc,8879.00,16147,0.55
campeonatobrasileiroserieb,2012,clubeatleticoparanaense,3398.89,5583,0.61
campeonatobrasileiroserieb,2012,crb,5874.26,10782,0.54
campeonatobrasileiroserieb,2012,criciumaec,10289.79,17278,0.60
campeonatobrasileiroserieb,2012,ecvitoria,16192.42,35000,0.46
campeonatobrasileiroserieb,2012,goiasec,14185.16,38000,0.37
campeonatobrasileiroserieb,2012,gremiobaruerifutebolltda,914.63,1412,0.65
campeonatobrasileiroserieb,2012,guaranifc,2379.47,9618,0.25
campeonatobrasileiroserieb,2012,guaratingueta,952.42,3850,0.25
campeonatobrasileiroserieb,2012,ipatingafc,330.47,850,0.39
campeonatobrasileiroserieb,2012,joinvilleec,9397.11,18115,0.52
campeonatobrasileiroserieb,2012,paranaclube,3335.05,9241,0.36
campeonatobrasileiroserieb,2013,abcfc,4482.16,15636,0.29
campeonatobrasileiroserieb,2013,adrcicasa,3175.37,10750,0.30
campeonatobrasileiroserieb,2013,adsaocaetano,580.42,3960,0.15
campeonatobrasileiroserieb,2013,americafc,2588.84,12959,0.20
campeonatobrasileiroserieb,2013,americamineiro,1973.00,4632,0.43
campeonatobrasileiroserieb,2013,asadearapiraca,3510.42,11519,0.30
campeonatobrasileiroserieb,2013,atleticogoianiense,3687.53,22691,0.16
campeonatobrasileiroserieb,2013,avaifc,6069.05,16077,0.38
campeonatobrasileiroserieb,2013,boaec,1829.79,9789,0.19
campeonatobrasileiroserieb,2013,cabragantino,1077.00,6205,0.17
campeonatobrasileiroserieb,2013,cearasc,13902.37,48960,0.28
campeonatobrasileiroserieb,2013,chapecoense,6786.37,9945,0.68
campeonatobrasileiroserieb,2013,figueirensefc,5111.21,9712,0.53
campeonatobrasileiroserieb,2013,guaratingueta,1588.21,10315,0.15
campeonatobrasileiroserieb,2013,joinvilleec,8412.21,15653,0.54
campeonatobrasileiroserieb,2013,oestefc,2338.47,19133,0.12
campeonatobrasileiroserieb,2013,paranaclube,6256.84,12295,0.51
campeonatobrasileiroserieb,2013,paysandusc,7581.32,29948,0.25
campeonatobrasileiroserieb,2013,sepalmeiras,14973.89,33478,0.45
campeonatobrasileiroserieb,2013,sportrecife,15747.74,27054,0.58
campeonatobrasileiroserieb,2014,aapontepreta,6171.79,11177,0.55
campeonatobrasileiroserieb,2014,abcfc,5395.21,27044,0.20
campeonatobrasileiroserieb,2014,adrcicasa,2289.74,7359,0.31
campeonatobrasileiroserieb,2014,americafc,3944.95,19562,0.20
campeonatobrasileiroserieb,2014,americamineiro,6459.68,15592,0.41
campeonatobrasileiroserieb,2014,atleticogoianiense,2135.47,8957,0.24
campeonatobrasileiroserieb,2014,avaifc,5055.47,8966,0.56
campeonatobrasileiroserieb,2014,boaec,1950.21,6509,0.30
campeonatobrasileiroserieb,2014,cabragantino,2760.05,7965,0.35
campeonatobrasileiroserieb,2014,cearasc,11451.11,30256,0.38
campeonatobrasileiroserieb,2014,crvascodagama,15187.53,56334,0.27
campeonatobrasileiroserieb,2014,joinvilleec,10003.21,17851,0.56
campeonatobrasileiroserieb,2014,luverdenseec,2678.16,15221,0.18
campeonatobrasileiroserieb,2014,nautico,6629.74,11239,0.59
campeonatobrasileiroserieb,2014,oestefc,1764.95,26621,0.07
campeonatobrasileiroserieb,2014,paranaclube,3274.89,6559,0.50
campeonatobrasileiroserieb,2014,portuguesa,994.74,2888,0.34
campeonatobrasileiroserieb,2014,sampaiocorreafc,13664.11,37332,0.37
campeonatobrasileiroserieb,2014,santacruzfc,14202.26,34746,0.41
campeonatobrasileiroserieb,2014,vilanovafc,3964.84,19921,0.20
campeonatobrasileiroserieb,2015,abcfc,3456.79,8132,0.43
campeonatobrasileiroserieb,2015,americamineiro,3384.53,17604,0.19
campeonatobrasileiroserieb,2015,atleticogoianiense,2278.00,7822,0.29
campeonatobrasileiroserieb,2015,boaec,2121.32,5472,0.39
campeonatobrasileiroserieb,2015,botafogofr,10777.32,23805,0.45
campeonatobrasileiroserieb,2015,cabragantino,3757.16,13607,0.28
campeonatobrasileiroserieb,2015,cearasc,16439.26,45539,0.36
campeonatobrasileiroserieb,2015,crb,4413.37,10028,0.44
campeonatobrasileiroserieb,2015,criciumaec,4683.26,14041,0.33
campeonatobrasileiroserieb,2015,ecbahia,17091.95,37169,0.46
campeonatobrasileiroserieb,2015,ecvitoria,13345.42,41348,0.32
campeonatobrasileiroserieb,2015,luverdenseec,1150.74,3723,0.31
campeonatobrasileiroserieb,2015,macaeesportefc,834.21,3376,0.25
campeonatobrasileiroserieb,2015,mogimirimec,1800.42,10034,0.18
campeonatobrasileiroserieb,2015,nautico,6612.16,14561,0.45
campeonatobrasileiroserieb,2015,oestefc,2618.63,10192,0.26
campeonatobrasileiroserieb,2015,paranaclube,3891.79,14986,0.26
campeonatobrasileiroserieb,2015,paysandusc,14478.84,30201,0.48
campeonatobrasileiroserieb,2015,sampaiocorreafc,11299.21,21433,0.53
campeonatobrasileiroserieb,2015,santacruzfc,14647.68,44485,0.33
campeonatobrasileiroserieb,2016,atleticogoianiense,5928.79,17399,0.34
campeonatobrasileiroserieb,2016,avaifc,5960.00,15139,0.39
campeonatobrasileiroserieb,2016,cabragantino,1001.37,3219,0.31
campeonatobrasileiroserieb,2016,cearasc,11224.26,56400,0.20
campeonatobrasileiroserieb,2016,crb,7306.84,11225,0.65
campeonatobrasileiroserieb,2016,criciumaec,4103.68,8263,0.50
campeonatobrasileiroserieb,2016,crvascodagama,7967.37,56426,0.14
campeonatobrasileiroserieb,2016,ecbahia,17203.79,44042,0.39
campeonatobrasileiroserieb,2016,gebrasil,2808.11,5211,0.54
campeonatobrasileiroserieb,2016,goiasec,4331.32,14587,0.30
campeonatobrasileiroserieb,2016,joinvilleec,4418.89,8794,0.50
campeonatobrasileiroserieb,2016,londrinaec,5001.26,13318,0.38
campeonatobrasileiroserieb,2016,luverdenseec,1060.79,4348,0.24
campeonatobrasileiroserieb,2016,nautico,7630.26,25602,0.30
campeonatobrasileiroserieb,2016,oestefc,1574.26,3883,0.41
campeonatobrasileiroserieb,2016,paranaclube,2339.21,6046,0.39
campeonatobrasileiroserieb,2016,paysandusc,9201.05,28938,0.32
campeonatobrasileiroserieb,2016,sampaiocorreafc,5288.63,32180,0.16
campeonatobrasileiroserieb,2016,tupifc,1450.16,11812,0.12
campeonatobrasileiroserieb,2016,vilanovafc,5034.95,11862,0.42
campeonatobrasileiroserieb,2017,abcfc,3245.58,7493,0.43
campeonatobrasileiroserieb,2017,americamineiro,5154.53,22481,0.23
campeonatobrasileiroserieb,2017,boaec,1190.42,3952,0.30
campeonatobrasileiroserieb,2017,cearasc,21221.00,56999,0.37
campeonatobrasileiroserieb,2017,crb,6584.11,15636,0.42
campeonatobrasileiroserieb,2017,criciumaec,3248.32,10122,0.32
campeonatobrasileiroserieb,2017,ecjuventude,4453.53,12113,0.37
campeonatobrasileiroserieb,2017,figueirensefc,4138.00,7891,0.52
campeonatobrasileiroserieb,2017,gebrasil,4262.68,10449,0.41
campeonatobrasileiroserieb,2017,goiasec,6017.00,12820,0.47
campeonatobrasileiroserieb,2017,guaranifc,4087.63,9890,0.41
campeonatobrasileiroserieb,2017,londrinaec,3205.84,6913,0.46
campeonatobrasileiroserieb,2017,luverdenseec,1394.21,4543,0.31
campeonatobrasileiroserieb,2017,nautico,3969.16,13450,0.30
campeonatobrasileiroserieb,2017,oestefc,2797.42,10205,0.27
campeonatobrasileiroserieb,2017,paranaclube,11071.63,39414,0.28
campeonatobrasileiroserieb,2017,paysandusc,6848.00,13952,0.49
campeonatobrasileiroserieb,2017,santacruzfc,7339.42,25356,0.29
campeonatobrasileiroserieb,2017,scinternacional,26648.79,38022,0.70
campeonatobrasileiroserieb,2017,vilanovafc,6761.21,22076,0.31
campeonatobrasileiroserieb,2018,aapontepreta,6028.00,15053,0.40
campeonatobrasileiroserieb,2018,atleticogoianiense,3165.47,8913,0.36
campeonatobrasileiroserieb,2018,avaifc,6121.89,16460,0.37
campeonatobrasileiroserieb,2018,boaec,600.26,930,0.65
campeonatobrasileiroserieb,2018,coritibafc,5002.16,9550,0.52
campeonatobrasileiroserieb,2018,crb,5222.63,10511,0.50
campeonatobrasileiroserieb,2018,criciumaec,3504.11,9022,0.39
campeonatobrasileiroserieb,2018,csa,10936.47,18702,0.58
campeonatobrasileiroserieb,2018,ecjuventude,2703.37,6027,0.45
campeonatobrasileiroserieb,2018,ecsaobento,2358.42,4421,0.53
campeonatobrasileiroserieb,2018,figueirensefc,3382.68,13136,0.26
campeonatobrasileiroserieb,2018,fortalezaec,29401.21,57223,0.51
campeonatobrasileiroserieb,2018,gebrasil,3158.58,5845,0.54
campeonatobrasileiroserieb,2018,goiasec,8738.37,32036,0.27
campeonatobrasileiroserieb,2018,guaranifc,4165.37,18078,0.23
campeonatobrasileiroserieb,2018,londrinaec,3392.32,24225,0.14
campeonatobrasileiroserieb,2018,oestefc,930.37,2425,0.38
campeonatobrasileiroserieb,2018,paysandusc,5871.16,14717,0.40
campeonatobrasileiroserieb,2018,sampaiocorreafc,3602.21,6003,0.60
campeonatobrasileiroserieb,2018,vilanovafc,7709.84,19974,0.39
campeonatobrasileiroserieb,2019,aapontepreta,3904.37,14674,0.27
campeonatobrasileiroserieb,2019,americamineiro,3928.84,20348,0.19
campeonatobrasileiroserieb,2019,atleticogoianiense,3755.74,6712,0.56
campeonatobrasileiroserieb,2019,botafogofc,4099.32,6878,0.60
campeonatobrasileiroserieb,2019,cabragantino,6207.26,9577,0.65
campeonatobrasileiroserieb,2019,coritibafc,23399.68,39619,0.59
campeonatobrasileiroserieb,2019,crb,4059.95,7119,0.57
campeonatobrasileiroserieb,2019,criciumaec,4772.42,11842,0.40
campeonatobrasileiroserieb,2019,cuiabaec,4601.47,7802,0.59
campeonatobrasileiroserieb,2019,ecsaobento,1941.47,3156,0.62
campeonatobrasileiroserieb,2019,ecvitoria,7579.00,17981,0.42
campeonatobrasileiroserieb,2019,figueirensefc,5623.21,15159,0.37
campeonatobrasileiroserieb,2019,gebrasil,3555.32,6485,0.55
campeonatobrasileiroserieb,2019,guaranifc,3720.26,12607,0.30
campeonatobrasileiroserieb,2019,londrinaec,3712.21,8024,0.46
campeonatobrasileiroserieb,2019,oestefc,905.11,1516,0.60
campeonatobrasileiroserieb,2019,operariofec,4815.32,6332,0.76
campeonatobrasileiroserieb,2019,paranaclube,5404.53,11630,0.46
campeonatobrasileiroserieb,2019,sportrecife,14989.63,24420,0.61
campeonatobrasileiroserieb,2019,vilanovafc,3455.63,10123,0.34
campeonatobrasileiroserieb,2022,aapontepreta,4468.42,16850,0.27
campeonatobrasileiroserieb,2022,brusquefc,2605.00,5603,0.46
campeonatobrasileiroserieb,2022,chapecoense,5145.37,14047,0.37
campeonatobrasileiroserieb,2022,crb,5750.42,14090,0.41
campeonatobrasileiroserieb,2022,criciumaec,11267.63,19219,0.59
campeonatobrasileiroserieb,2022,cruzeiroec,41037.05,61291,0.67
campeonatobrasileiroserieb,2022,crvascodagama,23688.89,63609,0.37
campeonatobrasileiroserieb,2022,csa,7944.11,14998,0.53
campeonatobrasileiroserieb,2022,ecbahia,31167.95,48866,0.64
campeonatobrasileiroserieb,2022,gremiofbpa,23517.32,49659,0.47
campeonatobrasileiroserieb,2022,gremionovorizontino,1682.05,3118,0.54
campeonatobrasileiroserieb,2022,guaranifc,5911.16,33048,0.18
campeonatobrasileiroserieb,2022,ituanofc,2718.26,14322,0.19
campeonatobrasileiroserieb,2022,londrinaec,2478.53,6205,0.40
campeonatobrasileiroserieb,2022,nautico,7421.37,15314,0.48
campeonatobrasileiroserieb,2022,operariofec,3793.16,6292,0.60
campeonatobrasileiroserieb,2022,sampaiocorreafc,6043.47,29280,0.21
campeonatobrasileiroserieb,2022,sportrecife,15559.95,30445,0.51
campeonatobrasileiroserieb,2022,tombensefc,1332.74,8357,0.16
campeonatobrasileiroserieb,2022,vilanovafc,4621.32,11703,0.39
campeonatobrasileiroserieb,2023,aapontepreta,4800.58,11726,0.41
campeonatobrasileiroserieb,2023,abcfc,4959.11,14057,0.35
campeonatobrasileiroserieb,2023,atleticogoianiense,6756.79,12089,0.56
campeonatobrasileiroserieb,2023,avaifc,7243.58,14875,0.49
campeonatobrasileiroserieb,2023,botafogofc,3203.89,5949,0.54
campeonatobrasileiroserieb,2023,cearasc,22189.68,41153,0.54
campeonatobrasileiroserieb,2023,chapecoense,5849.58,12687,0.46
campeonatobrasileiroserieb,2023,crb,4861.63,14896,0.33
campeonatobrasileiroserieb,2023,criciumaec,14035.00,18673,0.75
campeonatobrasileiroserieb,2023,ecjuventude,5808.00,14213,0.41
campeonatobrasileiroserieb,2023,ecvitoria,23702.26,29168,0.81
campeonatobrasileiroserieb,2023,gremionovorizontino,2637.11,4719,0.56
campeonatobrasileiroserieb,2023,guaranifc,6490.58,15937,0.41
campeonatobrasileiroserieb,2023,ituanofc,1527.58,3294,0.46
campeonatobrasileiroserieb,2023,londrinaec,1002.84,2054,0.49
campeonatobrasileiroserieb,2023,mirassolfc,2357.63,5445,0.43
campeonatobrasileiroserieb,2023,sampaiocorreafc,4166.74,8740,0.48
campeonatobrasileiroserieb,2023,sportrecife,19276.21,26345,0.73
campeonatobrasileiroserieb,2023,tombensefc,1103.84,4657,0.24
campeonatobrasileiroserieb,2023,vilanovafc,8716.63,23311,0.37
campeonatobrasileiroserieb,2024,aapontepreta,5126.74,16762,0.31
campeonatobrasileiroserieb,2024,amazonasfc,6934.89,17672,0.39
campeonatobrasileiroserieb,2024,americamineiro,2971.74,7303,0.41
campeonatobrasileiroserieb,2024,avaifc,6239.47,14721,0.42
campeonatobrasileiroserieb,2024,botafogofc,3074.47,8726,0.35
campeonatobrasileiroserieb,2024,brusquefc,1510.58,4927,0.31
campeonatobrasileiroserieb,2024,cearasc,28435.37,63908,0.44
campeonatobrasileiroserieb,2024,chapecoense,5116.32,11808,0.43
campeonatobrasileiroserieb,2024,coritibafc,14135.21,21081,0.67
campeonatobrasileiroserieb,2024,crb,6488.00,13915,0.47
campeonatobrasileiroserieb,2024,goiasec,5862.74,11371,0.52
campeonatobrasileiroserieb,2024,gremionovorizontino,3634.47,8263,0.44
campeonatobrasileiroserieb,2024,guaranifc,4092.47,10567,0.39
campeonatobrasileiroserieb,2024,ituanofc,1941.84,11716,0.17
campeonatobrasileiroserieb,2024,mirassolfc,3746.21,11202,0.33
campeonatobrasileiroserieb,2024,operariofec,3717.53,7482,0.50
campeonatobrasileiroserieb,2024,paysandusc,13924.16,40632,0.34
campeonatobrasileiroserieb,2024,santosfc,11151.58,15750,0.71
campeonatobrasileiroserieb,2024,sportrecife,18307.89,26345,0.69
campeonatobrasileiroserieb,2024,vilanovafc,5653.26,9660,0.59
challengerproleague,2006,afctubize,820.59,3000,0.27
challengerproleague,2006,fcvdendereh,2494.12,5000,0.50
challengerproleague,2006,kaseupen,873.53,2000,0.44
challengerproleague,2006,kfcdesselsport,929.41,2500,0.37
challengerproleague,2006,kfcvwhamme,1182.35,2800,0.42
challengerproleague,2006,kmskdeinze2024,1268.76,2500,0.51
challengerproleague,2006,koverpeltlommelunited,2611.76,5000,0.52
challengerproleague,2006,krcwaregem,1003.53,2000,0.50
challengerproleague,2006,kskronse2022,1119.12,2975,0.38
challengerproleague,2006,kvkortrijk,1714.71,3400,0.50
challengerproleague,2006,kvktienen,1579.41,5000,0.32
challengerproleague,2006,kvmechelen,6710.76,10700,0.63
challengerproleague,2006,kvoostende2024,2226.88,4400,0.51
challengerproleague,2006,kvredstarwaasland,963.71,3200,0.30
challengerproleague,2006,oudheverleeleuven,2864.71,6000,0.48
challengerproleague,2006,royalantuerpiafc,6580.24,14664,0.45
challengerproleague,2006,royalexcelsiorvirton,1000.00,2500,0.40
challengerproleague,2006,unionsaintgilloise,1794.12,4000,0.45
challengerproleague,2007,afctubize,977.78,2000,0.49
