league_name,season_year,team_canonical,mean_attendance,max_attendance,average_occupancy
ligaportugal,2008,clubsportmaritimo,4900.73,8234,0.60
ligaportugal,2008,fcpacosdeferreira,1845.93,3784,0.49
ligaportugal,2008,fcporto,38762.87,50309,0.77
ligaportugal,2008,leixoessc,4150.87,8500,0.49
ligaportugal,2008,naval1odemaio,2118.33,8214,0.26
ligaportugal,2008,rioavefutebolclube,3371.13,10426,0.32
ligaportugal,2008,scbraga,10551.87,20321,0.52
ligaportugal,2008,slbenfica,35698.67,60022,0.59
ligaportugal,2008,sportingcp,26517.07,44863,0.59
ligaportugal,2008,vitoriafutebolclube,3781.80,14827,0.26
ligaportugal,2008,vitoriasportclube,16579.07,26812,0.62
ligaportugal,2009,academicadecoimbra,4959.73,21742,0.23
ligaportugal,2009,cdnacional,2092.00,4646,0.45
ligaportugal,2009,cfosbelenenses,3377.20,17473,0.19
ligaportugal,2009,clubsportmaritimo,3490.07,5000,0.70
ligaportugal,2009,fcpacosdeferreira,1659.47,4865,0.34
ligaportugal,2009,fcporto,33464.60,46511,0.72
ligaportugal,2009,leixoessc,3645.53,6474,0.56
ligaportugal,2009,naval1odemaio,2092.07,8068,0.26
ligaportugal,2009,rioavefutebolclube,2593.47,7060,0.37
ligaportugal,2009,scbraga,14274.13,30186,0.47
ligaportugal,2009,slbenfica,50033.27,64103,0.78
ligaportugal,2009,sportingclubeolhanense,4362.53,8206,0.53
ligaportugal,2009,sportingcp,24605.53,45880,0.54
ligaportugal,2009,udleiria,3480.93,22676,0.15
ligaportugal,2009,vitoriafutebolclube,4407.27,11042,0.40
ligaportugal,2009,vitoriasportclube,15883.80,27310,0.58
ligaportugal,2010,academicadecoimbra,4558.33,13264,0.34
ligaportugal,2010,cdnacional,2083.40,4568,0.46
ligaportugal,2010,clubsportmaritimo,3439.07,4242,0.81
ligaportugal,2010,fcpacosdeferreira,1930.13,4845,0.40
ligaportugal,2010,fcporto,36986.67,49817,0.74
ligaportugal,2010,naval1odemaio,1603.53,5201,0.31
ligaportugal,2010,portimonensesad,3307.13,12373,0.27
ligaportugal,2010,rioavefutebolclube,2391.00,5639,0.42
ligaportugal,2010,scbeiramar,4020.47,15468,0.26
ligaportugal,2010,scbraga,14508.67,25533,0.57
ligaportugal,2010,slbenfica,38146.47,54991,0.69
ligaportugal,2010,sportingclubeolhanense,3194.27,5713,0.56
ligaportugal,2010,sportingcp,24857.60,36422,0.68
ligaportugal,2010,udleiria,2407.20,12506,0.19
ligaportugal,2010,vitoriafutebolclube,3920.87,8605,0.46
ligaportugal,2010,vitoriasportclube,13949.00,25651,0.54
ligaportugal,2011,academicadecoimbra,5491.40,14011,0.39
ligaportugal,2011,cdfeirense,3138.07,14848,0.21
ligaportugal,2011,cdnacional,1997.93,3575,0.56
ligaportugal,2011,clubsportmaritimo,3826.60,4403,0.87
ligaportugal,2011,fcpacosdeferreira,1811.47,4528,0.40
ligaportugal,2011,fcporto,35176.27,50212,0.70
ligaportugal,2011,gilvicentefutebolclube,5044.73,12008,0.42
ligaportugal,2011,rioavefutebolclube,2699.87,5454,0.50
ligaportugal,2011,scbeiramar,4316.73,17845,0.24
ligaportugal,2011,scbraga,15169.47,25791,0.59
ligaportugal,2011,slbenfica,42530.27,63146,0.67
ligaportugal,2011,sportingclubeolhanense,2225.07,4842,0.46
ligaportugal,2011,sportingcp,34489.87,48855,0.71
ligaportugal,2011,udleiria,2200.87,8378,0.26
ligaportugal,2011,vitoriafutebolclube,3194.20,5590,0.57
ligaportugal,2011,vitoriasportclube,12077.67,19830,0.61
ligaportugal,2012,academicadecoimbra,4681.40,12739,0.37
ligaportugal,2012,cdnacional,2117.53,4327,0.49
ligaportugal,2012,clubsportmaritimo,3660.27,4504,0.81
ligaportugal,2012,fcpacosdeferreira,2054.87,4928,0.42
ligaportugal,2012,fcporto,30278.20,50117,0.60
ligaportugal,2012,gdestorilpraia,1970.13,5015,0.39
ligaportugal,2012,gilvicentefutebolclube,4230.40,8298,0.51
ligaportugal,2012,moreirensefutebolclube,2083.20,4139,0.50
ligaportugal,2012,rioavefutebolclube,2136.93,5028,0.43
ligaportugal,2012,scbeiramar,4159.20,18730,0.22
ligaportugal,2012,scbraga,12060.93,18401,0.66
ligaportugal,2012,slbenfica,42359.40,62553,0.68
ligaportugal,2012,sportingclubeolhanense,2469.60,9498,0.26
ligaportugal,2012,sportingcp,26521.13,35114,0.76
ligaportugal,2012,vitoriafutebolclube,3168.93,10569,0.30
ligaportugal,2012,vitoriasportclube,12888.67,26340,0.49
ligaportugal,2013,academicadecoimbra,4541.20,14194,0.32
ligaportugal,2013,cdnacional,2331.67,5142,0.45
ligaportugal,2013,cfosbelenenses,4046.80,10118,0.40
ligaportugal,2013,clubsportmaritimo,3549.87,7075,0.50
ligaportugal,2013,fcarouca,3659.80,28200,0.13
ligaportugal,2013,fcpacosdeferreira,3247.93,6218,0.52
ligaportugal,2013,fcporto,28685.20,48108,0.60
ligaportugal,2013,gdestorilpraia,2775.13,5020,0.55
ligaportugal,2013,gilvicentefutebolclube,4027.47,9052,0.44
ligaportugal,2013,rioavefutebolclube,2333.33,6023,0.39
ligaportugal,2013,scbraga,10484.07,18360,0.57
ligaportugal,2013,slbenfica,43612.93,63982,0.68
ligaportugal,2013,sportingclubeolhanense,2314.73,10148,0.23
ligaportugal,2013,sportingcp,33702.60,46109,0.73
ligaportugal,2013,vitoriafutebolclube,3077.40,11136,0.28
ligaportugal,2013,vitoriasportclube,11193.93,20576,0.54
ligaportugal,2014,academicadecoimbra,5154.18,19029,0.27
ligaportugal,2014,boavistafc,4613.88,10702,0.43
ligaportugal,2014,cdnacional,2197.00,5239,0.42
ligaportugal,2014,cfosbelenenses,3258.94,15137,0.22
ligaportugal,2014,clubsportmaritimo,4329.88,7097,0.61
ligaportugal,2014,fcarouca,1814.06,6960,0.26
ligaportugal,2014,fcpacosdeferreira,3052.53,6404,0.48
ligaportugal,2014,fcporto,31847.29,48109,0.66
ligaportugal,2014,futebolclubepenafiel,1570.59,5217,0.30
ligaportugal,2014,gdestorilpraia,2071.24,7587,0.27
ligaportugal,2014,gilvicentefutebolclube,3075.82,8532,0.36
ligaportugal,2014,moreirensefutebolclube,2755.82,13000,0.21
ligaportugal,2014,rioavefutebolclube,2961.82,9679,0.31
ligaportugal,2014,scbraga,10681.65,21078,0.51
ligaportugal,2014,slbenfica,48520.29,63534,0.76
ligaportugal,2014,sportingcp,34988.24,49076,0.71
ligaportugal,2014,vitoriafutebolclube,3399.41,10654,0.32
ligaportugal,2014,vitoriasportclube,15906.35,28875,0.55
ligaportugal,2015,academicadecoimbra,5353.65,26444,0.20
ligaportugal,2015,boavistafc,5801.29,17193,0.34
ligaportugal,2015,cdnacional,2484.53,4753,0.52
ligaportugal,2015,cfosbelenenses,4460.76,13109,0.34
ligaportugal,2015,cfuniaodamadeira2021,2244.88,5095,0.44
ligaportugal,2015,clubedesportivotondela,3351.53,22003,0.15
ligaportugal,2015,clubsportmaritimo,6145.53,9400,0.65
ligaportugal,2015,fcarouca,2877.41,23450,0.12
ligaportugal,2015,fcpacosdeferreira,2801.47,6433,0.44
ligaportugal,2015,fcporto,32564.24,49289,0.66
ligaportugal,2015,gdestorilpraia,2794.47,7836,0.36
ligaportugal,2015,moreirensefutebolclube,2244.76,5772,0.39
ligaportugal,2015,rioavefutebolclube,3472.65,9023,0.38
ligaportugal,2015,scbraga,11167.88,19428,0.57
ligaportugal,2015,slbenfica,50322.00,64235,0.78
ligaportugal,2015,sportingcp,39885.71,49699,0.80
ligaportugal,2015,vitoriafutebolclube,4435.65,10998,0.40
ligaportugal,2015,vitoriasportclube,12422.47,22218,0.56
ligaportugal,2016,boavistafc,6144.76,16157,0.38
ligaportugal,2016,cdfeirense,2971.59,5449,0.55
ligaportugal,2016,cdnacional,2737.35,5017,0.55
ligaportugal,2016,cfosbelenenses,4082.29,12236,0.33
ligaportugal,2016,clubedesportivotondela,2308.18,4987,0.46
ligaportugal,2016,clubsportmaritimo,7818.18,10454,0.75
ligaportugal,2016,fcarouca,1707.65,5351,0.32
ligaportugal,2016,fcpacosdeferreira,3414.76,9076,0.38
ligaportugal,2016,fcporto,37129.53,50019,0.74
ligaportugal,2016,gdchaves,3620.65,8000,0.45
ligaportugal,2016,gdestorilpraia,2264.00,7249,0.31
ligaportugal,2016,moreirensefutebolclube,2199.00,5603,0.39
ligaportugal,2016,rioavefutebolclube,3953.82,8767,0.45
ligaportugal,2016,scbraga,11492.71,24836,0.46
ligaportugal,2016,slbenfica,55952.00,64591,0.87
ligaportugal,2016,sportingcp,42771.82,49399,0.87
ligaportugal,2016,vitoriafutebolclube,3833.65,10109,0.38
ligaportugal,2016,vitoriasportclube,18756.24,27212,0.69
ligaportugal,2017,boavistafc,5646.71,14676,0.38
ligaportugal,2017,cdfeirense,3906.59,5449,0.72
ligaportugal,2017,cfosbelenenses,3344.18,12851,0.26
ligaportugal,2017,clubedesportivodasaves2020,2635.47,5462,0.48
ligaportugal,2017,clubedesportivotondela,2373.18,4987,0.48
ligaportugal,2017,clubsportmaritimo,7018.59,10535,0.67
ligaportugal,2017,fcpacosdeferreira,3506.47,8810,0.40
ligaportugal,2017,fcporto,42674.18,50027,0.85
ligaportugal,2017,gdchaves,3626.94,8480,0.43
ligaportugal,2017,gdestorilpraia,2274.88,6415,0.35
ligaportugal,2017,moreirensefutebolclube,2264.35,4507,0.50
ligaportugal,2017,portimonensesad,3158.41,6000,0.53
ligaportugal,2017,rioavefutebolclube,3889.18,8614,0.45
ligaportugal,2017,scbraga,11705.76,21382,0.55
ligaportugal,2017,slbenfica,53209.00,63526,0.84
ligaportugal,2017,sportingcp,43623.47,49339,0.88
ligaportugal,2017,vitoriafutebolclube,4111.18,13739,0.30
ligaportugal,2017,vitoriasportclube,16015.00,25702,0.62
ligaportugal,2018,boavistafc,8155.24,19592,0.42
ligaportugal,2018,bsad,2889.06,10901,0.27
ligaportugal,2018,cdfeirense,3049.06,5449,0.56
ligaportugal,2018,cdnacional,2595.18,4793,0.54
ligaportugal,2018,clubedesportivodasaves2020,2454.47,5338,0.46
ligaportugal,2018,clubedesportivosantaclara,4009.53,10000,0.40
ligaportugal,2018,clubedesportivotondela,2701.76,4985,0.54
ligaportugal,2018,clubsportmaritimo,6622.12,9830,0.67
ligaportugal,2018,fcporto,41626.47,49220,0.85
ligaportugal,2018,gdchaves,4549.94,7783,0.58
ligaportugal,2018,moreirensefutebolclube,2274.71,5510,0.41
ligaportugal,2018,portimonensesad,3312.94,5989,0.55
ligaportugal,2018,rioavefutebolclube,3630.12,8836,0.41
ligaportugal,2018,scbraga,12035.18,24046,0.50
ligaportugal,2018,slbenfica,53823.71,64064,0.84
ligaportugal,2018,sportingcp,33690.76,45503,0.74
ligaportugal,2018,vitoriafutebolclube,4784.47,10628,0.45
ligaportugal,2018,vitoriasportclube,18249.41,27435,0.67
ligaportugal,2021,boavistafc,5176.47,13512,0.38
ligaportugal,2021,bsad,1822.00,6992,0.26
ligaportugal,2021,clubedesportivosantaclara,1252.47,3745,0.33
ligaportugal,2021,clubedesportivotondela,1726.88,4745,0.36
ligaportugal,2021,clubsportmaritimo,3807.53,9102,0.42
ligaportugal,2021,fcarouca,1409.88,3753,0.38
ligaportugal,2021,fcfamalicao,3208.41,4739,0.68
ligaportugal,2021,fcpacosdeferreira,2679.53,6869,0.39
ligaportugal,2021,fcporto,31126.41,48350,0.64
ligaportugal,2021,futebolclubedevizela,3019.47,4970,0.61
ligaportugal,2021,gdestorilpraia,1420.18,4128,0.34
ligaportugal,2021,gilvicentefutebolclube,3539.71,10185,0.35
ligaportugal,2021,moreirensefutebolclube,1750.94,3688,0.47
ligaportugal,2021,portimonensesad,1376.41,3903,0.35
ligaportugal,2021,scbraga,7898.24,17665,0.45
ligaportugal,2021,slbenfica,31956.29,48790,0.65
ligaportugal,2021,sportingcp,25158.71,40714,0.62
ligaportugal,2021,vitoriasportclube,11554.41,19232,0.60
ligaportugal,2022,boavistafc,6520.29,11335,0.58
ligaportugal,2022,casapiaac,3422.29,22253,0.15
ligaportugal,2022,clubedesportivosantaclara,2160.41,9701,0.22
ligaportugal,2022,clubsportmaritimo,8508.71,10547,0.81
ligaportugal,2022,fcarouca,1835.82,4614,0.40
ligaportugal,2022,fcfamalicao,3800.41,4992,0.76
ligaportugal,2022,fcpacosdeferreira,4429.82,8060,0.55
ligaportugal,2022,fcporto,41380.29,49499,0.84
ligaportugal,2022,futebolclubedevizela,3310.18,5872,0.56
ligaportugal,2022,gdchaves,3895.76,8297,0.47
ligaportugal,2022,gdestorilpraia,2523.76,4858,0.52
ligaportugal,2022,gilvicentefutebolclube,4528.41,11694,0.39
ligaportugal,2022,portimonensesad,1945.29,4474,0.43
ligaportugal,2022,rioavefutebolclube,2905.59,4134,0.70
ligaportugal,2022,scbraga,15489.65,22256,0.70
ligaportugal,2022,slbenfica,57108.06,64012,0.89
ligaportugal,2022,sportingcp,29292.18,39528,0.74
ligaportugal,2022,vitoriasportclube,16115.82,22733,0.71
ligaportugal,2023,boavistafc,10626.94,21320,0.50
ligaportugal,2023,casapiaac,2657.24,6981,0.38
ligaportugal,2023,cfestrelaamadora,4402.76,7331,0.60
ligaportugal,2023,fcarouca,1945.12,4437,0.44
ligaportugal,2023,fcfamalicao,3856.88,4944,0.78
ligaportugal,2023,fcporto,37911.94,49013,0.77
ligaportugal,2023,futebolclubedevizela,3117.82,5584,0.56
ligaportugal,2023,gdchaves,3219.71,8271,0.39
ligaportugal,2023,gdestorilpraia,3122.65,5018,0.62
ligaportugal,2023,gilvicentefutebolclube,4970.06,11792,0.42
ligaportugal,2023,moreirensefutebolclube,2567.24,5674,0.45
ligaportugal,2023,portimonensesad,2346.65,4574,0.51
ligaportugal,2023,rioavefutebolclube,3148.94,4811,0.65
ligaportugal,2023,scbraga,15445.06,25532,0.60
ligaportugal,2023,scfarense,4999.35,6356,0.79
ligaportugal,2023,slbenfica,56248.18,62247,0.90
ligaportugal,2023,sportingcp,40101.59,49557,0.81
ligaportugal,2023,vitoriasportclube,17387.76,25224,0.69
ligaportugal,2024,avsfutebol,2407.00,5473,0.44
ligaportugal,2024,boavistafc,7211.53,18322,0.39
ligaportugal,2024,casapiaac,2042.88,7051,0.29
ligaportugal,2024,cdnacional,2395.53,5086,0.47
ligaportugal,2024,cfestrelaamadora,3704.24,7031,0.53
ligaportugal,2024,clubedesportivosantaclara,3658.65,9933,0.37
ligaportugal,2024,fcarouca,2109.35,4644,0.45
ligaportugal,2024,fcfamalicao,3781.47,5025,0.75
ligaportugal,2024,fcporto,40609.18,49193,0.83
ligaportugal,2024,gdestorilpraia,2722.94,5026,0.54
ligaportugal,2024,gilvicentefutebolclube,5496.29,11010,0.50
ligaportugal,2024,moreirensefutebolclube,2386.76,5817,0.41
ligaportugal,2024,rioavefutebolclube,2590.76,4756,0.54
ligaportugal,2024,scbraga,13867.94,21215,0.65
ligaportugal,2024,scfarense,7165.41,17793,0.40
ligaportugal,2024,slbenfica,58745.88,63478,0.93
ligaportugal,2024,sportingcp,42528.65,49155,0.87
ligaportugal,2024,vitoriasportclube,18447.35,28133,0.66
ligaportugal2,2007,cdfatima,544.00,1175,0.46
ligaportugal2,2007,cdfeirense,890.27,2229,0.40
ligaportugal2,2007,clubedesportivodasaves2020,818.80,1920,0.43
ligaportugal2,2007,clubedesportivosantaclara,1439.00,5358,0.27
ligaportugal2,2007,clubedesportivotrofense,1937.27,3170,0.61
ligaportugal2,2007,futebolclubedevizela,2701.80,4750,0.57
ligaportugal2,2007,futebolclubepenafiel,682.27,1138,0.60
ligaportugal2,2007,gdestorilpraia,452.93,715,0.63
ligaportugal2,2007,gilvicentefutebolclube,2857.47,7530,0.38
ligaportugal2,2007,gondomarsc,1018.13,1209,0.84
ligaportugal2,2007,portimonensesad,1687.07,5565,0.30
ligaportugal2,2007,rioavefutebolclube,1931.80,4963,0.39
ligaportugal2,2007,scbeiramar,1387.80,3005,0.46
ligaportugal2,2007,scfreamunde,1133.33,1579,0.72
ligaportugal2,2007,varzimsc,1673.07,4273,0.39
ligaportugal2,2008,boavistafc,2986.40,6060,0.49
ligaportugal2,2008,cdfeirense,831.53,1488,0.56
ligaportugal2,2008,clubedesportivodasaves2020,674.20,876,0.77
ligaportugal2,2008,clubedesportivosantaclara,1470.33,2672,0.55
ligaportugal2,2008,futebolclubedevizela,1748.80,2748,0.64
ligaportugal2,2008,gdestorilpraia,278.13,778,0.36
ligaportugal2,2008,gilvicentefutebolclube,1821.80,2395,0.76
ligaportugal2,2008,gondomarsc,942.47,1700,0.55
ligaportugal2,2008,portimonensesad,1454.07,2157,0.67
ligaportugal2,2008,scbeiramar,2396.87,3817,0.63
ligaportugal2,2008,sccovilha,700.60,1147,0.61
ligaportugal2,2008,scfreamunde,980.00,1354,0.72
ligaportugal2,2008,sportingclubeolhanense,2558.47,7097,0.36
ligaportugal2,2008,udleiria,1626.80,8920,0.18
ligaportugal2,2008,udoliveirense,919.27,1308,0.70
ligaportugal2,2008,varzimsc,1536.80,2630,0.58
ligaportugal2,2009,adcarregado,344.40,1300,0.26
ligaportugal2,2009,cdfatima,440.07,705,0.62
ligaportugal2,2009,cdfeirense,1112.53,3429,0.32
ligaportugal2,2009,clubedesportivodasaves2020,620.07,1008,0.62
ligaportugal2,2009,clubedesportivosantaclara,586.73,977,0.60
ligaportugal2,2009,clubedesportivotrofense,1402.73,2123,0.66
ligaportugal2,2009,futebolclubepenafiel,546.73,805,0.68
ligaportugal2,2009,gdchaves,1073.47,2300,0.47
ligaportugal2,2009,gdestorilpraia,618.80,1421,0.44
ligaportugal2,2009,gilvicentefutebolclube,1306.33,1953,0.67
ligaportugal2,2009,portimonensesad,1531.07,4961,0.31
ligaportugal2,2009,scbeiramar,1965.80,7498,0.26
ligaportugal2,2009,sccovilha,476.67,705,0.68
ligaportugal2,2009,scfreamunde,768.67,1102,0.70
ligaportugal2,2009,udoliveirense,622.07,1637,0.38
ligaportugal2,2009,varzimsc,1319.73,3724,0.35
ligaportugal2,2010,cdfatima,553.53,683,0.81
ligaportugal2,2010,cdfeirense,1048.07,3078,0.34
ligaportugal2,2010,cfosbelenenses,1424.33,2295,0.62
ligaportugal2,2010,clubedesportivodasaves2020,646.47,1302,0.50
ligaportugal2,2010,clubedesportivosantaclara,374.67,530,0.71
ligaportugal2,2010,clubedesportivotrofense,1867.47,4208,0.44
ligaportugal2,2010,fcarouca,543.33,1254,0.43
ligaportugal2,2010,futebolclubepenafiel,1268.47,1972,0.64
ligaportugal2,2010,gdestorilpraia,742.33,2203,0.34
ligaportugal2,2010,gilvicentefutebolclube,4074.53,12000,0.34
ligaportugal2,2010,leixoessc,1622.33,1935,0.84
ligaportugal2,2010,moreirensefutebolclube,1484.53,2320,0.64
ligaportugal2,2010,sccovilha,682.67,1545,0.44
ligaportugal2,2010,scfreamunde,784.80,1286,0.61
ligaportugal2,2010,udoliveirense,816.47,1490,0.55
ligaportugal2,2010,varzimsc,1768.67,3653,0.48
ligaportugal2,2011,atleticoclubedeportugal,644.87,1750,0.37
ligaportugal2,2011,cfosbelenenses,1460.20,2092,0.70
ligaportugal2,2011,cfuniaodamadeira2021,597.27,1965,0.30
ligaportugal2,2011,clubedesportivodasaves2020,660.53,1176,0.56
ligaportugal2,2011,clubedesportivosantaclara,545.47,1339,0.41
ligaportugal2,2011,clubedesportivotrofense,1348.13,4127,0.33
ligaportugal2,2011,fcarouca,501.60,1122,0.45
ligaportugal2,2011,futebolclubepenafiel,1413.53,2799,0.51
ligaportugal2,2011,gdestorilpraia,1175.20,4357,0.27
ligaportugal2,2011,leixoessc,1419.80,3814,0.37
ligaportugal2,2011,moreirensefutebolclube,1542.93,6153,0.25
ligaportugal2,2011,naval1odemaio,390.33,1381,0.28
ligaportugal2,2011,portimonensesad,1584.47,4000,0.40
ligaportugal2,2011,sccovilha,435.27,1030,0.42
ligaportugal2,2011,scfreamunde,768.80,1810,0.42
ligaportugal2,2011,udoliveirense,612.27,891,0.69
ligaportugal2,2012,atleticoclubedeportugal,722.33,1650,0.44
ligaportugal2,2012,cdfeirense,722.67,1304,0.55
ligaportugal2,2012,cfosbelenenses,1726.33,3066,0.56
ligaportugal2,2012,cfuniaodamadeira2021,450.52,1037,0.43
ligaportugal2,2012,clubedesportivodasaves2020,429.29,866,0.50
ligaportugal2,2012,clubedesportivosantaclara,823.24,1554,0.53
ligaportugal2,2012,clubedesportivotondela,845.33,1646,0.51
ligaportugal2,2012,clubedesportivotrofense,766.10,1402,0.55
ligaportugal2,2012,csmaritimob,536.95,1119,0.48
ligaportugal2,2012,fcarouca,616.33,1470,0.42
ligaportugal2,2012,fcportob,972.19,6849,0.14
ligaportugal2,2012,futebolclubepenafiel,677.14,1243,0.54
ligaportugal2,2012,leixoessc,1260.81,1922,0.66
ligaportugal2,2012,naval1odemaio,245.05,628,0.39
ligaportugal2,2012,portimonensesad,1039.19,2128,0.49
ligaportugal2,2012,scbragab,1056.33,3079,0.34
ligaportugal2,2012,sccovilha,470.38,795,0.59
ligaportugal2,2012,scfreamunde,688.62,886,0.78
ligaportugal2,2012,slbenficab,1175.71,4928,0.24
ligaportugal2,2012,sportingcpb,523.52,2500,0.21
ligaportugal2,2012,udoliveirense,574.00,933,0.62
ligaportugal2,2012,vitoriaguimaraesscb,2006.86,3726,0.54
ligaportugal2,2013,academicodeviseufc,1077.48,3430,0.31
ligaportugal2,2013,atleticoclubedeportugal,403.24,850,0.47
ligaportugal2,2013,cdfeirense,731.05,1112,0.66
ligaportugal2,2013,cfuniaodamadeira2021,608.14,1629,0.37
ligaportugal2,2013,clubedesportivodasaves2020,557.86,2875,0.19
ligaportugal2,2013,clubedesportivosantaclara,565.00,1077,0.52
ligaportugal2,2013,clubedesportivotondela,567.76,979,0.58
ligaportugal2,2013,clubedesportivotrofense,722.62,1114,0.65
ligaportugal2,2013,csmaritimob,500.10,785,0.64
ligaportugal2,2013,fcportob,589.57,2376,0.25
ligaportugal2,2013,futebolclubepenafiel,1050.67,4131,0.25
ligaportugal2,2013,gdchaves,955.38,2044,0.47
ligaportugal2,2013,leixoessc,1069.43,2390,0.45
ligaportugal2,2013,moreirensefutebolclube,1358.00,3834,0.35
ligaportugal2,2013,portimonensesad,1041.71,3012,0.35
ligaportugal2,2013,scbeiramar,720.19,1210,0.60
ligaportugal2,2013,scbragab,517.00,756,0.68
ligaportugal2,2013,sccovilha,377.05,592,0.64
ligaportugal2,2013,scfarense,979.76,2601,0.38
ligaportugal2,2013,slbenficab,662.10,1771,0.37
ligaportugal2,2013,sportingcpb,865.24,2020,0.43
ligaportugal2,2013,udoliveirense,499.43,892,0.56
ligaportugal2,2014,academicodeviseufc,713.26,1864,0.38
ligaportugal2,2014,atleticoclubedeportugal,350.91,696,0.50
ligaportugal2,2014,cdfeirense,805.04,1310,0.61
ligaportugal2,2014,cfuniaodamadeira2021,1202.83,2294,0.52
ligaportugal2,2014,clubedesportivodasaves2020,530.13,782,0.68
ligaportugal2,2014,clubedesportivosantaclara,561.09,1394,0.40
ligaportugal2,2014,clubedesportivotondela,811.30,2500,0.32
ligaportugal2,2014,clubedesportivotrofense,528.22,878,0.60
ligaportugal2,2014,clubeorientallisboa,598.83,1235,0.48
ligaportugal2,2014,csmaritimob,241.04,912,0.26
ligaportugal2,2014,fcportob,457.87,839,0.55
ligaportugal2,2014,gdchaves,2119.52,7930,0.27
ligaportugal2,2014,leixoessc,739.74,1359,0.54
ligaportugal2,2014,portimonensesad,669.70,1570,0.43
ligaportugal2,2014,scbeiramar,614.70,1170,0.53
ligaportugal2,2014,scbragab,445.48,820,0.54
ligaportugal2,2014,sccovilha,480.35,1048,0.46
ligaportugal2,2014,scfarense,871.43,2436,0.36
ligaportugal2,2014,scfreamunde,810.83,2127,0.38
ligaportugal2,2014,slbenficab,790.74,2135,0.37
ligaportugal2,2014,sportingclubeolhanense,573.39,1778,0.32
ligaportugal2,2014,sportingcpb,276.43,417,0.66
ligaportugal2,2014,udoliveirense,535.39,846,0.63
ligaportugal2,2014,vitoriaguimaraesscb,1588.78,3740,0.42
ligaportugal2,2015,academicodeviseufc,706.65,2142,0.33
ligaportugal2,2015,atleticoclubedeportugal,271.26,475,0.57
ligaportugal2,2015,cdfeirense,1047.78,3493,0.30
ligaportugal2,2015,cdmafra,484.52,1028,0.47
ligaportugal2,2015,clubedesportivodasaves2020,749.35,1717,0.44
ligaportugal2,2015,clubedesportivosantaclara,558.87,1062,0.53
ligaportugal2,2015,clubeorientallisboa,454.00,867,0.52
ligaportugal2,2015,fcfamalicao,2809.35,4647,0.60
ligaportugal2,2015,fcportob,727.00,5373,0.14
ligaportugal2,2015,futebolclubepenafiel,573.00,865,0.66
ligaportugal2,2015,gdchaves,2714.43,7900,0.34
ligaportugal2,2015,gilvicentefutebolclube,977.65,2282,0.43
ligaportugal2,2015,leixoessc,1225.35,4538,0.27
ligaportugal2,2015,portimonensesad,1206.26,4951,0.24
ligaportugal2,2015,scbragab,456.87,1020,0.45
ligaportugal2,2015,sccovilha,318.17,688,0.46
ligaportugal2,2015,scfarense,834.43,1617,0.52
ligaportugal2,2015,scfreamunde,931.30,3450,0.27
ligaportugal2,2015,slbenficab,696.09,1685,0.41
ligaportugal2,2015,sportingclubeolhanense,528.39,2560,0.21
ligaportugal2,2015,sportingcpb,308.26,904,0.34
ligaportugal2,2015,udoliveirense,456.91,893,0.51
ligaportugal2,2015,varzimsc,1265.48,3785,0.33
ligaportugal2,2015,vitoriaguimaraesscb,1282.61,3509,0.37
ligaportugal2,2016,academicadecoimbra,2483.00,3542,0.70
ligaportugal2,2016,academicodeviseufc,896.52,3324,0.27
ligaportugal2,2016,adfafe,1349.19,3000,0.45
ligaportugal2,2016,cdcovadapiedade,891.67,1613,0.55
ligaportugal2,2016,cfuniaodamadeira2021,780.81,1723,0.45
ligaportugal2,2016,clubedesportivodasaves2020,1153.29,3500,0.33
ligaportugal2,2016,clubedesportivosantaclara,1041.76,2642,0.39
ligaportugal2,2016,fcfamalicao,2502.24,4156,0.60
ligaportugal2,2016,fcportob,564.52,1148,0.49
ligaportugal2,2016,futebolclubedevizela,1085.95,1890,0.57
ligaportugal2,2016,futebolclubepenafiel,606.33,1526,0.40
ligaportugal2,2016,gilvicentefutebolclube,965.05,2762,0.35
ligaportugal2,2016,leixoessc,1987.90,5813,0.34
ligaportugal2,2016,portimonensesad,1807.71,4417,0.41
ligaportugal2,2016,scbragab,427.19,740,0.58
ligaportugal2,2016,sccovilha,303.86,637,0.48
ligaportugal2,2016,scfreamunde,569.33,1116,0.51
ligaportugal2,2016,slbenficab,733.95,1331,0.55
ligaportugal2,2016,sportingclubeolhanense,288.71,821,0.35
ligaportugal2,2016,sportingcpb,274.00,451,0.61
ligaportugal2,2016,varzimsc,1390.67,2303,0.60
ligaportugal2,2016,vitoriaguimaraesscb,1714.33,3201,0.54
ligaportugal2,2017,academicadecoimbra,4802.89,20446,0.23
ligaportugal2,2017,academicodeviseufc,977.53,1668,0.59
ligaportugal2,2017,cdcovadapiedade,784.32,1151,0.68
ligaportugal2,2017,cdnacional,1924.47,4131,0.47
ligaportugal2,2017,cfuniaodamadeira2021,907.05,2489,0.36
ligaportugal2,2017,clubedesportivosantaclara,2031.11,4000,0.51
ligaportugal2,2017,fcarouca,992.32,1675,0.59
ligaportugal2,2017,fcfamalicao,1731.05,3125,0.55
ligaportugal2,2017,fcportob,502.00,1470,0.34
ligaportugal2,2017,futebolclubepenafiel,846.32,1581,0.54
ligaportugal2,2017,gilvicentefutebolclube,961.79,2018,0.48
ligaportugal2,2017,leixoessc,1488.32,5063,0.29
ligaportugal2,2017,realsc,493.53,971,0.51
