position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Al-Hilal SFC,30,22,6,2,74:26,48,72,https://www.transfermarkt.com.br/al-hilal-riad/spielplan/verein/1114/saison_id/2019
2,Al-Nassr FC,30,19,7,4,60:26,34,64,https://www.transfermarkt.com.br/al-nasr-riad/spielplan/verein/18544/saison_id/2019
3,Al-Ahli SFC,30,15,5,10,49:36,13,50,https://www.transfermarkt.com.br/al-ahli-dschidda/spielplan/verein/18487/saison_id/2019
4,Al-Wehda FC,30,16,1,13,45:40,5,49,https://www.transfermarkt.com.br/al-wahda-mekka/spielplan/verein/17209/saison_id/2019
5,Al-Faisaly FC,30,14,6,10,41:36,5,48,https://www.transfermarkt.com.br/al-faisaly-harmah/spielplan/verein/28848/saison_id/2019
6,Al-Raed SFC,30,13,7,10,41:50,-9,46,https://www.transfermarkt.com.br/al-raed/spielplan/verein/22381/saison_id/2019
7,Al-Shabab FC,30,12,7,11,38:37,1,43,https://www.transfermarkt.com.br/al-shabab-riad/spielplan/verein/9840/saison_id/2019
8,Al-Ettifaq FC,30,13,3,14,46:38,8,42,https://www.transfermarkt.com.br/al-ettifaq/spielplan/verein/7732/saison_id/2019
9,Abha Club,30,11,5,14,41:52,-11,38,https://www.transfermarkt.com.br/abha-club/spielplan/verein/40039/saison_id/2019
10,Damac FC,30,9,8,13,37:52,-15,35,https://www.transfermarkt.com.br/damac-fc/spielplan/verein/50532/saison_id/2019
11,Al-Ittihad Club,30,9,8,13,42:41,1,35,https://www.transfermarkt.com.br/al-ittihad-dschidda/spielplan/verein/8023/saison_id/2019
12,Al-Taawoun FC,30,10,5,15,33:40,-7,35,https://www.transfermarkt.com.br/al-taawoun-fc/spielplan/verein/28844/saison_id/2019
13,Al-Fateh SC,30,8,9,13,42:49,-7,33,https://www.transfermarkt.com.br/al-fateh/spielplan/verein/27221/saison_id/2019
14,Al-Fayha FC,30,8,8,14,34:44,-10,32,https://www.transfermarkt.com.br/al-fayha-fc/spielplan/verein/50531/saison_id/2019
15,Al-Hazem SC,30,7,6,17,40:61,-21,27,https://www.transfermarkt.com.br/al-hazm/spielplan/verein/9131/saison_id/2019
16,Al-Adalah FC,30,4,9,17,27:62,-35,21,https://www.transfermarkt.com.br/al-adalah-fc/spielplan/verein/55544/saison_id/2019
