position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Union Saint-Gilloise,30,21,7,2,63:31,32,70,https://www.transfermarkt.com.br/royale-union-saint-gilloise/spielplan/verein/3948/saison_id/2023
2,RSC Anderlecht,30,18,9,3,58:30,28,63,https://www.transfermarkt.com.br/rsc-anderlecht/spielplan/verein/58/saison_id/2023
3,Royal Antuérpia FC,30,14,10,6,55:27,28,52,https://www.transfermarkt.com.br/royal-antwerpen-fc/spielplan/verein/1096/saison_id/2023
4,Club Brugge,30,14,9,7,62:29,33,51,https://www.transfermarkt.com.br/fc-brugge/spielplan/verein/2282/saison_id/2023
5,Cercle Brügge,30,14,5,11,44:34,10,47,https://www.transfermarkt.com.br/cercle-brugge/spielplan/verein/520/saison_id/2023
6,KRC Genk,30,12,11,7,51:31,20,47,https://www.transfermarkt.com.br/krc-genk/spielplan/verein/1184/saison_id/2023
7,KAA Gent,30,12,11,7,53:38,15,47,https://www.transfermarkt.com.br/kaa-gent/spielplan/verein/157/saison_id/2023
8,KV Mechelen,30,13,6,11,39:34,5,45,https://www.transfermarkt.com.br/kv-mechelen/spielplan/verein/354/saison_id/2023
9,VV St.Truiden,30,10,10,10,35:46,-11,40,https://www.transfermarkt.com.br/vv-st-truiden/spielplan/verein/475/saison_id/2023
10,Standard de Liège,30,8,10,12,33:41,-8,34,https://www.transfermarkt.com.br/standard-luttich/spielplan/verein/3057/saison_id/2023
11,KVC Westerlo,30,7,9,14,42:54,-12,30,https://www.transfermarkt.com.br/kvc-westerlo/spielplan/verein/968/saison_id/2023
12,Oud-Heverlee Leuven,30,7,8,15,34:47,-13,29,https://www.transfermarkt.com.br/oud-heverlee-leuven/spielplan/verein/2727/saison_id/2023
13,R Charleroi SC,30,7,8,15,26:48,-22,29,https://www.transfermarkt.com.br/rsc-charleroi/spielplan/verein/172/saison_id/2023
14,KAS Eupen,30,7,3,20,24:58,-34,24,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2023
15,KV Kortrijk,30,6,6,18,22:57,-35,24,https://www.transfermarkt.com.br/kv-kortrijk/spielplan/verein/601/saison_id/2023
16,RWD Molenbeek,30,5,8,17,31:67,-36,23,https://www.transfermarkt.com.br/rwd-molenbeek/spielplan/verein/54189/saison_id/2023
