position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,SC Freiburg,34,22,6,6,75:39,36,72,https://www.transfermarkt.com.br/sc-freiburg/spielplan/verein/60/saison_id/2015
2,RB Leipzig,34,20,7,7,54:32,22,67,https://www.transfermarkt.com.br/rasenballsport-leipzig/spielplan/verein/23826/saison_id/2015
3,1.FC Nuremberg,34,19,8,7,68:41,27,65,https://www.transfermarkt.com.br/1-fc-nurnberg/spielplan/verein/4/saison_id/2015
4,FC St. Pauli,34,15,8,11,45:39,6,53,https://www.transfermarkt.com.br/fc-st-pauli/spielplan/verein/35/saison_id/2015
5,VfL Bochum,34,13,12,9,56:40,16,51,https://www.transfermarkt.com.br/vfl-bochum/spielplan/verein/80/saison_id/2015
6,1.FC Union Berlim,34,13,10,11,56:50,6,49,https://www.transfermarkt.com.br/1-fc-union-berlin/spielplan/verein/89/saison_id/2015
7,Karlsruher SC,34,12,11,11,35:37,-2,47,https://www.transfermarkt.com.br/karlsruher-sc/spielplan/verein/48/saison_id/2015
8,Eintracht Braunschweig TSV,34,12,10,12,44:38,6,46,https://www.transfermarkt.com.br/eintracht-braunschweig/spielplan/verein/23/saison_id/2015
9,SpVgg Greuther Fürth,34,13,7,14,49:55,-6,46,https://www.transfermarkt.com.br/spvgg-greuther-furth/spielplan/verein/65/saison_id/2015
10,1.FC Kaiserslautern,34,12,9,13,49:47,2,45,https://www.transfermarkt.com.br/1-fc-kaiserslautern/spielplan/verein/2/saison_id/2015
11,1.FC Heidenheim 1846,34,11,12,11,42:40,2,45,https://www.transfermarkt.com.br/1-fc-heidenheim-1846/spielplan/verein/2036/saison_id/2015
12,Arminia Bielefeld,34,8,18,8,38:39,-1,42,https://www.transfermarkt.com.br/arminia-bielefeld/spielplan/verein/10/saison_id/2015
13,SV Sandhausen,34,12,7,15,40:50,-10,40,https://www.transfermarkt.com.br/sv-sandhausen/spielplan/verein/254/saison_id/2015
14,Fortuna Düsseldorf 95,34,9,8,17,32:47,-15,35,https://www.transfermarkt.com.br/fortuna-dusseldorf/spielplan/verein/38/saison_id/2015
15,TSV 1860 Munique,34,8,10,16,32:46,-14,34,https://www.transfermarkt.com.br/tsv-1860-munchen/spielplan/verein/72/saison_id/2015
16,MSV Duisburg,34,7,11,16,32:54,-22,32,https://www.transfermarkt.com.br/msv-duisburg/spielplan/verein/52/saison_id/2015
17,FSV Frankfurt,34,8,8,18,33:59,-26,32,https://www.transfermarkt.com.br/fsv-frankfurt/spielplan/verein/293/saison_id/2015
18,SC Paderborn 07,34,6,10,18,28:55,-27,28,https://www.transfermarkt.com.br/sc-paderborn-07/spielplan/verein/127/saison_id/2015
