position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Sporting CP,34,22,9,3,74:25,49,75,https://www.transfermarkt.com.br/sporting-lissabon/spielplan/verein/336/saison_id/2001
2,Boavista FC,34,21,7,6,53:20,33,70,https://www.transfermarkt.com.br/boavista-porto-fc/spielplan/verein/2503/saison_id/2001
3,FC Porto,34,21,5,8,66:34,32,68,https://www.transfermarkt.com.br/fc-porto/spielplan/verein/720/saison_id/2001
4,SL Benfica,34,17,12,5,66:37,29,63,https://www.transfermarkt.com.br/benfica-lissabon/spielplan/verein/294/saison_id/2001
5,CF Os Belenenses,34,17,6,11,54:44,10,57,https://www.transfermarkt.com.br/cf-os-belenenses/spielplan/verein/68608/saison_id/2001
6,Club Sport Marítimo,34,17,5,12,48:35,13,56,https://www.transfermarkt.com.br/cs-maritimo/spielplan/verein/1301/saison_id/2001
7,UD Leiria,34,15,10,9,52:35,17,55,https://www.transfermarkt.com.br/uniao-leiria/spielplan/verein/2639/saison_id/2001
8,FC Paços de Ferreira,34,12,10,12,41:44,-3,46,https://www.transfermarkt.com.br/fc-pacos-de-ferreira/spielplan/verein/2995/saison_id/2001
9,SC Braga,34,10,12,12,43:43,0,42,https://www.transfermarkt.com.br/sc-braga/spielplan/verein/1075/saison_id/2001
10,Vitória Sport Clube,34,11,9,14,35:41,-6,42,https://www.transfermarkt.com.br/vitoria-guimaraes-sc/spielplan/verein/2420/saison_id/2001
11,SC Beira-Mar,34,10,9,15,48:56,-8,39,https://www.transfermarkt.com.br/sc-beira-mar/spielplan/verein/1436/saison_id/2001
12,Vitória Futebol Clube,34,9,11,14,40:46,-6,38,https://www.transfermarkt.com.br/vitoria-setubal-fc/spielplan/verein/1085/saison_id/2001
13,Gil Vicente Futebol Clube,34,10,8,16,42:56,-14,38,https://www.transfermarkt.com.br/gil-vicente-fc/spielplan/verein/2424/saison_id/2001
14,Clube Desportivo Santa Clara,34,9,10,15,32:46,-14,37,https://www.transfermarkt.com.br/cd-santa-clara/spielplan/verein/2423/saison_id/2001
15,Varzim SC,34,8,8,18,27:55,-28,32,https://www.transfermarkt.com.br/varzim-sc/spielplan/verein/4297/saison_id/2001
16,SC Salgueiros,34,8,6,20,29:71,-42,30,https://www.transfermarkt.com.br/sc-salgueiros/spielplan/verein/2434/saison_id/2001
17,SC Farense,34,7,7,20,29:63,-34,28,https://www.transfermarkt.com.br/sc-farense/spielplan/verein/4294/saison_id/2001
18,FC Alverca,34,7,6,21,39:67,-28,27,https://www.transfermarkt.com.br/fc-alverca/spielplan/verein/2521/saison_id/2001
