g_type,g_type_display,threshold_label,n_teams,mean_normalized_rank,median_normalized_rank,std_normalized_rank,min_normalized_rank,max_normalized_rank,n_top_half,pct_top_half,n_bottom_half,pct_bottom_half
balanced,G0 (Balanced),G: 0.350,6548,0.5015697072870828,0.5217391304347826,0.3035193629336791,0.0,1.0,3255,49.70983506414172,3293,50.29016493585828
unbalanced_weak,G- (Unbalanced Weak),G: 0.350,506,0.4734391359453409,0.47058823529411764,0.3072449671076531,0.0,1.0,274,54.1501976284585,232,45.8498023715415
unbalanced_strong,G+ (Unbalanced Strong),G: 0.350,511,0.5056352644808388,0.5263157894736842,0.3050354378391407,0.0,1.0,250,48.923679060665364,261,51.076320939334636
