position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,SE Palmeiras,38,20,10,8,64:33,31,70,https://www.transfermarkt.com.br/se-palmeiras-sao-paulo/spielplan/verein/1023/saison_id/2022
2,Grêmio FBPA,38,21,5,12,63:56,7,68,https://www.transfermarkt.com.br/gremio-porto-alegre/spielplan/verein/210/saison_id/2022
3,Atlético Mineiro,38,19,9,10,52:32,20,66,https://www.transfermarkt.com.br/clube-atletico-mineiro/spielplan/verein/330/saison_id/2022
4,CR Flamengo,38,19,9,10,56:42,14,66,https://www.transfermarkt.com.br/flamengo-rio-de-janeiro/spielplan/verein/614/saison_id/2022
5,Botafogo FR,38,18,10,10,58:37,21,64,https://www.transfermarkt.com.br/botafogo-rio-de-janeiro/spielplan/verein/537/saison_id/2022
6,RB Bragantino,38,17,11,10,49:35,14,62,https://www.transfermarkt.com.br/red-bull-bragantino/spielplan/verein/8793/saison_id/2022
7,Fluminense FC,38,16,8,14,51:47,4,56,https://www.transfermarkt.com.br/fluminense-rio-de-janeiro/spielplan/verein/2462/saison_id/2022
8,Athletico Paranaense,38,14,14,10,51:43,8,56,https://www.transfermarkt.com.br/club-athletico-paranaense/spielplan/verein/679/saison_id/2022
9,SC Internacional,38,15,10,13,46:45,1,55,https://www.transfermarkt.com.br/sc-internacional-porto-alegre/spielplan/verein/6600/saison_id/2022
10,Fortaleza EC,38,15,9,14,45:44,1,54,https://www.transfermarkt.com.br/fortaleza-esporte-clube/spielplan/verein/10870/saison_id/2022
11,São Paulo FC,38,14,11,13,40:38,2,53,https://www.transfermarkt.com.br/fc-sao-paulo/spielplan/verein/585/saison_id/2022
12,Cuiabá EC,38,14,9,15,40:39,1,51,https://www.transfermarkt.com.br/cuiaba-ec-mt-/spielplan/verein/28022/saison_id/2022
13,SC Corinthians,38,12,14,12,47:48,-1,50,https://www.transfermarkt.com.br/corinthians-sao-paulo/spielplan/verein/199/saison_id/2022
14,Cruzeiro EC,38,11,14,13,35:32,3,47,https://www.transfermarkt.com.br/ec-cruzeiro-belo-horizonte/spielplan/verein/609/saison_id/2022
15,CR Vasco da Gama,38,12,9,17,41:51,-10,45,https://www.transfermarkt.com.br/vasco-da-gama-rio-de-janeiro/spielplan/verein/978/saison_id/2022
16,EC Bahia,38,12,8,18,50:53,-3,44,https://www.transfermarkt.com.br/esporte-clube-bahia/spielplan/verein/10010/saison_id/2022
17,Santos FC,38,11,10,17,39:64,-25,43,https://www.transfermarkt.com.br/fc-santos/spielplan/verein/221/saison_id/2022
18,Goiás EC,38,9,11,18,36:53,-17,38,https://www.transfermarkt.com.br/goias-ec/spielplan/verein/3197/saison_id/2022
19,Coritiba FC,38,8,6,24,41:73,-32,30,https://www.transfermarkt.com.br/coritiba-fc/spielplan/verein/776/saison_id/2022
20,América Mineiro,38,5,9,24,42:81,-39,24,https://www.transfermarkt.com.br/america-futebol-clube-mg-/spielplan/verein/2863/saison_id/2022
