position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Shimizu S-Pulse,38,26,4,8,68:38,30,82,https://www.transfermarkt.com.br/shimizu-s-pulse/spielplan/verein/1062/saison_id/2023
2,Yokohama FC,38,22,10,6,60:27,33,76,https://www.transfermarkt.com.br/yokohama-fc/spielplan/verein/943/saison_id/2023
3,V-Varen Nagasaki,38,21,12,5,74:39,35,75,https://www.transfermarkt.com.br/v-varen-nagasaki/spielplan/verein/23581/saison_id/2023
4,Montedio Yamagata,38,20,6,12,55:36,19,66,https://www.transfermarkt.com.br/montedio-yamagata/spielplan/verein/16190/saison_id/2023
5,Fagiano Okayama,38,17,14,7,48:29,19,65,https://www.transfermarkt.com.br/fagiano-okayama/spielplan/verein/22171/saison_id/2023
6,Vegalta Sendai,38,18,10,10,50:44,6,64,https://www.transfermarkt.com.br/vegalta-sendai/spielplan/verein/6395/saison_id/2023
7,JEF United Chiba,38,19,4,15,67:48,19,61,https://www.transfermarkt.com.br/jef-united-chiba/spielplan/verein/672/saison_id/2023
8,Tokushima Vortis,38,16,7,15,42:44,-2,55,https://www.transfermarkt.com.br/tokushima-vortis/spielplan/verein/17832/saison_id/2023
9,Iwaki FC,38,15,9,14,53:41,12,54,https://www.transfermarkt.com.br/iwaki-fc/spielplan/verein/53668/saison_id/2023
10,Blaublitz Akita,38,15,9,14,36:35,1,54,https://www.transfermarkt.com.br/blaublitz-akita/spielplan/verein/23580/saison_id/2023
11,Renofa Yamaguchi,38,15,8,15,43:44,-1,53,https://www.transfermarkt.com.br/renofa-yamaguchi/spielplan/verein/28730/saison_id/2023
12,Roasso Kumamoto,38,13,7,18,53:62,-9,46,https://www.transfermarkt.com.br/roasso-kumamoto/spielplan/verein/22175/saison_id/2023
13,Fujieda MYFC,38,14,4,20,38:57,-19,46,https://www.transfermarkt.com.br/fujieda-myfc/spielplan/verein/25716/saison_id/2023
14,Ventforet Kofu,38,12,9,17,54:57,-3,45,https://www.transfermarkt.com.br/ventforet-kofu/spielplan/verein/10999/saison_id/2023
15,Mito HollyHock,38,11,11,16,39:51,-12,44,https://www.transfermarkt.com.br/mito-hollyhock/spielplan/verein/21975/saison_id/2023
16,Oita Trinita,38,10,13,15,33:47,-14,43,https://www.transfermarkt.com.br/oita-trinita/spielplan/verein/3935/saison_id/2023
17,Ehime FC,38,10,10,18,41:69,-28,40,https://www.transfermarkt.com.br/ehime-fc/spielplan/verein/20682/saison_id/2023
18,Tochigi SC,38,7,13,18,33:57,-24,34,https://www.transfermarkt.com.br/tochigi-sc/spielplan/verein/22179/saison_id/2023
19,Kagoshima United,38,7,9,22,35:59,-24,30,https://www.transfermarkt.com.br/kagoshima-united/spielplan/verein/42629/saison_id/2023
20,Thespa Gunma,38,3,9,26,24:62,-38,18,https://www.transfermarkt.com.br/thespakusatsu-gunma/spielplan/verein/22178/saison_id/2023
