position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,SE Palmeiras,38,24,7,7,71:28,43,79,https://www.transfermarkt.com.br/se-palmeiras-sao-paulo/spielplan/verein/1023/saison_id/2012
2,Chapecoense,38,20,12,6,60:31,29,72,https://www.transfermarkt.com.br/chapecoense/spielplan/verein/17776/saison_id/2012
3,Sport Recife,38,20,3,15,64:56,8,63,https://www.transfermarkt.com.br/sport-club-do-recife/spielplan/verein/8718/saison_id/2012
4,Figueirense FC,38,18,6,14,63:52,11,60,https://www.transfermarkt.com.br/figueirense-fc/spielplan/verein/4064/saison_id/2012
5,ADRC Icasa,38,18,5,15,50:54,-4,59,https://www.transfermarkt.com.br/ad-recreativa-cultural-icasa-ce-/spielplan/verein/16441/saison_id/2012
6,Joinville EC,38,17,8,13,58:44,14,59,https://www.transfermarkt.com.br/joinville-ec-sc-/spielplan/verein/3330/saison_id/2012
7,Ceará SC,38,16,11,11,60:50,10,59,https://www.transfermarkt.com.br/ceara-sporting-club/spielplan/verein/2029/saison_id/2012
8,Paraná Clube,38,16,9,13,55:39,16,57,https://www.transfermarkt.com.br/parana-clube/spielplan/verein/309/saison_id/2012
9,América Mineiro,38,14,15,9,51:42,9,57,https://www.transfermarkt.com.br/america-futebol-clube-mg-/spielplan/verein/2863/saison_id/2012
10,Avaí FC,38,16,8,14,49:46,3,56,https://www.transfermarkt.com.br/avai-fc-sc-/spielplan/verein/2035/saison_id/2012
11,Boa EC,38,13,11,14,33:46,-13,50,https://www.transfermarkt.com.br/boa-esporte-clube-mg-/spielplan/verein/17561/saison_id/2012
12,CA Bragantino,38,13,8,17,37:43,-6,47,https://www.transfermarkt.com.br/red-bull-bragantino/spielplan/verein/8793/saison_id/2012
13,América FC,38,11,14,13,48:56,-8,47,https://www.transfermarkt.com.br/america-futebol-clube-rn-/spielplan/verein/1751/saison_id/2012
14,ABC FC,38,13,7,18,45:58,-13,46,https://www.transfermarkt.com.br/abc-futebol-clube-rn-/spielplan/verein/7209/saison_id/2012
15,Oeste FC,38,11,13,14,44:58,-14,46,https://www.transfermarkt.com.br/oeste-fc-sp-/spielplan/verein/21829/saison_id/2012
16,Atlético Goianiense,38,12,8,18,42:51,-9,44,https://www.transfermarkt.com.br/atletico-clube-goianiense/spielplan/verein/15172/saison_id/2012
17,Guaratinguetá,38,11,8,19,42:54,-12,41,https://www.transfermarkt.com.br/guaratingueta-futebol-ltda-sp-/spielplan/verein/15064/saison_id/2012
18,Paysandu SC,38,10,10,18,40:56,-16,40,https://www.transfermarkt.com.br/paysandu-sport-club-pa-/spielplan/verein/6347/saison_id/2012
19,AD São Caetano,38,9,9,20,45:59,-14,36,https://www.transfermarkt.com.br/ad-sao-caetano-sp-/spielplan/verein/291/saison_id/2012
20,ASA de Arapiraca,38,11,2,25,41:75,-34,35,https://www.transfermarkt.com.br/asa-de-arapiraca/spielplan/verein/20092/saison_id/2012
