position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Newcastle United,46,30,12,4,90:35,55,102,https://www.transfermarkt.com.br/newcastle-united/spielplan/verein/762/saison_id/2009
2,West Bromwich Albion,46,26,13,7,89:48,41,91,https://www.transfermarkt.com.br/west-bromwich-albion/spielplan/verein/984/saison_id/2009
3,Nottingham Forest,46,22,13,11,65:40,25,79,https://www.transfermarkt.com.br/nottingham-forest/spielplan/verein/703/saison_id/2009
4,Cardiff City,46,22,10,14,73:54,19,76,https://www.transfermarkt.com.br/cardiff-city/spielplan/verein/603/saison_id/2009
5,Leicester City FC,46,21,13,12,61:45,16,76,https://www.transfermarkt.com.br/leicester-city/spielplan/verein/1003/saison_id/2009
6,Blackpool FC,46,19,13,14,74:58,16,70,https://www.transfermarkt.com.br/fc-blackpool/spielplan/verein/1181/saison_id/2009
7,Swansea City AFC,46,17,18,11,40:37,3,69,https://www.transfermarkt.com.br/swansea-city/spielplan/verein/2288/saison_id/2009
8,Sheffield United,46,17,14,15,62:55,7,65,https://www.transfermarkt.com.br/sheffield-united/spielplan/verein/350/saison_id/2009
9,FC Reading,46,17,12,17,68:63,5,63,https://www.transfermarkt.com.br/fc-reading/spielplan/verein/1032/saison_id/2009
10,Bristol City,46,15,18,13,56:65,-9,63,https://www.transfermarkt.com.br/bristol-city/spielplan/verein/698/saison_id/2009
11,FC Middlesbrough,46,16,14,16,58:50,8,62,https://www.transfermarkt.com.br/fc-middlesbrough/spielplan/verein/641/saison_id/2009
12,Doncaster Rovers,46,15,15,16,59:58,1,60,https://www.transfermarkt.com.br/doncaster-rovers/spielplan/verein/2454/saison_id/2009
13,Queens Park Rangers,46,14,15,17,58:65,-7,57,https://www.transfermarkt.com.br/queens-park-rangers/spielplan/verein/1039/saison_id/2009
14,Derby County,46,15,11,20,53:63,-10,56,https://www.transfermarkt.com.br/derby-county/spielplan/verein/22/saison_id/2009
15,Ipswich Town FC,46,12,20,14,50:61,-11,56,https://www.transfermarkt.com.br/ipswich-town/spielplan/verein/677/saison_id/2009
16,FC Watford,46,14,12,20,61:68,-7,54,https://www.transfermarkt.com.br/fc-watford/spielplan/verein/1010/saison_id/2009
17,Preston North End,46,13,15,18,58:73,-15,54,https://www.transfermarkt.com.br/preston-north-end/spielplan/verein/466/saison_id/2009
18,Barnsley FC,46,14,12,20,53:69,-16,54,https://www.transfermarkt.com.br/fc-barnsley/spielplan/verein/349/saison_id/2009
19,Coventry City,46,13,15,18,47:64,-17,54,https://www.transfermarkt.com.br/coventry-city/spielplan/verein/990/saison_id/2009
20,Scunthorpe United,46,14,10,22,62:84,-22,52,https://www.transfermarkt.com.br/scunthorpe-united/spielplan/verein/2964/saison_id/2009
21,Crystal Palace FC,46,14,17,15,50:53,-3,49,https://www.transfermarkt.com.br/crystal-palace/spielplan/verein/873/saison_id/2009
22,Sheffield Wednesday,46,11,14,21,49:69,-20,47,https://www.transfermarkt.com.br/sheffield-wednesday/spielplan/verein/1035/saison_id/2009
23,Plymouth Argyle,46,11,8,27,43:68,-25,41,https://www.transfermarkt.com.br/plymouth-argyle/spielplan/verein/2262/saison_id/2009
24,Peterborough United,46,8,10,28,46:80,-34,34,https://www.transfermarkt.com.br/peterborough-united/spielplan/verein/1072/saison_id/2009
