position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Clube Desportivo Tondela,34,17,13,4,58:35,23,64,https://www.transfermarkt.com.br/cd-tondela/spielplan/verein/7179/saison_id/2024
2,FC Alverca,34,17,12,5,58:34,24,63,https://www.transfermarkt.com.br/fc-alverca/spielplan/verein/2521/saison_id/2024
3,Futebol Clube de Vizela,34,17,11,6,50:30,20,62,https://www.transfermarkt.com.br/fc-vizela/spielplan/verein/6912/saison_id/2024
4,SL Benfica B,34,15,10,9,53:38,15,55,https://www.transfermarkt.com.br/benfica-lissabon-b/spielplan/verein/10330/saison_id/2024
5,SC União Torreense,34,15,9,10,49:42,7,54,https://www.transfermarkt.com.br/sc-uniao-torreense/spielplan/verein/2432/saison_id/2024
6,UD Leiria,34,15,7,12,49:37,12,52,https://www.transfermarkt.com.br/uniao-leiria/spielplan/verein/2639/saison_id/2024
7,GD Chaves,34,14,9,11,40:34,6,51,https://www.transfermarkt.com.br/gd-chaves/spielplan/verein/3325/saison_id/2024
8,CD Feirense,34,13,10,11,35:34,1,49,https://www.transfermarkt.com.br/cd-feirense/spielplan/verein/3349/saison_id/2024
9,FC Felgueiras 1932,34,11,13,10,43:38,5,46,https://www.transfermarkt.com.br/fc-felgueiras-1932/spielplan/verein/1701/saison_id/2024
10,Académico de Viseu FC,34,11,12,11,43:41,2,45,https://www.transfermarkt.com.br/academico-viseu-fc/spielplan/verein/7788/saison_id/2024
11,Futebol Clube Penafiel,34,12,9,13,45:47,-2,45,https://www.transfermarkt.com.br/fc-penafiel/spielplan/verein/3327/saison_id/2024
12,Club Sport Marítimo,34,10,13,11,42:48,-6,43,https://www.transfermarkt.com.br/cs-maritimo/spielplan/verein/1301/saison_id/2024
13,Leixões SC,34,10,11,13,37:42,-5,41,https://www.transfermarkt.com.br/leixoes-sc/spielplan/verein/3345/saison_id/2024
14,FC Porto B,34,8,11,15,36:47,-11,35,https://www.transfermarkt.com.br/fc-porto-b/spielplan/verein/10331/saison_id/2024
15,Portimonense SAD,34,9,7,18,38:54,-16,34,https://www.transfermarkt.com.br/portimonense-sc/spielplan/verein/7378/saison_id/2024
16,FC Paços de Ferreira,34,9,6,19,34:50,-16,33,https://www.transfermarkt.com.br/fc-pacos-de-ferreira/spielplan/verein/2995/saison_id/2024
17,UD Oliveirense,34,7,8,19,30:64,-34,29,https://www.transfermarkt.com.br/ud-oliveirense/spielplan/verein/8827/saison_id/2024
18,CD Mafra,34,6,9,19,29:54,-25,27,https://www.transfermarkt.com.br/cd-mafra/spielplan/verein/7056/saison_id/2024
