position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,América Mineiro,38,20,13,5,46:25,21,73,https://www.transfermarkt.com.br/america-futebol-clube-mg-/spielplan/verein/2863/saison_id/2016
2,SC Internacional,38,20,11,7,54:26,28,71,https://www.transfermarkt.com.br/sc-internacional-porto-alegre/spielplan/verein/6600/saison_id/2016
3,Ceará SC,38,19,10,9,46:32,14,67,https://www.transfermarkt.com.br/ceara-sporting-club/spielplan/verein/2029/saison_id/2016
4,Paraná Clube,38,18,10,10,49:28,21,64,https://www.transfermarkt.com.br/parana-clube/spielplan/verein/309/saison_id/2016
5,Londrina EC,38,18,8,12,56:46,10,62,https://www.transfermarkt.com.br/londrina-esporte-clube-pr-/spielplan/verein/1693/saison_id/2016
6,Oeste FC,38,14,17,7,43:31,12,59,https://www.transfermarkt.com.br/oeste-fc-sp-/spielplan/verein/21829/saison_id/2016
7,Vila Nova FC,38,15,13,10,38:30,8,58,https://www.transfermarkt.com.br/vila-nova-futebol-clube-go-/spielplan/verein/5677/saison_id/2016
8,GE Brasil,38,15,6,17,43:50,-7,51,https://www.transfermarkt.com.br/gremio-esportivo-brasil-rs-/spielplan/verein/10560/saison_id/2016
9,EC Juventude,38,13,12,13,35:38,-3,51,https://www.transfermarkt.com.br/esporte-clube-juventude/spielplan/verein/10492/saison_id/2016
10,Boa EC,38,12,14,12,40:42,-2,50,https://www.transfermarkt.com.br/boa-esporte-clube-mg-/spielplan/verein/17561/saison_id/2016
11,Paysandu SC,38,13,9,16,41:41,0,48,https://www.transfermarkt.com.br/paysandu-sport-club-pa-/spielplan/verein/6347/saison_id/2016
12,Figueirense FC,38,12,12,14,44:49,-5,48,https://www.transfermarkt.com.br/figueirense-fc/spielplan/verein/4064/saison_id/2016
13,Criciúma EC,38,12,12,14,41:46,-5,48,https://www.transfermarkt.com.br/criciuma-esporte-clube/spielplan/verein/7178/saison_id/2016
14,Goiás EC,38,12,9,17,35:46,-11,45,https://www.transfermarkt.com.br/goias-ec/spielplan/verein/3197/saison_id/2016
15,CRB,38,12,9,17,35:50,-15,45,https://www.transfermarkt.com.br/clube-de-regatas-brasil-al-/spielplan/verein/11449/saison_id/2016
16,Guarani FC,38,11,11,16,36:46,-10,44,https://www.transfermarkt.com.br/guarani-fc-sp-/spielplan/verein/1755/saison_id/2016
17,Luverdense EC,38,10,14,14,38:40,-2,44,https://www.transfermarkt.com.br/luverdense-esporte-clube-mt-/spielplan/verein/21599/saison_id/2016
18,Santa Cruz FC,38,8,13,17,43:54,-11,37,https://www.transfermarkt.com.br/santa-cruz-futebol-clube-pe-/spielplan/verein/1785/saison_id/2016
19,ABC FC,38,9,7,22,28:49,-21,34,https://www.transfermarkt.com.br/abc-futebol-clube-rn-/spielplan/verein/7209/saison_id/2016
20,Náutico,38,8,8,22,29:51,-22,32,https://www.transfermarkt.com.br/clube-nautico-capibaribe/spielplan/verein/2646/saison_id/2016
