position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Norwich City,46,29,10,7,75:36,39,97,https://www.transfermarkt.com.br/norwich-city/spielplan/verein/1123/saison_id/2020
2,FC Watford,46,27,10,9,63:30,33,91,https://www.transfermarkt.com.br/fc-watford/spielplan/verein/1010/saison_id/2020
3,Brentford FC,46,24,15,7,79:42,37,87,https://www.transfermarkt.com.br/fc-brentford/spielplan/verein/1148/saison_id/2020
4,Swansea City AFC,46,23,11,12,56:39,17,80,https://www.transfermarkt.com.br/swansea-city/spielplan/verein/2288/saison_id/2020
5,Barnsley FC,46,23,9,14,58:50,8,78,https://www.transfermarkt.com.br/fc-barnsley/spielplan/verein/349/saison_id/2020
6,AFC Bournemouth,46,22,11,13,73:46,27,77,https://www.transfermarkt.com.br/afc-bournemouth/spielplan/verein/989/saison_id/2020
7,FC Reading,46,19,13,14,62:54,8,70,https://www.transfermarkt.com.br/fc-reading/spielplan/verein/1032/saison_id/2020
8,Cardiff City,46,18,14,14,66:49,17,68,https://www.transfermarkt.com.br/cardiff-city/spielplan/verein/603/saison_id/2020
9,Queens Park Rangers,46,19,11,16,57:55,2,68,https://www.transfermarkt.com.br/queens-park-rangers/spielplan/verein/1039/saison_id/2020
10,FC Middlesbrough,46,18,10,18,55:53,2,64,https://www.transfermarkt.com.br/fc-middlesbrough/spielplan/verein/641/saison_id/2020
11,Millwall FC,46,15,17,14,47:52,-5,62,https://www.transfermarkt.com.br/fc-millwall/spielplan/verein/1028/saison_id/2020
12,Luton Town,46,17,11,18,41:52,-11,62,https://www.transfermarkt.com.br/luton-town/spielplan/verein/1031/saison_id/2020
13,Preston North End,46,18,7,21,49:56,-7,61,https://www.transfermarkt.com.br/preston-north-end/spielplan/verein/466/saison_id/2020
14,Stoke City,46,15,15,16,50:52,-2,60,https://www.transfermarkt.com.br/stoke-city/spielplan/verein/512/saison_id/2020
15,Blackburn Rovers,46,15,12,19,65:54,11,57,https://www.transfermarkt.com.br/blackburn-rovers/spielplan/verein/164/saison_id/2020
16,Coventry City,46,14,13,19,49:61,-12,55,https://www.transfermarkt.com.br/coventry-city/spielplan/verein/990/saison_id/2020
17,Nottingham Forest,46,12,16,18,37:45,-8,52,https://www.transfermarkt.com.br/nottingham-forest/spielplan/verein/703/saison_id/2020
18,Birmingham City,46,13,13,20,37:61,-24,52,https://www.transfermarkt.com.br/birmingham-city/spielplan/verein/337/saison_id/2020
19,Bristol City,46,15,6,25,46:68,-22,51,https://www.transfermarkt.com.br/bristol-city/spielplan/verein/698/saison_id/2020
20,Huddersfield Town,46,12,13,21,50:71,-21,49,https://www.transfermarkt.com.br/huddersfield-town/spielplan/verein/1110/saison_id/2020
21,Derby County,46,11,11,24,36:58,-22,44,https://www.transfermarkt.com.br/derby-county/spielplan/verein/22/saison_id/2020
22,Wycombe Wanderers,46,11,10,25,39:69,-30,43,https://www.transfermarkt.com.br/wycombe-wanderers/spielplan/verein/2805/saison_id/2020
23,Rotherham United,46,11,9,26,44:60,-16,42,https://www.transfermarkt.com.br/rotherham-united/spielplan/verein/1194/saison_id/2020
24,Sheffield Wednesday,46,12,11,23,40:61,-21,41,https://www.transfermarkt.com.br/sheffield-wednesday/spielplan/verein/1035/saison_id/2020
