position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Club Brugge,29,21,7,1,58:14,44,70,https://www.transfermarkt.com.br/fc-brugge/spielplan/verein/2282/saison_id/2019
2,KAA Gent,29,16,7,6,59:34,25,55,https://www.transfermarkt.com.br/kaa-gent/spielplan/verein/157/saison_id/2019
3,R Charleroi SC,29,15,9,5,49:23,26,54,https://www.transfermarkt.com.br/rsc-charleroi/spielplan/verein/172/saison_id/2019
4,Royal Antuérpia FC,29,15,8,6,49:32,17,53,https://www.transfermarkt.com.br/royal-antwerpen-fc/spielplan/verein/1096/saison_id/2019
5,Standard de Liège,29,14,7,8,47:32,15,49,https://www.transfermarkt.com.br/standard-luttich/spielplan/verein/3057/saison_id/2019
6,KV Mechelen,29,13,5,11,46:43,3,44,https://www.transfermarkt.com.br/kv-mechelen/spielplan/verein/354/saison_id/2019
7,KRC Genk,29,13,5,11,45:42,3,44,https://www.transfermarkt.com.br/krc-genk/spielplan/verein/1184/saison_id/2019
8,RSC Anderlecht,29,11,10,8,45:29,16,43,https://www.transfermarkt.com.br/rsc-anderlecht/spielplan/verein/58/saison_id/2019
9,Zulte Waregem,29,10,6,13,41:49,-8,36,https://www.transfermarkt.com.br/sv-zulte-waregem/spielplan/verein/3508/saison_id/2019
10,Royal Excel Mouscron (-2022),29,9,9,11,38:40,-2,36,https://www.transfermarkt.com.br/royal-excel-mouscron/spielplan/verein/29228/saison_id/2019
11,KV Kortrijk,29,9,6,14,40:44,-4,33,https://www.transfermarkt.com.br/kv-kortrijk/spielplan/verein/601/saison_id/2019
12,VV St.Truiden,29,9,6,14,33:50,-17,33,https://www.transfermarkt.com.br/vv-st-truiden/spielplan/verein/475/saison_id/2019
13,KAS Eupen,29,8,6,15,28:51,-23,30,https://www.transfermarkt.com.br/kas-eupen/spielplan/verein/1245/saison_id/2019
14,Cercle Brügge,29,7,2,20,27:54,-27,23,https://www.transfermarkt.com.br/cercle-brugge/spielplan/verein/520/saison_id/2019
15,KV Oostende (-2024),29,6,4,19,29:58,-29,22,https://www.transfermarkt.com.br/kv-oostende/spielplan/verein/2861/saison_id/2019
16,KVRS Waasland - SK Beveren,29,5,5,19,21:60,-39,20,https://www.transfermarkt.com.br/waasland-beveren/spielplan/verein/28643/saison_id/2019
