position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Manchester City FC,38,32,2,4,95:23,72,98,https://www.transfermarkt.com.br/manchester-city/spielplan/verein/281/saison_id/2018
2,FC Liverpool,38,30,7,1,89:22,67,97,https://www.transfermarkt.com.br/fc-liverpool/spielplan/verein/31/saison_id/2018
3,Chelsea FC,38,21,9,8,63:39,24,72,https://www.transfermarkt.com.br/fc-chelsea/spielplan/verein/631/saison_id/2018
4,Tottenham Hotspur,38,23,2,13,67:39,28,71,https://www.transfermarkt.com.br/tottenham-hotspur/spielplan/verein/148/saison_id/2018
5,FC Arsenal,38,21,7,10,73:51,22,70,https://www.transfermarkt.com.br/fc-arsenal/spielplan/verein/11/saison_id/2018
6,Manchester United FC,38,19,9,10,65:54,11,66,https://www.transfermarkt.com.br/manchester-united/spielplan/verein/985/saison_id/2018
7,Wolverhampton Wanderers,38,16,9,13,47:46,1,57,https://www.transfermarkt.com.br/wolverhampton-wanderers/spielplan/verein/543/saison_id/2018
8,FC Everton,38,15,9,14,54:46,8,54,https://www.transfermarkt.com.br/fc-everton/spielplan/verein/29/saison_id/2018
9,Leicester City FC,38,15,7,16,51:48,3,52,https://www.transfermarkt.com.br/leicester-city/spielplan/verein/1003/saison_id/2018
10,West Ham United,38,15,7,16,52:55,-3,52,https://www.transfermarkt.com.br/west-ham-united/spielplan/verein/379/saison_id/2018
11,FC Watford,38,14,8,16,52:59,-7,50,https://www.transfermarkt.com.br/fc-watford/spielplan/verein/1010/saison_id/2018
12,Crystal Palace FC,38,14,7,17,51:53,-2,49,https://www.transfermarkt.com.br/crystal-palace/spielplan/verein/873/saison_id/2018
13,Newcastle United,38,12,9,17,42:48,-6,45,https://www.transfermarkt.com.br/newcastle-united/spielplan/verein/762/saison_id/2018
14,AFC Bournemouth,38,13,6,19,56:70,-14,45,https://www.transfermarkt.com.br/afc-bournemouth/spielplan/verein/989/saison_id/2018
15,FC Burnley,38,11,7,20,45:68,-23,40,https://www.transfermarkt.com.br/fc-burnley/spielplan/verein/1132/saison_id/2018
16,FC Southampton,38,9,12,17,45:65,-20,39,https://www.transfermarkt.com.br/fc-southampton/spielplan/verein/180/saison_id/2018
17,Brighton & Hove Albion,38,9,9,20,35:60,-25,36,https://www.transfermarkt.com.br/brighton-amp-hove-albion/spielplan/verein/1237/saison_id/2018
18,Cardiff City,38,10,4,24,34:69,-35,34,https://www.transfermarkt.com.br/cardiff-city/spielplan/verein/603/saison_id/2018
19,FC Fulham,38,7,5,26,34:81,-47,26,https://www.transfermarkt.com.br/fc-fulham/spielplan/verein/931/saison_id/2018
20,Huddersfield Town,38,3,7,28,22:76,-54,16,https://www.transfermarkt.com.br/huddersfield-town/spielplan/verein/1110/saison_id/2018
