league_name,mean_difference,mann_whitney_stat,p_value,neg_log_p,n_unbalanced,n_balanced,mean_unbalanced,mean_balanced
campeonatobrasileiroseriea,0.10977617328519862,1949.5,0.028659824279475297,1.5427264766982063,10,277,0.634,0.5242238267148014
championship,0.08581818181818202,3590.0,0.006133292710438658,2.2123063081814447,11,440,0.8763636363636365,0.7905454545454544
ligue1,-0.06921768707482989,6311.5,0.03686646535277906,1.4333684992631681,28,588,0.6389285714285714,0.7081462585034013
ligaportugal,-0.0584569479965899,3386.0,0.17610216887161578,0.7542352952355948,21,391,0.42333333333333334,0.48179028132992324
saudiproleague,-0.0559890109890111,294.0,0.3718338661756141,0.4296510577502861,8,91,0.315,0.3709890109890111
challengerproleague,0.05588571428571426,764.5,0.26744712701955187,0.572762063038199,7,175,0.5442857142857143,0.4884
2bundesliga,-0.0461681352703025,7051.5,0.11769067245741709,0.9292579556849914,34,494,0.5779411764705882,0.6241093117408907
j1league,0.04080615942028987,2546.5,0.3032122668787959,0.5182532326903625,16,276,0.660625,0.6198188405797102
ligue2,0.028212092261498678,4173.5,0.330387514146415,0.48097637369964436,17,431,0.5982352941176472,0.5700232018561485
jupilerproleague,-0.027465986394557773,442.0,0.30206896105632175,0.5198938981444862,6,196,0.7116666666666668,0.7391326530612246
bundesliga,-0.01736013036393258,6766.5,0.4690399488925925,0.3287901661447376,28,526,0.8035714285714286,0.8209315589353612
ligaportugal2,0.015071428571428569,1473.0,0.7807722745464473,0.10747561699258594,10,280,0.502,0.48692857142857143
j2league,-0.012829670329670306,1660.0,0.5931149556698074,0.22686112489099414,13,280,0.5153846153846154,0.5282142857142857
laliga,0.006676056338028036,2702.0,0.9233728585353961,0.0346228951753312,15,355,0.778,0.771323943661972
premierleague,-0.005291005291005124,7371.5,0.7444582347147628,0.12815966183618585,27,567,0.9155555555555556,0.9208465608465607
campeonatobrasileiroserieb,0.003589958158995765,1232.5,0.8682646902648494,0.06134786007940522,10,239,0.41200000000000003,0.40841004184100427
laliga2,0.0007671307671307526,1868.0,0.9116361476181972,0.04017846278096083,11,333,0.6318181818181817,0.631051051051051
