position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,CD Nacional,38,19,14,5,72:45,27,71,https://www.transfermarkt.com.br/cd-nacional/spielplan/verein/982/saison_id/2017
2,Clube Desportivo Santa Clara,38,19,9,10,55:40,15,66,https://www.transfermarkt.com.br/cd-santa-clara/spielplan/verein/2423/saison_id/2017
3,Académico de Viseu FC,38,17,13,8,50:40,10,64,https://www.transfermarkt.com.br/academico-viseu-fc/spielplan/verein/7788/saison_id/2017
4,Académica de Coimbra,38,19,6,13,59:40,19,63,https://www.transfermarkt.com.br/academica-coimbra/spielplan/verein/2990/saison_id/2017
5,Futebol Clube Penafiel,38,17,11,10,55:43,12,62,https://www.transfermarkt.com.br/fc-penafiel/spielplan/verein/3327/saison_id/2017
6,FC Arouca,38,16,11,11,42:37,5,59,https://www.transfermarkt.com.br/fc-arouca/spielplan/verein/8024/saison_id/2017
7,FC Porto B,38,18,4,16,50:55,-5,58,https://www.transfermarkt.com.br/fc-porto-b/spielplan/verein/10331/saison_id/2017
8,Leixões SC,38,14,14,10,50:43,7,56,https://www.transfermarkt.com.br/leixoes-sc/spielplan/verein/3345/saison_id/2017
9,CD Cova da Piedade,38,14,9,15,42:45,-3,51,https://www.transfermarkt.com.br/cd-cova-piedade/spielplan/verein/25817/saison_id/2017
10,Varzim SC,38,13,11,14,41:41,0,50,https://www.transfermarkt.com.br/varzim-sc/spielplan/verein/4297/saison_id/2017
11,Vitória Guimarães SC B,38,14,8,16,44:49,-5,50,https://www.transfermarkt.com.br/vitoria-guimaraes-sc-b/spielplan/verein/15136/saison_id/2017
12,UD Oliveirense,38,13,10,15,45:47,-2,49,https://www.transfermarkt.com.br/ud-oliveirense/spielplan/verein/8827/saison_id/2017
13,SL Benfica B,38,14,7,17,54:60,-6,49,https://www.transfermarkt.com.br/benfica-lissabon-b/spielplan/verein/10330/saison_id/2017
14,FC Famalicão,38,13,9,16,46:49,-3,48,https://www.transfermarkt.com.br/fc-famalicao/spielplan/verein/3329/saison_id/2017
15,SC Covilhã,38,12,11,15,32:41,-9,47,https://www.transfermarkt.com.br/sc-covilha/spielplan/verein/10140/saison_id/2017
16,SC Braga B,38,10,14,14,44:48,-4,44,https://www.transfermarkt.com.br/sc-braga-b/spielplan/verein/10789/saison_id/2017
17,CF União da Madeira (-2021),38,12,8,18,44:53,-9,44,https://www.transfermarkt.com.br/cf-uniao-madeira/spielplan/verein/976/saison_id/2017
18,Sporting CP B,38,11,9,18,46:65,-19,42,https://www.transfermarkt.com.br/sporting-lissabon-b/spielplan/verein/10949/saison_id/2017
19,Gil Vicente Futebol Clube,38,8,12,18,29:45,-16,36,https://www.transfermarkt.com.br/gil-vicente-fc/spielplan/verein/2424/saison_id/2017
20,Real SC,38,8,8,22,47:61,-14,32,https://www.transfermarkt.com.br/real-sc/spielplan/verein/11085/saison_id/2017
