position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Al-Ahli SFC,26,19,6,1,55:21,34,63,https://www.transfermarkt.com.br/al-ahli-dschidda/spielplan/verein/18487/saison_id/2015
2,Al-Hilal SFC,26,17,4,5,52:23,29,55,https://www.transfermarkt.com.br/al-hilal-riad/spielplan/verein/1114/saison_id/2015
3,Al-Ittihad Club,26,15,4,7,54:37,17,49,https://www.transfermarkt.com.br/al-ittihad-dschidda/spielplan/verein/8023/saison_id/2015
4,Al-Taawoun FC,26,13,6,7,54:35,19,45,https://www.transfermarkt.com.br/al-taawoun-fc/spielplan/verein/28844/saison_id/2015
5,Al-Fateh SC,26,11,8,7,35:28,7,41,https://www.transfermarkt.com.br/al-fateh/spielplan/verein/27221/saison_id/2015
6,Al-Shabab FC,26,11,6,9,27:28,-1,39,https://www.transfermarkt.com.br/al-shabab-riad/spielplan/verein/9840/saison_id/2015
7,Al-Khaleej FC,26,8,9,9,27:43,-16,33,https://www.transfermarkt.com.br/al-khaleej/spielplan/verein/6070/saison_id/2015
8,Al-Nassr FC,26,7,11,8,39:33,6,32,https://www.transfermarkt.com.br/al-nasr-riad/spielplan/verein/18544/saison_id/2015
9,Al-Wehda FC,26,8,7,11,30:37,-7,31,https://www.transfermarkt.com.br/al-wahda-mekka/spielplan/verein/17209/saison_id/2015
10,Al-Faisaly FC,26,7,8,11,28:37,-9,29,https://www.transfermarkt.com.br/al-faisaly-harmah/spielplan/verein/28848/saison_id/2015
11,Al-Qadsiah FC,26,6,10,10,26:32,-6,28,https://www.transfermarkt.com.br/al-qadisiyah-fc/spielplan/verein/26069/saison_id/2015
12,Al-Raed SFC,26,6,6,14,30:45,-15,24,https://www.transfermarkt.com.br/al-raed/spielplan/verein/22381/saison_id/2015
13,Najran SC,26,5,6,15,36:53,-17,21,https://www.transfermarkt.com.br/najran-sc/spielplan/verein/26586/saison_id/2015
14,Hajer Club,26,2,3,21,15:56,-41,9,https://www.transfermarkt.com.br/hajer-club/spielplan/verein/32343/saison_id/2015
