position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,SC Freiburg,34,21,5,8,60:36,24,68,https://www.transfermarkt.com.br/sc-freiburg/spielplan/verein/60/saison_id/2008
2,1.FSV Mainz 05,34,18,9,7,62:37,25,63,https://www.transfermarkt.com.br/1-fsv-mainz-05/spielplan/verein/39/saison_id/2008
3,1.FC Nuremberg,34,16,12,6,51:29,22,60,https://www.transfermarkt.com.br/1-fc-nurnberg/spielplan/verein/4/saison_id/2008
4,Alemannia Aachen,34,16,8,10,58:38,20,56,https://www.transfermarkt.com.br/alemannia-aachen/spielplan/verein/8/saison_id/2008
5,SpVgg Greuther Fürth,34,16,8,10,60:46,14,56,https://www.transfermarkt.com.br/spvgg-greuther-furth/spielplan/verein/65/saison_id/2008
6,MSV Duisburg,34,14,13,7,56:36,20,55,https://www.transfermarkt.com.br/msv-duisburg/spielplan/verein/52/saison_id/2008
7,1.FC Kaiserslautern,34,15,7,12,53:48,5,52,https://www.transfermarkt.com.br/1-fc-kaiserslautern/spielplan/verein/2/saison_id/2008
8,FC St. Pauli,34,14,6,14,52:59,-7,48,https://www.transfermarkt.com.br/fc-st-pauli/spielplan/verein/35/saison_id/2008
9,Rot-Weiß Oberhausen,34,11,9,14,35:54,-19,42,https://www.transfermarkt.com.br/rot-weiss-oberhausen/spielplan/verein/57/saison_id/2008
10,Rot Weiss Ahlen,34,11,8,15,38:57,-19,41,https://www.transfermarkt.com.br/rot-weiss-ahlen/spielplan/verein/50/saison_id/2008
11,FC Augsburg,34,10,10,14,43:46,-3,40,https://www.transfermarkt.com.br/fc-augsburg/spielplan/verein/167/saison_id/2008
12,TSV 1860 Munique,34,9,12,13,44:46,-2,39,https://www.transfermarkt.com.br/tsv-1860-munchen/spielplan/verein/72/saison_id/2008
13,FC Hansa Rostock,34,8,14,12,52:53,-1,38,https://www.transfermarkt.com.br/fc-hansa-rostock/spielplan/verein/30/saison_id/2008
14,TuS Koblenz,34,11,8,15,47:57,-10,38,https://www.transfermarkt.com.br/tus-koblenz/spielplan/verein/996/saison_id/2008
15,FSV Frankfurt,34,9,11,14,34:47,-13,38,https://www.transfermarkt.com.br/fsv-frankfurt/spielplan/verein/293/saison_id/2008
16,VfL Osnabrück,34,8,12,14,41:60,-19,36,https://www.transfermarkt.com.br/vfl-osnabruck/spielplan/verein/81/saison_id/2008
17,FC Ingolstadt 04,34,7,10,17,38:54,-16,31,https://www.transfermarkt.com.br/fc-ingolstadt-04/spielplan/verein/4795/saison_id/2008
18,SV Wehen Wiesbaden,34,5,12,17,28:49,-21,27,https://www.transfermarkt.com.br/sv-wehen-wiesbaden/spielplan/verein/108/saison_id/2008
