position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,1.FC Colônia,34,19,8,7,68:39,29,65,https://www.transfermarkt.com.br/1-fc-koln/spielplan/verein/3/saison_id/1999
2,VfL Bochum,34,18,7,9,67:48,19,61,https://www.transfermarkt.com.br/vfl-bochum/spielplan/verein/80/saison_id/1999
3,FC Energie Cottbus,34,18,4,12,62:42,20,58,https://www.transfermarkt.com.br/fc-energie-cottbus/spielplan/verein/25/saison_id/1999
4,1.FC Nuremberg,34,15,10,9,54:46,8,55,https://www.transfermarkt.com.br/1-fc-nurnberg/spielplan/verein/4/saison_id/1999
5,Borussia Mönchengladbach,34,14,12,8,60:43,17,54,https://www.transfermarkt.com.br/borussia-monchengladbach/spielplan/verein/18/saison_id/1999
6,Rot-Weiß Oberhausen,34,12,13,9,43:34,9,49,https://www.transfermarkt.com.br/rot-weiss-oberhausen/spielplan/verein/57/saison_id/1999
7,SpVgg Greuther Fürth,34,10,16,8,40:39,1,46,https://www.transfermarkt.com.br/spvgg-greuther-furth/spielplan/verein/65/saison_id/1999
8,Alemannia Aachen,34,12,10,12,46:54,-8,46,https://www.transfermarkt.com.br/alemannia-aachen/spielplan/verein/8/saison_id/1999
9,1.FSV Mainz 05,34,11,12,11,41:42,-1,45,https://www.transfermarkt.com.br/1-fsv-mainz-05/spielplan/verein/39/saison_id/1999
10,Hannover 96,34,12,8,14,56:56,0,44,https://www.transfermarkt.com.br/hannover-96/spielplan/verein/42/saison_id/1999
11,Chemnitzer FC,34,11,10,13,42:49,-7,43,https://www.transfermarkt.com.br/chemnitzer-fc/spielplan/verein/21/saison_id/1999
12,SV Waldhof Mannheim,34,10,12,12,50:56,-6,42,https://www.transfermarkt.com.br/sv-waldhof-mannheim/spielplan/verein/85/saison_id/1999
13,Tennis Borussia Berlin,34,10,10,14,42:50,-8,40,https://www.transfermarkt.com.br/tennis-borussia-berlin/spielplan/verein/101/saison_id/1999
14,FC St. Pauli,34,8,15,11,37:45,-8,39,https://www.transfermarkt.com.br/fc-st-pauli/spielplan/verein/35/saison_id/1999
15,Stuttgarter Kickers,34,10,9,15,49:58,-9,39,https://www.transfermarkt.com.br/stuttgarter-kickers/spielplan/verein/71/saison_id/1999
16,SC Fortuna Köln,34,8,11,15,38:50,-12,35,https://www.transfermarkt.com.br/sc-fortuna-koln/spielplan/verein/92/saison_id/1999
17,Kickers Offenbach,34,8,11,15,35:58,-23,35,https://www.transfermarkt.com.br/kickers-offenbach/spielplan/verein/107/saison_id/1999
18,Karlsruher SC,34,5,12,17,35:56,-21,27,https://www.transfermarkt.com.br/karlsruher-sc/spielplan/verein/48/saison_id/1999
