position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Rio Ave Futebol Clube,34,21,7,6,52:31,21,70,https://www.transfermarkt.com.br/rio-ave-fc/spielplan/verein/2425/saison_id/2021
2,Casa Pia AC,34,21,5,8,50:22,28,68,https://www.transfermarkt.com.br/casa-pia-ac/spielplan/verein/3268/saison_id/2021
3,GD Chaves,34,18,10,6,54:35,19,64,https://www.transfermarkt.com.br/gd-chaves/spielplan/verein/3325/saison_id/2021
4,CD Feirense,34,17,7,10,50:37,13,58,https://www.transfermarkt.com.br/cd-feirense/spielplan/verein/3349/saison_id/2021
5,SL Benfica B,34,17,6,11,61:44,17,57,https://www.transfermarkt.com.br/benfica-lissabon-b/spielplan/verein/10330/saison_id/2021
6,CD Nacional,34,14,9,11,52:44,8,51,https://www.transfermarkt.com.br/cd-nacional/spielplan/verein/982/saison_id/2021
7,Futebol Clube Penafiel,34,14,9,11,38:38,0,51,https://www.transfermarkt.com.br/fc-penafiel/spielplan/verein/3327/saison_id/2021
8,Leixões SC,34,13,9,12,42:40,2,48,https://www.transfermarkt.com.br/leixoes-sc/spielplan/verein/3345/saison_id/2021
9,CD Mafra,34,11,10,13,37:42,-5,43,https://www.transfermarkt.com.br/cd-mafra/spielplan/verein/7056/saison_id/2021
10,FC Porto B,34,10,12,12,45:49,-4,42,https://www.transfermarkt.com.br/fc-porto-b/spielplan/verein/10331/saison_id/2021
11,SC Farense,34,10,11,13,40:42,-2,41,https://www.transfermarkt.com.br/sc-farense/spielplan/verein/4294/saison_id/2021
12,UD Vilafranquense,34,10,11,13,41:47,-6,41,https://www.transfermarkt.com.br/ud-vilafranquense/spielplan/verein/7119/saison_id/2021
13,Clube Desportivo Trofense,34,10,10,14,35:41,-6,40,https://www.transfermarkt.com.br/cd-trofense/spielplan/verein/3348/saison_id/2021
14,CF Estrela Amadora,34,9,10,15,42:55,-13,37,https://www.transfermarkt.com.br/cf-estrela-amadora-sad/spielplan/verein/2431/saison_id/2021
15,Académico de Viseu FC,34,10,7,17,31:49,-18,37,https://www.transfermarkt.com.br/academico-viseu-fc/spielplan/verein/7788/saison_id/2021
16,SC Covilhã,34,8,12,14,30:43,-13,36,https://www.transfermarkt.com.br/sc-covilha/spielplan/verein/10140/saison_id/2021
17,Varzim SC,34,8,11,15,25:39,-14,35,https://www.transfermarkt.com.br/varzim-sc/spielplan/verein/4297/saison_id/2021
18,Académica de Coimbra,34,3,8,23,35:62,-27,17,https://www.transfermarkt.com.br/academica-coimbra/spielplan/verein/2990/saison_id/2021
