position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Atalanta BC,42,24,9,9,61:39,22,81,https://www.transfermarkt.com.br/atalanta-bergamo/spielplan/verein/800/saison_id/2005
2,Catania Calcio,42,22,12,8,67:42,25,78,https://www.transfermarkt.com.br/catania-calcio/spielplan/verein/1627/saison_id/2005
3,Torino FC,42,21,13,8,51:31,20,76,https://www.transfermarkt.com.br/fc-turin/spielplan/verein/416/saison_id/2005
4,AC Mantova 1911,42,18,15,9,46:35,11,69,https://www.transfermarkt.com.br/mantova-1911/spielplan/verein/2581/saison_id/2005
5,Modena FC,42,17,16,9,59:41,18,67,https://www.transfermarkt.com.br/modena-fc-2018/spielplan/verein/1385/saison_id/2005
6,AC Cesena,42,18,12,12,66:54,12,66,https://www.transfermarkt.com.br/cesena-fc/spielplan/verein/1429/saison_id/2005
7,AC Arezzo,42,17,15,10,45:34,11,66,https://www.transfermarkt.com.br/ss-arezzo/spielplan/verein/4255/saison_id/2005
8,Bologna,42,16,16,10,55:42,13,64,https://www.transfermarkt.com.br/fc-bologna/spielplan/verein/1025/saison_id/2005
9,FC Crotone,42,18,9,15,56:48,8,63,https://www.transfermarkt.com.br/fc-crotone/spielplan/verein/4083/saison_id/2005
10,Brescia Calcio,42,15,15,12,54:44,10,60,https://www.transfermarkt.com.br/brescia-calcio/spielplan/verein/19/saison_id/2005
11,Pescara Calcio,42,14,12,16,41:50,-9,54,https://www.transfermarkt.com.br/delfino-pescara-1936/spielplan/verein/2921/saison_id/2005
12,Piacenza FC,42,13,15,14,56:52,4,54,https://www.transfermarkt.com.br/piacenza-calcio-1919/spielplan/verein/1408/saison_id/2005
13,AS Bari,42,11,18,13,43:47,-4,51,https://www.transfermarkt.com.br/ssc-bari/spielplan/verein/332/saison_id/2005
14,US Triestina,42,12,15,15,44:51,-7,51,https://www.transfermarkt.com.br/us-triestina/spielplan/verein/4271/saison_id/2005
15,Hellas Verona,42,10,19,13,42:41,1,49,https://www.transfermarkt.com.br/hellas-verona/spielplan/verein/276/saison_id/2005
16,Vicenza Calcio,42,13,10,19,38:49,-11,49,https://www.transfermarkt.com.br/lr-vicenza-virtus/spielplan/verein/2655/saison_id/2005
17,Rimini FC,42,11,15,16,42:49,-7,48,https://www.transfermarkt.com.br/rimini-fc/spielplan/verein/4111/saison_id/2005
18,UC AlbinoLeffe,42,10,16,16,38:52,-14,46,https://www.transfermarkt.com.br/uc-albinoleffe/spielplan/verein/4541/saison_id/2005
19,US Avellino,42,11,13,18,42:62,-20,46,https://www.transfermarkt.com.br/us-avellino-1912/spielplan/verein/2331/saison_id/2005
20,Ternana Calcio,42,7,18,17,36:58,-22,39,https://www.transfermarkt.com.br/ternana-calcio/spielplan/verein/1103/saison_id/2005
21,US Cremonese,42,6,12,24,36:60,-24,30,https://www.transfermarkt.com.br/us-cremonese/spielplan/verein/2239/saison_id/2005
22,US Catanzaro,42,7,7,28,26:63,-37,28,https://www.transfermarkt.com.br/us-catanzaro/spielplan/verein/4097/saison_id/2005
