position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,Stade Reims,38,28,4,6,74:24,50,88,https://www.transfermarkt.com.br/stade-reims/spielplan/verein/1421/saison_id/2017
2,Nîmes Olympique,38,22,7,9,75:37,38,73,https://www.transfermarkt.com.br/nimes-olympique/spielplan/verein/1160/saison_id/2017
3,AC Ajaccio,38,20,8,10,62:43,19,68,https://www.transfermarkt.com.br/ac-ajaccio/spielplan/verein/1147/saison_id/2017
4,Le Havre AC,38,19,9,10,53:34,19,66,https://www.transfermarkt.com.br/ac-le-havre/spielplan/verein/738/saison_id/2017
5,Stade Brestois 29,38,18,11,9,58:43,15,65,https://www.transfermarkt.com.br/stade-brest-29/spielplan/verein/3911/saison_id/2017
6,Clermont Foot 63,38,17,12,9,54:36,18,63,https://www.transfermarkt.com.br/clermont-foot-63/spielplan/verein/3524/saison_id/2017
7,FC Lorient,38,18,8,12,61:46,15,62,https://www.transfermarkt.com.br/fc-lorient/spielplan/verein/1158/saison_id/2017
8,Paris FC,38,16,13,9,46:36,10,61,https://www.transfermarkt.com.br/paris-fc/spielplan/verein/10004/saison_id/2017
9,LB Châteauroux,38,17,9,12,50:50,0,60,https://www.transfermarkt.com.br/lb-chateauroux/spielplan/verein/1175/saison_id/2017
10,FC Sochaux-Montbéliard,38,15,8,15,51:62,-11,53,https://www.transfermarkt.com.br/fc-sochaux-montbeliard/spielplan/verein/750/saison_id/2017
11,AJ Auxerre,38,13,8,17,51:55,-4,47,https://www.transfermarkt.com.br/aj-auxerre/spielplan/verein/290/saison_id/2017
12,US Orléans,38,12,10,16,52:61,-9,46,https://www.transfermarkt.com.br/us-orleans/spielplan/verein/10868/saison_id/2017
13,Valenciennes FC,38,12,9,17,50:64,-14,45,https://www.transfermarkt.com.br/fc-valenciennes/spielplan/verein/1423/saison_id/2017
14,RC Lens,38,11,10,17,48:49,-1,43,https://www.transfermarkt.com.br/rc-lens/spielplan/verein/826/saison_id/2017
15,Chamois Niortais FC,38,11,9,18,47:60,-13,42,https://www.transfermarkt.com.br/chamois-niortais-fc/spielplan/verein/1161/saison_id/2017
16,GFCO Ajaccio,38,11,8,19,35:60,-25,41,https://www.transfermarkt.com.br/gfc-ajaccio/spielplan/verein/3558/saison_id/2017
17,AS Nancy-Lorraine,38,9,11,18,39:54,-15,38,https://www.transfermarkt.com.br/as-nancy-lorraine/spielplan/verein/1159/saison_id/2017
18,Football Bourg-en-Bresse Péronnas 01,38,10,6,22,50:87,-37,36,https://www.transfermarkt.com.br/bourg-en-bresse-peronnas-01/spielplan/verein/2972/saison_id/2017
19,Quevilly Rouen Métropole,38,9,6,23,45:66,-21,33,https://www.transfermarkt.com.br/quevilly-rouen-metropole/spielplan/verein/7124/saison_id/2017
20,Tours FC,38,5,8,25,34:68,-34,23,https://www.transfermarkt.com.br/fc-tours/spielplan/verein/3161/saison_id/2017
