position,team,played,won,drawn,lost,goal_ratio,goal_difference,points,team_url
1,RSC Anderlecht,30,20,7,3,69:27,42,67,https://www.transfermarkt.com.br/rsc-anderlecht/spielplan/verein/58/saison_id/2012
2,Zulte Waregem,30,19,6,5,49:29,20,63,https://www.transfermarkt.com.br/sv-zulte-waregem/spielplan/verein/3508/saison_id/2012
3,KRC Genk,30,15,10,5,63:40,23,55,https://www.transfermarkt.com.br/krc-genk/spielplan/verein/1184/saison_id/2012
4,Club Brugge,30,15,9,6,66:43,23,54,https://www.transfermarkt.com.br/fc-brugge/spielplan/verein/2282/saison_id/2012
5,KSC Lokeren (-2020),30,14,9,7,53:38,15,51,https://www.transfermarkt.com.br/ksc-lokeren/spielplan/verein/498/saison_id/2012
6,Standard de Liège,30,15,5,10,54:33,21,50,https://www.transfermarkt.com.br/standard-luttich/spielplan/verein/3057/saison_id/2012
7,RAEC Mons (-2015),30,13,5,12,48:53,-5,44,https://www.transfermarkt.com.br/raec-mons/spielplan/verein/1411/saison_id/2012
8,KV Mechelen,30,12,5,13,44:42,2,41,https://www.transfermarkt.com.br/kv-mechelen/spielplan/verein/354/saison_id/2012
9,KV Kortrijk,30,11,6,13,31:30,1,39,https://www.transfermarkt.com.br/kv-kortrijk/spielplan/verein/601/saison_id/2012
10,Oud-Heverlee Leuven,30,8,12,10,46:51,-5,36,https://www.transfermarkt.com.br/oud-heverlee-leuven/spielplan/verein/2727/saison_id/2012
11,KAA Gent,30,8,10,12,33:40,-7,34,https://www.transfermarkt.com.br/kaa-gent/spielplan/verein/157/saison_id/2012
12,R Charleroi SC,30,10,4,16,30:49,-19,34,https://www.transfermarkt.com.br/rsc-charleroi/spielplan/verein/172/saison_id/2012
13,KVRS Waasland - SK Beveren,30,7,9,14,28:49,-21,30,https://www.transfermarkt.com.br/waasland-beveren/spielplan/verein/28643/saison_id/2012
14,Lierse SK (-2018),30,5,11,14,28:53,-25,26,https://www.transfermarkt.com.br/lierse-sk/spielplan/verein/204/saison_id/2012
15,Beerschot AC (-2013),30,6,5,19,31:61,-30,23,https://www.transfermarkt.com.br/beerschot-ac/spielplan/verein/566/saison_id/2012
16,Cercle Brügge,30,3,5,22,30:65,-35,14,https://www.transfermarkt.com.br/cercle-brugge/spielplan/verein/520/saison_id/2012
